param_01,param_06,param_02,param_07,param_08,command_type,command_id,drama_id,param_05,param_03,param_04
21,"",-125,"","",33,19090052,909,"",-125,0
113511,"",09_cmn_float_notice,0.1,"",3,19090053,909,1,0,09_cmn_float_talk
vo_fpc,"",vo_fpc_20905,"","",21,19090054,909,"","",0
113511,0,"네, 항상 갑옷만 입는 사람인데요…",0,0.5,11,19090055,909,0,10,1
0,"","","","",91,19090056,909,"","",""
0.5,"",0,"","",93,19090057,909,"","",""
113411,0.1,09_cmn_float_smile,"","",3,19090058,909,"",1,""
113511,0.1,09_cmn_float,"","",3,19090059,909,"",1,""
vo_fpc,"",vo_fpc_20906,"","",21,19090060,909,"","",0
113411,0,"재밌고 멋진 사람이야♪",0,0.5,11,19090061,909,0,10,1
0,"","","","",91,19090062,909,"","",""
0.5,"",0,"","",93,19090063,909,"","",""
113611,0.3,09_jun_talk2_loop,"","",3,19090064,909,"",1,""
113411,0.1,09_cmn_float,"","",3,19090065,909,"",1,""
vo_fpc,"",vo_fpc_20907,"","",21,19090066,909,"","",0
113611,0,"갑옷 차림이라고요…\n그런 사람은 못 봤어요…",0,0.5,11,19090067,909,0,10,1
0,"","","","",91,19090068,909,"","",""
0.5,"",0,"","",93,19090069,909,"","",""
113511,0.1,09_cmn_float_talk,"","",3,19090070,909,"",1,""
vo_fpc,"",vo_fpc_20908,"","",21,19090071,909,"","",0
113511,0,"그런가요~\n기분 탓이었나.",0,0.5,11,19090072,909,0,10,1
0,"","","","",91,19090073,909,"","",""
0.5,"",0,"","",93,19090074,909,"","",""
113511,0.1,09_cmn_float,"","",3,19090075,909,"",1,""
vo_fpc,"",vo_fpc_20909,"","",21,19090076,909,"","",0
113611,0,"갑옷 입은 사람은 이런 장소에는\n없지 않을까요?\n수영할 차림은 아닌 것 같고요…",0,0.5,11,19090077,909,0,10,1
0,"","","","",91,19090078,909,"","",""
0.5,"",0,"","",93,19090079,909,"","",""
113511,0.1,09_cmn_float_talk,"","",3,19090080,909,"",1,""
vo_fpc,"",vo_fpc_20910,"","",21,19090081,909,"","",0
113511,0,"그런데 쥰 씨는\n한여름의 바다에서도 갑옷을 입고 있었지?",0,0.5,11,19090082,909,0,10,1
0,"","","","",91,19090083,909,"","",""
0.5,"",0,"","",93,19090084,909,"","",""
113411,0.1,09_cmn_float_smile,"","",3,19090085,909,"",1,""
113511,0.1,09_cmn_float,"","",3,19090086,909,"",1,""
vo_fpc,"",vo_fpc_20911,"","",21,19090087,909,"","",0
113411,0,"응!\n분명 바닷속에서도 갑옷 차림으로 괜찮을 거야♪",0,0.5,11,19090088,909,0,10,1
0,"","","","",91,19090089,909,"","",""
0.5,"",0,"","",93,19090090,909,"","",""
113611,0.1,09_jun_talk3_loop,"","",3,19090091,909,"",1,""
vo_fpc,"",vo_fpc_20912,"","",21,19090092,909,"","",0
113611,0,"트, 특이한 사람이네요…\n아하하하…",0,0.5,11,19090093,909,0,10,1
0,"","","","",91,19090094,909,"","",""
0.5,"",0,"","",93,19090095,909,"","",""
vo_fpc,"",vo_fpc_20913,"","",21,19090096,909,"","",0
113611,0,"(나중에 갑옷을 입고\n인사하러 가야겠군…)",0,0.5,11,19090097,909,0,10,1
0,"","","","",91,19090098,909,"","",""
0.5,"",0,"","",93,19090099,909,"","",""
113611,0.1,09_jun_float_in,0.1,"",3,19090100,909,1,0,09_jun_float_loop
113611,"",850,"","",2,19090101,909,"",-125,3.67647058823529
11,"",850,"","",33,19090102,909,"",-125,3.67647058823529
113511,"",850,"","",2,19090103,909,"",-125,5.73529411764706
21,"",850,"","",33,19090104,909,"",-125,5.73529411764706
113411,"",850,"","",2,19090105,909,"",-180,7.05882352941176
31,"",850,"","",33,19090106,909,"",-180,7.05882352941176
19090105,"","","","",91,19090107,909,"","",""
1,1.75,110411,0,10_cmn_run,1,19100001,910,-15,22,-750
1,1.75,110511,0,10_cmn_run,1,19100002,910,-15,13,-750
1,1.4875,107911,0,cmn_run_def_N,1,19100003,910,-15,12,-750
4,0,11,"","",31,19100004,910,1,-750,-15
117,0,1171,"","",31,19100005,910,1,50,-180
4,0,21,"","",31,19100006,910,1,-750,-15
118,0,1172,"","",31,19100007,910,1,275,-125
119,0,119,"","",31,19100008,910,1,-50,-15
109,0,12,"","",31,19100009,910,1,-50,20
108,0,22,"","",31,19100010,910,1,-50,55
se_10053800,"",se_fpc_water_random,"","",23,19100011,910,"",1,""
19100010,"",0,"","",91,19100012,910,"","",""
107911,"",-50,"","",2,19100013,910,"",-15,3.16742081447964
19100013,"","","","",91,19100014,910,"","",""
107911,0.1,10_tamaki_handUp_in,0.1,"",3,19100015,910,1,0,10_tamaki_handUp_loop
vo_fpc,"",vo_fpc_21000,"","",21,19100016,910,"","",0
107911,0,"냥, 냥, 냥~♪\n물에 젖는 건 싫지만…",0,0.5,11,19100017,910,0,10,1
0,"","","","",91,19100018,910,"","",""
0.5,"",0,"","",93,19100019,910,"","",""
vo_fpc,"",vo_fpc_21001,"","",21,19100020,910,"","",0
107911,0,"사람이 많은 장소에서 붕어빵을 팔\n기회다냥! 잔뜩 버는 거다냥~!",0,0.5,11,19100021,910,0,10,1
0,"","","","",91,19100022,910,"","",""
0.5,"",0,"","",93,19100023,910,"","",""
110511,"",-200,"","",2,19100024,910,"",-15,2.07390648567119
21,"",-200,"","",33,19100025,910,"",-15,2.07390648567119
0.5,"",0,"","",93,19100026,910,"","",""
vo_fpc,"",vo_fpc_21002,"","",21,19100027,910,"","",0
110511,0,"간다~!\n류큐견 다이브~!",0,0,11,19100028,910,0,35,1
19100024,"","","","",91,19100029,910,"","",""
se_10053800,"",se_10053800_910_jump_kaori,"","",23,19100030,910,"","",""
110511,0.1,10_kaori_dive,"","",3,19100031,910,"",0,""
1,"",0,"","",93,19100032,910,"","",""
110511,0.1,1,"","",6,19100033,910,0,1,1
22,"",1,"","",32,19100034,910,"","",""
0.2,"",0,"","",93,19100035,910,"","",""
119,"",1,"","",32,19100036,910,"","",""
107911,0.1,10_tamaki_wet,"","",3,19100037,910,"",1,""
0.5,"",0,"","",93,19100038,910,"","",""
110511,"",-50,"","",2,19100039,910,"",-125,0
21,"",-50,"","",33,19100040,910,"",-125,0
0.2,"",0,"","",93,19100041,910,"","",""
21,"",1,"","",32,19100042,910,"","",""
110511,0.7,1,"","",6,19100043,910,1,1,1
110511,0.1,10_cmn_float_back_in,0.1,"",3,19100044,910,1,0,10_cmn_float_back
110511,"",275,"","",2,19100045,910,11,-125,1.22549019607843
21,"",275,"","",33,19100046,910,11,-125,1.22549019607843
2,"",0,"","",93,19100047,910,"","",""
110411,"",-220,"","",2,19100048,910,"",-15,2.07390648567119
11,"",-220,"","",33,19100049,910,"",-15,2.07390648567119
0.5,"",0,"","",93,19100050,910,"","",""
vo_fpc,"",vo_fpc_21004,"","",21,19100051,910,"","",0
110411,0,"좋았어, 안 질 거야!\n울펜 다이브다!",0,0.5,11,19100052,910,0,35,1
19100048,"","","","",91,19100053,910,"","",""
110411,0.1,10_makoto_boost_in,0.1,"",3,19100054,910,1,0,10_makoto_boost_loop
1.5,"",0,"","",93,19100055,910,"","",""
110411,0.1,10_makoto_dive,"","",3,19100056,910,"",0,""
0.1,"",0,"","",93,19100057,910,"","",""
se_10053800,"",se_10053800_910_jump_makoto,"","",23,19100058,910,"","",""
1,"",0,"","",93,19100059,910,"","",""
110411,0.1,1,"","",6,19100060,910,0,1,1
12,"",1,"","",32,19100061,910,"","",""
0.4,"",0,"","",93,19100062,910,"","",""
119,"",0,"","",32,19100063,910,"","",""
119,"",1,"","",32,19100064,910,"","",""
107911,0.2,10_tamaki_wet2,"","",3,19100065,910,"",1,""
0.4,"",0,"","",93,19100066,910,"","",""
110411,"",-50,"","",2,19100067,910,"",-180,0
11,"",-50,"","",33,19100068,910,"",-180,0
0.2,"",0,"","",93,19100069,910,"","",""
11,"",1,"","",32,19100070,910,"","",""
110411,0.7,1,"","",6,19100071,910,1,1,1
110411,0.1,10_cmn_float_back_in,0.1,"",3,19100072,910,1,0,10_cmn_float_back
110411,"",50,"","",2,19100073,910,11,-180,1.22549019607843
11,"",50,"","",33,19100074,910,11,-180,1.22549019607843
1.5,"",0,"","",93,19100075,910,"","",""
110511,0.1,10_cmn_dogscratch,"","",3,19100076,910,"",1,""
110411,0.1,10_cmn_dogscratch,"","",3,19100077,910,"",1,""
11,"",0,"","",32,19100078,910,"","",""
21,"",0,"","",32,19100079,910,"","",""
1171,"",1,"","",32,19100080,910,"","",""
1172,"",1,"","",32,19100081,910,"","",""
110511,"",1050,"","",2,19100082,910,"",-125,2.92232277526395
1172,"",1050,"","",33,19100083,910,"",-125,2.92232277526395
110411,"",1050,"","",2,19100084,910,"",-180,4.14781297134238
1171,"",1050,"","",33,19100085,910,"",-180,4.14781297134238
2.5,"",0,"","",93,19100086,910,"","",""
107911,0.1,10_tamaki_walk_in,0.1,"",3,19100087,910,1,0,10_tamaki_walk_loop
0.2,"",0,"","",93,19100088,910,"","",""
107911,"",-750,"","",2,19100089,910,"",-15,4.11764705882353
119,"",-750,"","",33,19100090,910,"",-15,4.11764705882353
19100089,"","","","",91,19100091,910,"","",""
1,1.75,122911,0,11_mimi_float_loop,1,19110001,911,-180,22,-1175
2,1.75,1,0,11_petitGryphon_float,5,19110002,911,-180,23,-1175
1,1.75,122811,0,11_misogi_idle,1,19110003,911,-180,23,-900
2,1.75,2,0,cmn_boat_idle,5,19110004,911,-180,22,-900
25,1.75,25,0,11_kyouka_sad_loop,5,19110005,911,-180,22,-850
21,1.75,21,0,11_neneka_floatRing,5,19110006,911,-180,22,-850
26,1.75,26,0,11_yuni_float,5,19110007,911,-180,22,-780
14,1,122911,"","",31,19110008,911,1,-1175,-180
116,1,122811,"","",31,19110009,911,1,-900,-180
102,1,25,"","",31,19110010,911,1,-850,-180
102,1,21,"","",31,19110011,911,1,-850,-180
102,1,26,"","",31,19110012,911,1,-780,-180
se_10053800,"",se_fpc_water_random,"","",23,19110013,911,"",1,""
19110012,"",0,"","",91,19110014,911,"","",""
122911,"",175,"","",2,19110015,911,12,-180,7.94117647058824
1,"",175,"","",2,19110016,911,12,-180,7.94117647058824
122911,"",175,"","",33,19110017,911,12,-180,7.94117647058824
122811,"",425,"","",2,19110018,911,12,-180,7.79411764705882
2,"",425,"","",2,19110019,911,12,-180,7.79411764705882
122811,"",425,"","",33,19110020,911,12,-180,7.79411764705882
4,"",0,"","",93,19110021,911,"","",""
122911,0.1,11_mimi_handUp_in,0.1,"",3,19110022,911,1,0,11_mimi_handUp_loop
1,0.1,11_petitGryphon_float,"","",3,19110023,911,"",1,""
vo_fpc,"",vo_fpc_21100,"","",21,19110024,911,"","",0
122911,0,"자~아, 모두 이쪽이에요~\n엄마, 아빠한테서 떨어지지 않도록 조심해~♪",0,0.5,11,19110025,911,0,10,1
0,"","","","",91,19110026,911,"","",""
0.5,"",0,"","",93,19110027,911,"","",""
19110015,"","","","",91,19110028,911,"","",""
25,"",-140,"","",2,19110029,911,12,-180,4.17647058823529
25,"",-140,"","",33,19110030,911,12,-180,4.17647058823529
122911,0.2,11_mimi_float_in,0.1,"",3,19110031,911,1,0,11_mimi_float_loop
1,0.3,11_petitGryphon_float,"","",3,19110032,911,"",1,""
122811,0.3,11_misogi_smile,"","",3,19110033,911,"",1,""
2,0.3,cmn_boat_idle,"","",3,19110034,911,"",1,""
vo_fpc,"",vo_fpc_21101,"","",21,19110035,911,"","",0
122811,0,"핫핫하~!\n미소기 아빠가 선두에 서겠다~!\n전진, 전진~!",0,0.5,11,19110036,911,0,10,1
0,"","","","",91,19110037,911,"","",""
0.5,"",0,"","",93,19110038,911,"","",""
19110029,"","","","",91,19110039,911,"","",""
21,0.1,11_neneka_floatRing,"","",3,19110040,911,"",1,""
21,"",-460,"","",2,19110041,911,12,-180,5.16176470588235
21,"",-460,"","",33,19110042,911,12,-180,5.16176470588235
vo_fpc,"",vo_fpc_21102,"","",21,19110043,911,"","",0
25,0,"정말… 탐험 놀이에\n소꿉놀이라니\n억지로 섞지 않아도 되는데…",0,0.5,11,19110044,911,0,10,1
0,"","","","",91,19110045,911,"","",""
0.5,"",0,"","",93,19110046,911,"","",""
19110041,"","","","",91,19110047,911,"","",""
25,0.1,11_kyouka_turn_in,0.1,"",3,19110048,911,1,0,11_kyouka_turn_loop
0.5,"",0,"","",93,19110049,911,"","",""
21,0.1,11_neneka_notice_in,0.1,"",3,19110050,911,1,0,11_neneka_notice_loop
vo_fpc,"",vo_fpc_21103,"","",21,19110051,911,"","",0
25,0,"뭘 하면 좋을지\n곤란하지요?",0,0.5,11,19110052,911,0,10,1
0,"","","","",91,19110053,911,"","",""
0.5,"",0,"","",93,19110054,911,"","",""
21,0.1,11_neneka_talk_loop,"","",3,19110055,911,"",1,""
vo_fpc,"",vo_fpc_21104,"","",21,19110056,911,"","",0
21,20,"네…",-10,0.5,11,19110057,911,0,10,1
0,"","","","",91,19110058,911,"","",""
0.5,"",0,"","",93,19110059,911,"","",""
21,0.1,11_neneka_think_loop,"","",3,19110060,911,"",1,""
vo_fpc,"",vo_fpc_21105,"","",21,19110061,911,"","",0
21,50,"(이건…\n완전히 같은 세대라고 생각하고 있네요)",-10,0.5,11,19110062,911,0,10,1
0,"","","","",91,19110063,911,"","",""
0.5,"",0,"","",93,19110064,911,"","",""
vo_fpc,"",vo_fpc_21106,"","",21,19110065,911,"","",0
21,50,"(변신했을 때 어린이 흉내를\n낼 때도 있으니\n차라리 연기하며\n말을 맞출까…?)",-10,0.5,11,19110066,911,0,10,1
0,"","","","",91,19110067,911,"","",""
0.5,"",0,"","",93,19110068,911,"","",""
vo_fpc,"",vo_fpc_21107,"","",21,19110069,911,"","",0
21,50,"(아니, 하지만 목적도 없이\n어린이 흉내라니…\n차라리 지금이라도 변신해서…\n아니, 목적도 없이 변신하는 것도 뭐랄까…)",-10,0.5,11,19110070,911,0,10,1
0,"","","","",91,19110071,911,"","",""
0.5,"",0,"","",93,19110072,911,"","",""
122811,0.3,11_misogi_turn_in,0.1,"",3,19110073,911,1,0,11_misogi_turn_loop
2,0.3,cmn_boat_idle,"","",3,19110074,911,"",1,""
vo_fpc,"",vo_fpc_21108,"","",21,19110075,911,"","",0
122811,0,"모두~!\n따라오고 있나~!",0,0.5,11,19110076,911,0,10,1
0,"","","","",91,19110077,911,"","",""
0.5,"",0,"","",93,19110078,911,"","",""
122911,0.3,11_mimi_handUp_in,0.1,"",3,19110079,911,1,0,11_mimi_handUp_loop
1,0.3,11_petitGryphon_float,"","",3,19110080,911,"",1,""
vo_fpc,"",vo_fpc_21109,"","",21,19110081,911,"","",0
122911,0,"자자, 가요~♪",0,0.5,11,19110082,911,0,10,1
0,"","","","",91,19110083,911,"","",""
0.5,"",0,"","",93,19110084,911,"","",""
25,0.1,11_kyouka_sigh_in,0.1,"",3,19110085,911,1,0,11_kyouka_sigh_loop
vo_fpc,"",vo_fpc_21110,"","",21,19110086,911,"","",0
25,0,"정말, 어쩔 수 없다니까…\n같이 가요!",0,0.5,11,19110087,911,0,10,1
0,"","","","",91,19110088,911,"","",""
0.5,"",0,"","",93,19110089,911,"","",""
vo_fpc,"",vo_fpc_21111,"","",21,19110090,911,"","",0
21,50,"(지금은 최소한 말을 맞추도록\n할까요…)",-10,0.5,11,19110091,911,0,10,1
0,"","","","",91,19110092,911,"","",""
0.5,"",0,"","",93,19110093,911,"","",""
21,0.1,11_neneka_talk_loop,"","",3,19110094,911,"",1,""
vo_fpc,"",vo_fpc_21112,"","",21,19110095,911,"","",0
21,20,"네네.",-10,0.5,11,19110096,911,0,10,1
0,"","","","",91,19110097,911,"","",""
0.5,"",0,"","",93,19110098,911,"","",""
25,0.1,11_kyouka_smile_in,0.1,"",3,19110099,911,1,0,11_kyouka_smile_loop
122911,"",850,"","",2,19110100,911,"",-180,3.97058823529412
1,"",850,"","",2,19110101,911,"",-180,3.97058823529412
122911,"",850,"","",33,19110102,911,"",-180,3.97058823529412
0.1,"",1,"","",93,19110103,911,"","",""
122811,"",900,"","",2,19110104,911,"",-180,2.5
2,"",900,"","",2,19110105,911,"",-180,2.5
122811,"",900,"","",33,19110106,911,"",-180,2.5
0.3,"",1,"","",93,19110107,911,"","",""
26,"",850,"","",2,19110108,911,"",-180,9.58823529411765
26,"",850,"","",33,19110109,911,"",-180,9.58823529411765
25,"",850,"","",2,19110110,911,"",-180,5.82352941176471
25,"",850,"","",33,19110111,911,"",-180,5.82352941176471
21,"",850,"","",2,19110112,911,"",-180,7.70588235294118
21,"",850,"","",33,19110113,911,"",-180,7.70588235294118
19110108,"","","","",91,19110114,911,"","",""
1,1.75,127111,0,cmn_float,1,19120001,912,-180,22,-850
1,1.75,126911,0,cmn_float,1,19120002,912,-125,12,-850
1,1.4875,122711,0,cmn_walk_r,1,19120003,912,-15,12,750
6,1,11,"","",31,19120004,912,1,-850,-180
6,1,21,"","",31,19120005,912,1,-850,-125
se_10053800,"",se_fpc_water_random,"","",23,19120006,912,"",1,""
19120005,"",0,"","",91,19120007,912,"","",""
127111,"",-100,"","",2,19120008,912,12,-180,4.41176470588235
11,"",-100,"","",33,19120009,912,12,-180,4.41176470588235
4,"",0,"","",93,19120010,912,"","",""
126911,"",-350,"","",2,19120011,912,12,-125,3.67647058823529
21,"",-350,"","",33,19120012,912,12,-125,3.67647058823529
19120008,"","","","",91,19120013,912,"","",""
127111,0.1,cmn_float,"","",3,19120014,912,"",1,""
vo_fpc,"",vo_fpc_21200,"","",21,19120015,912,"","",0
127111,0,"앗…",0,0.5,11,19120016,912,0,10,1
0.6,"",0,"","",93,19120017,912,"","",""
122711,"",100,"","",2,19120018,912,0,-15,4.97058823529412
1.5,"",0,"","",93,19120019,912,"","",""
19120016,"","","","",91,19120020,912,"","",""
19120011,"","","","",91,19120021,912,"","",""
126911,0.1,cmn_float,"","",3,19120022,912,"",1,""
vo_fpc,"",vo_fpc_21201,"","",21,19120023,912,"","",0
126911,0,"앗…",0,0.5,11,19120024,912,0,10,1
0,"","","","",91,19120025,912,"","",""
0.5,"",0,"","",93,19120026,912,"","",""
19120018,"","","","",91,19120027,912,"","",""
122711,0.1,12_kyouka_notice,0.1,"",3,19120028,912,1,0,12_kyouka_notice_loop
vo_fpc,"",vo_fpc_21202,"","",21,19120029,912,"","",0
122711,0,"엇?\n뭐, 뭔가요?",0,0.5,11,19120030,912,0,10,1
0,"","","","",91,19120031,912,"","",""
0.5,"",0,"","",93,19120032,912,"","",""
127111,0.1,cmn_float,"","",3,19120033,912,"",1,""
vo_fpc,"",vo_fpc_21203,"","",21,19120034,912,"","",0
127111,0,"아뇨, 저기…",0,0.5,11,19120035,912,0,10,1
0,"","","","",91,19120036,912,"","",""
0.5,"",0,"","",93,19120037,912,"","",""
126911,0.1,cmn_float,"","",3,19120038,912,"",1,""
vo_fpc,"",vo_fpc_21204,"","",21,19120039,912,"","",0
126911,0,"응…",0,0.5,11,19120040,912,0,10,1
0,"","","","",91,19120041,912,"","",""
0.5,"",0,"","",93,19120042,912,"","",""
122711,0.1,12_kyouka_turn_in,0.1,"",3,19120043,912,1,0,12_kyouka_turn_loop
vo_fpc,"",vo_fpc_21205,"","",21,19120044,912,"","",0
122711,0,"뭐야?\n아무것도 없는 것 같은데…",0,0.5,11,19120045,912,0,10,1
0,"","","","",91,19120046,912,"","",""
0.5,"",0,"","",93,19120047,912,"","",""
127111,0.1,12_cmn_float_smile,"","",3,19120048,912,"",1,""
vo_fpc,"",vo_fpc_21206,"","",21,19120049,912,"","",0
127111,0,"후훗.",0,0.5,11,19120050,912,0,10,1
0,"","","","",91,19120051,912,"","",""
0.5,"",0,"","",93,19120052,912,"","",""
126911,0.1,12_cmn_float_smile,"","",3,19120053,912,"",1,""
vo_fpc,"",vo_fpc_21207,"","",21,19120054,912,"","",0
126911,0,"후후후훗…",0,0.5,11,19120055,912,0,10,1
0,"","","","",91,19120056,912,"","",""
0.5,"",0,"","",93,19120057,912,"","",""
127111,"",850,"","",2,19120058,912,"",-180,4.29864253393665
11,"",850,"","",33,19120059,912,"",-180,4.29864253393665
126911,"",850,"","",2,19120060,912,"",-125,5.42986425339367
21,"",850,"","",33,19120061,912,"",-125,5.42986425339367
1,"",0,"","",93,19120062,912,"","",""
122711,0.1,12_kyouka_scare_in,0.1,"",3,19120063,912,1,0,12_kyouka_scare_loop
vo_fpc,"",vo_fpc_21208,"","",21,19120064,912,"","",0
122711,0,"히익!\n대, 대체 뭔가요…",0,0.5,11,19120065,912,0,10,1
0,"","","","",91,19120066,912,"","",""
0.5,"",0,"","",93,19120067,912,"","",""
122711,0.1,12_kyouka_run_in,0.1,"",3,19120068,912,1,0,12_kyouka_run_loop
122711,"",-850,"","",2,19120069,912,"",-15,3.58220211161388
19120069,"","","","",91,19120070,912,"","",""
1,1.75,127011,0,13_kuka_bound,1,19130001,913,-180,22,-800
104,0,1041,"","",31,19130002,913,1,-600,-170
104,0,1042,"","",31,19130003,913,1,-240,-170
104,0,1043,"","",31,19130004,913,1,170,-170
104,0,1044,"","",31,19130005,913,1,560,-170
1003,0,1003,"","",31,19130006,913,1,-575,-85
se_10053800,"",se_fpc_water_random,"","",23,19130007,913,"",1,""
19130006,"",0,"","",91,19130008,913,"","",""
1003,"",1,"","",32,19130009,913,"","",0
2,"",0,"","",93,19130010,913,"","",""
127011,0.1,13_kuka_bound,"","",3,19130011,913,"",1,""
127011,"",800,"","",2,19130012,913,"",-180,2.35294117647059
0.236666666666667,"",0,"","",93,19130013,913,"","",""
se_10053800,"",se_10053800_913_kuka,"","",23,19130014,913,"",0,""
vo_fpc,"",vo_fpc_21300,"","",21,19130015,913,"","",0
1041,"",1,"","",32,19130016,913,"","",0
0.536666666666667,"",0,"","",93,19130017,913,"","",""
1042,"",1,"","",32,19130018,913,"","",0
0.536666666666667,"",0,"","",93,19130019,913,"","",""
vo_fpc,"",vo_fpc_21301,"","",21,19130020,913,"","",0
1043,"",1,"","",32,19130021,913,"","",0
0.536666666666667,"",0,"","",93,19130022,913,"","",""
1044,"",1,"","",32,19130023,913,"","",0
2,"",0,"","",93,19130024,913,"","",""
19130012,"","","","",91,19130025,913,"","",""
1,1.75,110611,0,14_maho_idle_loop,1,19140001,914,-185,24,-1000
2,1.75,2,0,cmn_boat_idle,5,19140002,914,-185,22,-1000
3,1.75,3,0,14_maho_idle_loop,5,19140003,914,-185,23,-1000
1,1.75,110511,0,cmn_float,1,19140004,914,-175,25,-1220
1,1.75,110411,0,14_makoto_float,1,19140005,914,-125,12,-1520
116,1,110611,"","",31,19140006,914,1,-1000,-185
8,1,41,"","",31,19140007,914,1,-1220,-175
120,0,120,"","",31,19140008,914,1,-50,-175
4,1,42,"","",31,19140009,914,1,-1520,-125
117,0,117,"","",31,19140010,914,1,-350,-125
se_10053800,"",se_fpc_water_random,"","",23,19140011,914,"",1,""
19140010,"",0,"","",91,19140012,914,"","",""
110611,"",170,"","",2,19140013,914,12,-185,8.60294117647059
2,"",170,"","",2,19140014,914,12,-185,8.60294117647059
3,"",170,"","",2,19140015,914,12,-185,8.60294117647059
110611,"",170,"","",33,19140016,914,12,-185,8.60294117647059
110511,"",-50,"","",2,19140017,914,12,-175,8.60294117647059
41,"",-50,"","",33,19140018,914,12,-175,8.60294117647059
110411,"",-350,"","",2,19140019,914,12,-125,8.60294117647059
42,"",-350,"","",33,19140020,914,12,-125,8.60294117647059
19140013,"","","","",91,19140021,914,"","",""
110611,0.3,14_maho_point_in,0.1,"",3,19140022,914,1,0,14_maho_point_loop
2,0.3,cmn_boat_idle,"","",3,19140023,914,"",1,""
3,0.3,14_maho_idle_loop,"","",3,19140024,914,"",1,""
vo_fpc,"",vo_fpc_21400,"","",21,19140025,914,"","",0
110611,0,"아서, 가웨인, 랜슬롯\n응, 모두 다 모였네.\n그럼, 갈까요.\n카오리 공, 부탁하옵니다~",0,0.5,11,19140026,914,0,10,1
0,"","","","",91,19140027,914,"","",""
0.5,"",0,"","",93,19140028,914,"","",""
110511,0.1,14_kaori_handUp_in,0.1,"",3,19140029,914,1,0,14_kaori_handUp_loop
vo_fpc,"",vo_fpc_21401,"","",21,19140030,914,"","",0
110511,0,"맡겨 줘~!\n출발, 전진~!",0,0.5,11,19140031,914,0,10,1
0,"","","","",91,19140032,914,"","",""
0.5,"",0,"","",93,19140033,914,"","",""
110411,0.1,14_makoto_pazzled,"","",3,19140034,914,"",1,""
vo_fpc,"",vo_fpc_21402,"","",21,19140035,914,"","",0
110411,0,"아니, 잠깐 기다려.\n그렇게 힘껏 밀면\n이 녀석들이 물에 빠져서 젖고 말잖아?",0,0.5,11,19140036,914,0,10,1
0,"","","","",91,19140037,914,"","",""
0.5,"",0,"","",93,19140038,914,"","",""
110611,0.3,14_maho_smile_in,0.1,"",3,19140039,914,1,0,14_maho_smile_loop
2,0.3,cmn_boat_idle,"","",3,19140040,914,"",1,""
3,0.3,14_maho_idle_loop,"","",3,19140041,914,"",1,""
vo_fpc,"",vo_fpc_21403,"","",21,19140042,914,"","",0
110611,0,"후훗, 이 아이들은 전에 같이 바다에\n갔던 아이들이라 물에는 강하옵니다.\n그래도 빠지면 불쌍하오니\n안전 운전을 부탁해도 되겠사옵니까♪",0,0.5,11,19140043,914,0,10,1
0,"","","","",91,19140044,914,"","",""
0.5,"",0,"","",93,19140045,914,"","",""
vo_fpc,"",vo_fpc_21404,"","",21,19140046,914,"","",0
110511,0,"알고 있어~!\n류큐견 젤리 안전 영법으로 갈게~!",0,0.5,11,19140047,914,0,10,1
0,"","","","",91,19140048,914,"","",""
0.5,"",0,"","",93,19140049,914,"","",""
110511,0.1,14_kaori_flutterKick_in,0.1,"",3,19140050,914,1,0,14_kaori_flutterKick_loop
0.3,"",0,"","",93,19140051,914,"","",""
110611,"",1270,"","",2,19140052,914,"",-185,6.47058823529412
2,"",1270,"","",2,19140053,914,"",-185,6.47058823529412
3,"",1270,"","",2,19140054,914,"",-185,6.47058823529412
110611,"",1270,"","",33,19140055,914,"",-185,6.47058823529412
41,"",0,"","",32,19140056,914,"","",""
120,"",1,"","",32,19140057,914,"","",""
110511,"",1050,"","",2,19140058,914,"",-175,6.47058823529412
120,"",1050,"","",33,19140059,914,"",-175,6.47058823529412
1,"",0,"","",93,19140060,914,"","",""
vo_fpc,"",vo_fpc_21405,"","",21,19140061,914,"","",0
110411,0,"어쩐지 걱정스럽다니까…\n어쩔 수 없네, 나도 따라가야지.\n어~이, 기다리라니까!",0,0.5,11,19140062,914,0,10,1
0,"","","","",91,19140063,914,"","",""
0.5,"",0,"","",93,19140064,914,"","",""
110411,0.1,14_makoto_dogscratch_in,0.1,"",3,19140065,914,1,0,cmn_swm_dogscratch
0.3,"",0,"","",93,19140066,914,"","",""
42,"",0,"","",32,19140067,914,"","",""
117,"",1,"","",32,19140068,914,"","",""
110411,"",1050,"","",2,19140069,914,"",-125,3.72637742879957
117,"",1050,"","",33,19140070,914,"",-125,3.72637742879957
19140069,"","","","",91,19140071,914,"","",s
1,1.75,110311,0,15_saren_idle,1,19150001,915,-180,23,-950
2,1.75,2,0,cmn_boat_idle,5,19150002,915,-180,22,-950
1,1.75,107711,0,15_suzume_walk_loop,1,19150003,915,-15,12,-750
101,1,110311,"","",31,19150004,915,1,-950,-180
109,0,109,"","",31,19150005,915,1,210,30
4,0,4,"","",31,19150006,915,1,330,-125
se_10053800,"",se_fpc_water_random,"","",23,19150007,915,"",1,""
107711,"",49,"","",13,19150008,915,"","",""
0,"",0,"","",91,19150009,915,"","",""
107711,"",0,"","",2,19150010,915,"",-15,5.51470588235294
19150010,"","","","",91,19150011,915,"","",""
107711,0.1,15_suzume_talk_in,0.1,"",3,19150012,915,1,0,15_suzume_talk_loop
vo_fpc,"",vo_fpc_21500,"","",21,19150013,915,"","",0
