command_type,param_04,param_01,param_03,param_02,drama_id,param_05,param_08,param_06,command_id,param_07
6,1,118511,1,1,92101,0,"",0,1921010059,0
91,"",0,"","",92101,"","","",1921010060,""
1,0,1,62,105811,92102,-34,empty,1,1921020001,0
1,0,1,66,105911,92102,-34,empty,1,1921020002,0
1,0,1,64,106011,92102,-34,empty,1,1921020003,0
1,0,1,64,106411,92102,-34,empty,1,1921020004,0
1,0,1,52,118511,92102,-34,empty,1,1921020005,0
5,0,900000,54,900000,92102,-34,empty,1,1921020006,0
6,1,105811,1,1,92102,1,"",0,1921020007,0
6,1,105911,1,1,92102,1,"",0,1921020008,0
6,1,106011,1,1,92102,1,"",0,1921020009,0
6,1,106411,1,1,92102,1,"",0,1921020010,0
6,1,118511,1,1,92102,1,"",0,1921020011,0
2,0,105811,-34,0,92102,1,"",0,1921020012,0
2,0,105911,-34,0,92102,1,"",0,1921020013,0
2,0,106011,-34,0,92102,1,"",0,1921020014,0
2,0,106411,-34,0,92102,1,"",0,1921020015,0
31,0,921001,-250,921001,92102,1,"",1,1921020016,""
31,0,900002,0,900002,92102,1,"",0,1921020017,""
31,0,900003,0,900003,92102,1,"",0,1921020018,""
31,0,900006,0,900006,92102,1,"",0,1921020019,""
31,0,900008,0,900008,92102,1,"",0,1921020020,""
91,"",0,"",0,92102,"","","",1921020021,""
3,"",105811,1,treasure_peko,92102,"","",0,1921020022,""
3,"",105911,1,treasure_kokkoro,92102,"","",0,1921020023,""
3,"",106011,1,treasure_kyaru,92102,"","",0,1921020024,""
3,"",106411,1,treasure_shefy,92102,"","",0,1921020025,""
3,"",118511,0,treasure_karin_normal,92102,"","",0,1921020026,""
3,"",900000,0,treasure_karin_normal,92102,"","",0,1921020027,""
32,"",900006,"",1,92102,"","","",1921020028,""
32,"",900008,"",1,92102,"","","",1921020029,""
93,"",0.4,"",0,92102,"","","",1921020030,""
140,"",7,0,0,92102,"","","",1921020031,""
93,"",3.9,"",0,92102,"","","",1921020032,""
101,"",1921020035,"","",92102,"","","",1921020033,""
32,"",900006,"",0,92102,"","","",1921020034,""
113,1,2,1,"",92102,0,"",0.1,1921020035,0
93,"",0.2,"",0,92102,"","","",1921020036,""
32,"",900003,"",1,92102,"","","",1921020037,""
93,"",0.2,"",0,92102,"","","",1921020038,""
32,"",921001,"",0,92102,"","","",1921020039,""
32,"",900006,"",0,92102,"","","",1921020040,""
6,1,105811,1,1,92102,0,"",0,1921020041,0
6,1,105911,1,1,92102,0,"",0,1921020042,0
6,1,106011,1,1,92102,0,"",0,1921020043,0
6,1,106411,1,1,92102,0,"",0,1921020044,0
6,1,118511,1,1,92102,0,"",0,1921020045,0
6,1,900000,1,1,92102,0,"",0,1921020046,0
93,"",0.1,"",0,92102,"","","",1921020047,""
1,0,1,62,105811,92103,-34,empty,1,1921030001,0
1,0,1,66,105911,92103,-34,empty,1,1921030002,0
1,0,1,64,106011,92103,-34,empty,1,1921030003,0
1,0,1,64,106411,92103,-34,empty,1,1921030004,0
1,0,1,52,118511,92103,-34,empty,1,1921030005,0
5,0,900000,54,900000,92103,-34,empty,1,1921030006,0
6,1,105811,1,1,92103,1,"",0,1921030007,0
6,1,105911,1,1,92103,1,"",0,1921030008,0
6,1,106011,1,1,92103,1,"",0,1921030009,0
6,1,106411,1,1,92103,1,"",0,1921030010,0
6,1,118511,1,1,92103,1,"",0,1921030011,0
2,0,105811,-34,0,92103,1,"",0,1921030012,0
2,0,105911,-34,0,92103,1,"",0,1921030013,0
2,0,106011,-34,0,92103,1,"",0,1921030014,0
2,0,106411,-34,0,92103,1,"",0,1921030015,0
31,0,921001,-250,921001,92103,1,"",1,1921030016,""
31,0,900002,0,900002,92103,1,"",0,1921030017,""
31,0,900003,0,900003,92103,1,"",0,1921030018,""
31,0,900007,0,900007,92103,1,"",0,1921030019,""
31,0,900008,0,900008,92103,1,"",0,1921030020,""
91,"",0,"",0,92103,"","","",1921030021,""
3,"",105811,1,treasure_peko,92103,"","",0,1921030022,""
3,"",105911,1,treasure_kokkoro,92103,"","",0,1921030023,""
3,"",106011,1,treasure_kyaru,92103,"","",0,1921030024,""
3,"",106411,1,treasure_shefy,92103,"","",0,1921030025,""
3,"",118511,0,treasure_karin_rare,92103,"","",0,1921030026,""
3,"",900000,0,treasure_karin_rare,92103,"","",0,1921030027,""
32,"",900007,"",1,92103,"","","",1921030028,""
32,"",900008,"",1,92103,"","","",1921030029,""
93,"",0.4,"",0,92103,"","","",1921030030,""
140,"",7,0,0,92103,"","","",1921030031,""
93,"",2.2,"",0,92103,"","","",1921030032,""
21,0,vo_caravan,0,vo_caravan_118501_appraise_001,92103,"","","",1921030033,""
93,"",2.7,"",0,92103,"","","",1921030034,""
101,"",1921030037,"","",92103,"","","",1921030035,""
32,"",900007,"",0,92103,"","","",1921030036,""
113,1,2,1,"",92103,0,"",0.1,1921030037,0
93,"",0.2,"",0,92103,"","","",1921030038,""
32,"",900003,"",1,92103,"","","",1921030039,""
93,"",0.2,"",0,92103,"","","",1921030040,""
32,"",921001,"",0,92103,"","","",1921030041,""
32,"",900007,"",0,92103,"","","",1921030042,""
32,"",900008,"",0,92103,"","","",1921030043,""
6,1,105811,1,1,92103,0,"",0,1921030044,0
6,1,105911,1,1,92103,0,"",0,1921030045,0
6,1,106011,1,1,92103,0,"",0,1921030046,0
6,1,106411,1,1,92103,0,"",0,1921030047,0
6,1,118511,1,1,92103,0,"",0,1921030048,0
6,1,900000,1,1,92103,0,"",0,1921030049,0
93,"",0.1,"",0,92103,"","","",1921030050,""
1,0,1,62,105811,92201,-34,empty,1,1922010001,0
1,0,1,66,105911,92201,-34,empty,1,1922010002,0
1,0,1,64,106011,92201,-34,empty,1,1922010003,0
1,0,1,65,106411,92201,-34,empty,1,1922010004,0
5,-1085,100,58,100,92201,-266,idle,0.4,1922010005,1
5,-1085,110,56,110,92201,-266,idle,0.4,1922010006,1
1,0,1,52,118511,92201,-34,empty,1,1922010007,0
5,-800,14,62,11,92201,-300,empty,0.64,1922010008,0
5,-1120,15,64,12,92201,-300,empty,0.64,1922010009,0
5,-970,16,66,13,92201,-320,empty,0.64,1922010010,0
5,-1120,200,58,200,92201,-250,empty,0.75,1922010011,1
31,0,921000,-300,0,92201,1,"",0,1922010012,""
31,0,900001,0,10,92201,1,"",0,1922010013,""
31,0,900002,0,11,92201,1,"",0,1922010014,""
31,-266,900004,-1085,12,92201,1,"",0,1922010015,""
31,0,900005,0,13,92201,1,"",0,1922010016,""
31,0,900011,-600,18,92201,1,"",0,1922010017,""
31,-34,900009,0,17,92201,1,"",0,1922010018,""
31,0,912001,0,912001,92201,1,"",0,1922010019,""
91,"",0,"",0,92201,"","","",1922010020,""
32,"",10,"",1,92201,"","","",1922010021,""
93,"",0.7,"",0,92201,"","","",1922010022,""
32,"",0,"",1,92201,"","","",1922010023,""
32,"",17,"",1,92201,"","","",1922010024,""
3,"",118511,1,checkpoint_karin_idle,92201,"","",0,1922010025,""
26,"",0.5,"","",92201,"","","",1922010026,""
23,"",se_caravan,0,se_caravan_goal_amb_niflhel,92201,"","","",1922010027,""
23,"",se_caravan,0,se_caravan_goal_onigiri,92201,"","","",1922010028,""
93,"",0.5,"",0,92201,"","","",1922010029,""
3,idle,100,0,run_checkpoint,92201,1,"",0,1922010030,0
3,idle,110,0,run_checkpoint,92201,1,"",0,1922010031,0
32,"",12,"",1,92201,"","","",1922010032,""
2,2.5,100,-276,67,92201,11,"","",1922010033,""
2,2.5,110,-276,67,92201,11,"","",1922010034,""
33,2.5,12,-276,67,92201,11,"","",1922010035,""
93,"",2,"",0,92201,"","","",1922010036,""
23,"",se_caravan,0,se_caravan_goal_chara_appear,92201,"","","",1922010037,""
3,checkpoint_peko_loop,105811,0,checkpoint_peko_in,92201,1,"",0,1922010038,0
3,checkpoint_kokkoro_loop,105911,0,checkpoint_kokkoro_in,92201,1,"",0,1922010039,0
3,checkpoint_kyaru_loop,106011,0,checkpoint_kyaru_in,92201,1,"",0,1922010040,0
3,checkpoint_shefy_loop,106411,0,checkpoint_shefy_in,92201,1,"",0,1922010041,0
140,"",6,0,0,92201,"","","",1922010042,""
93,"",1.6,"",0,92201,"","","",1922010043,""
23,"",se_caravan,0,se_caravan_goal_arrival_niflhel,92201,"","","",1922010044,""
32,"",13,"",1,92201,"","","",1922010045,""
3,"",118511,1,checkpoint_karin_clap,92201,"","",0.2,1922010046,""
93,"",2.6,"",0,92201,"","","",1922010047,""
33,1,11,0,-600,92201,3,"","",1922010048,""
121,1,600,1,0,92201,1,"",3,1922010049,""
23,"",se_caravan,0,se_caravan_goal_bandy_appear,92201,"","","",1922010050,""
3,"",11,0,run_gakkari,92201,"","","",1922010051,""
3,"",12,0,run_gakkari,92201,"","","",1922010052,""
3,"",13,0,run_gakkari,92201,"","","",1922010053,""
3,idle,200,0,run_gakkari,92201,1,"","",1922010054,0.1
32,"",912001,"",1,92201,"","","",1922010055,""
93,"",0.4,"",0,92201,"","","",1922010056,""
3,"",105811,1,checkpoint_peko_loop_r,92201,"","",0.1,1922010057,""
3,"",105911,1,checkpoint_kokkoro_loop_r,92201,"","",0.1,1922010058,""
3,"",106011,1,checkpoint_kyaru_loop_r,92201,"","",0.1,1922010059,""
3,"",106411,1,checkpoint_shefy_loop_r,92201,"","",0.1,1922010060,""
140,"",61,0,0,92201,"","","",1922010061,""
93,"",0.1,"",0,92201,"","","",1922010062,""
32,"",18,"",1,92201,"","","",1922010063,""
93,"",3.7,"",0,92201,"","","",1922010064,""
101,"",1922010066,"","",92201,"","","",1922010065,""
25,"",bgm_MC211,"",bgm_MC211,92201,"","","",1922010066,""
32,"",12,"",0,92201,"","","",1922010067,""
32,"",912001,"",0,92201,"","","",1922010068,""
113,"",1,"","",92201,"","","",1922010069,""
93,"",0.3,"",0,92201,"","","",1922010070,""
32,"",11,"",1,92201,"","","",1922010071,""
93,"",0.4,"",0,92201,"","","",1922010072,""
32,"",0,"",0,92201,"","","",1922010073,""
32,"",13,"",0,92201,"","","",1922010074,""
32,"",18,"",0,92201,"","","",1922010075,""
32,"",17,"",0,92201,"","","",1922010076,""
6,1,105811,1,1,92201,0,"",0,1922010077,0
6,1,105911,1,1,92201,0,"",0,1922010078,0
6,1,106011,1,1,92201,0,"",0,1922010079,0
6,1,106411,1,1,92201,0,"",0,1922010080,0
6,1,100,1,1,92201,0,"",0,1922010081,0
6,1,110,1,1,92201,0,"",0,1922010082,0
6,1,118511,1,1,92201,0,"",0,1922010083,0
6,1,11,1,1,92201,0,"",0,1922010084,0
6,1,12,1,1,92201,0,"",0,1922010085,0
6,1,13,1,1,92201,0,"",0,1922010086,0
6,1,200,1,1,92201,0,"",0,1922010087,0
121,1,0,1,0,92201,0,"",3,1922010088,""
33,0,11,0,0,92201,0,"","",1922010089,""
91,"",0,"","",92201,"","","",1922010090,""
1,-1250,1,62,105811,92301,-50,empty,1,1923010001,0
1,-1390,1,66,105911,92301,-70,empty,1,1923010002,0
1,-1520,1,64,106011,92301,-50,empty,1,1923010003,0
1,-1660,1,64,106411,92301,-70,empty,1,1923010004,0
5,-1085,100,58,100,92301,-266,idle,0.4,1923010005,1
5,-1085,110,56,110,92301,-266,idle,0.4,1923010006,1
5,285,14,64,11,92301,-330,empty,0.64,1923010007,0
5,570,15,66,12,92301,-330,empty,0.64,1923010008,0
5,425,16,62,13,92301,-300,empty,0.64,1923010009,0
5,570,200,58,200,92301,-250,empty,0.75,1923010010,0
31,0,921000,-300,0,92301,1,"",0,1923010011,""
31,0,900001,0,10,92301,1,"",0,1923010012,""
31,0,900002,0,11,92301,1,"",0,1923010013,""
31,0,912000,430,912000,92301,1,"",0,1923010014,""
31,-50,912002,-1250,20021,92301,1,"",0,1923010015,""
31,-70,912002,-1390,20022,92301,1,"",0,1923010016,""
31,-50,912002,-1520,20023,92301,1,"",0,1923010017,""
31,-70,912002,-1660,20024,92301,1,"",0,1923010018,""
31,0,900012,0,19,92301,1,"",0,1923010019,""
91,"",0,"",0,92301,"","","",1923010020,""
32,"",10,"",1,92301,"","","",1923010021,""
93,"",0.7,"",0,92301,"","","",1923010022,""
32,"",0,"",1,92301,"","","",1923010023,""
3,"",11,1,doya_wait,92301,"","","",1923010024,""
3,"",12,1,doya_wait,92301,"","","",1923010025,""
3,"",13,1,doya_wait,92301,"","","",1923010026,""
3,"",200,1,idle,92301,"","","",1923010027,""
32,"",912000,"",1,92301,"","","",1923010028,""
26,"",0.5,"","",92301,"","","",1923010029,""
23,"",se_caravan,0,se_caravan_goal_amb_niflhel,92301,"","","",1923010030,""
23,"",se_caravan,0,se_caravan_goal_onigiri_bishoku_appear,92301,"","","",1923010031,""
3,"",105811,1,run,92301,"","","",1923010032,""
3,"",105911,1,run,92301,"","","",1923010033,""
3,"",106011,1,run,92301,"","","",1923010034,""
3,"",106411,1,run,92301,"","","",1923010035,""
3,idle,100,0,run_checkpoint,92301,1,"",0,1923010036,0
3,idle,110,0,run_checkpoint,92301,1,"",0,1923010037,0
2,2.5,105811,-50,-150,92301,11,"","",1923010038,""
2,2.5,105911,-70,-290,92301,11,"","",1923010039,""
2,2.5,106011,-50,-420,92301,11,"","",1923010040,""
2,2.5,106411,-70,-560,92301,11,"","",1923010041,""
32,"",20021,"",1,92301,"","","",1923010042,""
32,"",20022,"",1,92301,"","","",1923010043,""
32,"",20023,"",1,92301,"","","",1923010044,""
32,"",20024,"",1,92301,"","","",1923010045,""
33,2.5,20021,-50,-150,92301,11,"","",1923010046,""
33,2.5,20022,-70,-290,92301,11,"","",1923010047,""
33,2.5,20023,-50,-420,92301,11,"","",1923010048,""
33,2.5,20024,-70,-560,92301,11,"","",1923010049,""
2,2.5,100,-276,-100,92301,11,"","",1923010050,""
2,2.5,110,-276,-100,92301,11,"","",1923010051,""
93,"",2.1,"",0,92301,"","","",1923010052,""
140,"",62,0,0,92301,"","","",1923010053,""
32,"",19,"",1,92301,"","","",1923010054,""
93,"",0.4,"",0,92301,"","","",1923010055,""
3,"",105811,0,gakkari,92301,"","",0.3,1923010056,""
3,"",105911,0,gakkari,92301,"","",0.3,1923010057,""
3,"",106011,0,gakkari,92301,"","",0.3,1923010058,""
3,"",106411,0,gakkari,92301,"","",0.3,1923010059,""
93,"",0.9,"",0,92301,"","","",1923010060,""
3,doya_loop,11,0,doya_loop_in,92301,1,"",0.1,1923010061,""
3,doya_loop,12,0,doya_loop_in,92301,1,"",0.1,1923010062,""
3,doya_loop,13,0,doya_loop_in,92301,1,"",0.1,1923010063,""
93,"",2.9,"",0,92301,"","","",1923010064,""
101,"",1923010066,"","",92301,"","","",1923010065,""
25,"",bgm_MC211,"",bgm_MC211,92301,"","","",1923010066,""
32,"",20021,"",0,92301,"","","",1923010067,""
32,"",20022,"",0,92301,"","","",1923010068,""
32,"",20023,"",0,92301,"","","",1923010069,""
32,"",20024,"",0,92301,"","","",1923010070,""
113,"",1,"","",92301,"","","",1923010071,""
93,"",0.3,"",0,92301,"","","",1923010072,""
32,"",11,"",1,92301,"","","",1923010073,""
93,"",0.4,"",0,92301,"","","",1923010074,""
32,"",19,"",0,92301,"","","",1923010075,""
32,"",0,"",0,92301,"","","",1923010076,""
32,"",912000,"",0,92301,"","","",1923010077,""
6,1,105811,1,1,92301,0,"",0,1923010078,0
6,1,105911,1,1,92301,0,"",0,1923010079,0
6,1,106011,1,1,92301,0,"",0,1923010080,0
6,1,106411,1,1,92301,0,"",0,1923010081,0
6,1,100,1,1,92301,0,"",0,1923010082,0
6,1,110,1,1,92301,0,"",0,1923010083,0
6,1,11,1,1,92301,0,"",0,1923010084,0
6,1,12,1,1,92301,0,"",0,1923010085,0
6,1,13,1,1,92301,0,"",0,1923010086,0
6,1,200,1,1,92301,0,"",0,1923010087,0
91,"",0,"","",92301,"","","",1923010088,""
1,0,1,62,105811,92401,-34,empty,1,1924010001,0
1,0,1,66,105911,92401,-34,empty,1,1924010002,0
1,0,1,64,106011,92401,-34,empty,1,1924010003,0
1,0,1,65,106411,92401,-34,empty,1,1924010004,0
1,0,1,52,118511,92401,-34,empty,1,1924010005,0
5,-1085,100,58,100,92401,-266,idle,0.4,1924010006,1
5,-1085,110,56,110,92401,-266,idle,0.4,1924010007,1
31,0,904000,0,40,92401,1,"",0,1924010008,""
31,0,904001,0,41,92401,1,"",0,1924010009,""
31,0,904002,0,42,92401,1,"",0,1924010010,""
31,0,921000,-300,0,92401,1,"",0,1924010011,""
31,0,900002,0,1,92401,1,"",0,1924010012,""
31,0,900002,0,2,92401,1,"",0,1924010013,""
31,0,900002,0,3,92401,1,"",0,1924010014,""
31,-266,900004,-1085,4,92401,1,"",0,1924010015,""
31,0,900005,0,5,92401,1,"",0,1924010016,""
31,-34,900009,0,9,92401,1,"",0,1924010017,""
91,"",0,"",0,92401,"","","",1924010018,""
32,"",1,"",1,92401,"","","",1924010019,""
93,"",0.4,"",0,92401,"","","",1924010020,""
32,"",40,"",1,92401,"","","",1924010021,""
32,"",41,"",1,92401,"","","",1924010022,""
32,"",42,"",1,92401,"","","",1924010023,""
23,"",se_caravan,0,se_caravan_section_skip,92401,"","","",1924010024,""
21,"",vo_caravan,0,vo_caravan_onigiriskip,92401,"","","",1924010025,""
2,0,100,-266,240,92401,11,"","",1924010026,""
2,0,110,-266,240,92401,11,"","",1924010027,""
3,"",100,1,skip,92401,"","","",1924010028,""
3,"",110,1,skip,92401,"","","",1924010029,""
93,"",2.2,"",0,92401,"","","",1924010030,""
32,"",2,"",1,92401,"","","",1924010031,""
93,"",0.4,"",0,92401,"","","",1924010032,""
32,"",40,"",0,92401,"","","",1924010033,""
32,"",41,"",0,92401,"","","",1924010034,""
32,"",42,"",0,92401,"","","",1924010035,""
2,0,100,-266,-1085,92401,11,"","",1924010036,""
2,0,110,-266,-1085,92401,11,"","",1924010037,""
32,"",0,"",1,92401,"","","",1924010038,""
32,"",9,"",1,92401,"","","",1924010039,""
3,"",118511,1,checkpoint_karin_idle,92401,"","",0,1924010040,""
26,"",0.5,"","",92401,"","","",1924010041,""
23,"",se_caravan,0,se_caravan_goal_amb_niflhel,92401,"","","",1924010042,""
93,"",0.9,"",0,92401,"","","",1924010043,""
23,"",se_caravan,0,se_caravan_goal_onigiri,92401,"","","",1924010044,""
93,"",0.5,"",0,92401,"","","",1924010045,""
3,idle,100,0,run_checkpoint,92401,1,"",0,1924010046,0
3,idle,110,0,run_checkpoint,92401,1,"",0,1924010047,0
32,"",4,"",1,92401,"","","",1924010048,""
2,2.5,100,-276,67,92401,11,"","",1924010049,""
2,2.5,110,-276,67,92401,11,"","",1924010050,""
33,2.5,4,-276,67,92401,11,"","",1924010051,""
93,"",2,"",0,92401,"","","",1924010052,""
23,"",se_caravan,0,se_caravan_goal_chara_appear,92401,"","","",1924010053,""
3,checkpoint_peko_loop,105811,0,checkpoint_peko_in,92401,1,"",0,1924010054,0
3,checkpoint_kokkoro_loop,105911,0,checkpoint_kokkoro_in,92401,1,"",0,1924010055,0
3,checkpoint_kyaru_loop,106011,0,checkpoint_kyaru_in,92401,1,"",0,1924010056,0
3,checkpoint_shefy_loop,106411,0,checkpoint_shefy_in,92401,1,"",0,1924010057,0
140,"",6,0,0,92401,"","","",1924010058,""
93,"",1.6,"",0,92401,"","","",1924010059,""
23,"",se_caravan,0,se_caravan_goal_arrival_niflhel,92401,"","","",1924010060,""
32,"",5,"",1,92401,"","","",1924010061,""
3,"",118511,1,checkpoint_karin_clap,92401,"","",0.2,1924010062,""
93,"",3,"",0,92401,"","","",1924010063,""
101,"",1924010065,"","",92401,"","","",1924010064,""
25,"",bgm_MC211,"",bgm_MC211,92401,"","","",1924010065,""
32,"",4,"",0,92401,"","","",1924010066,""
113,"",1,"","",92401,"","","",1924010067,""
93,"",0.3,"",0,92401,"","","",1924010068,""
32,"",3,"",1,92401,"","","",1924010069,""
93,"",0.4,"",0,92401,"","","",1924010070,""
6,1,100,1,1,92401,0,"",0,1924010071,0
6,1,110,1,1,92401,0,"",0,1924010072,0
32,"",0,"",0,92401,"","","",1924010073,""
32,"",5,"",0,92401,"","","",1924010074,""
32,"",9,"",0,92401,"","","",1924010075,""
6,1,105811,1,1,92401,0,"",0,1924010076,0
6,1,105911,1,1,92401,0,"",0,1924010077,0
6,1,106011,1,1,92401,0,"",0,1924010078,0
6,1,106411,1,1,92401,0,"",0,1924010079,0
6,1,118511,1,1,92401,0,"",0,1924010080,0
91,"",0,"","",92401,"","","",1924010081,""
