drama_id,param_08,param_07,param_04,command_type,param_01,param_05,param_03,param_02,command_id,param_06
30062,"","",0,2,300614,0,-105,-605,1300620003,""
30062,"",0,1,6,300614,1,1,1,1300620004,0
30062,"","",-60,31,300602,1,370,300503,1300620005,1
30062,"","","",91,0,"","","",1300620006,""
30062,"","","",23,se_travel_top,"",0,se_travel_top_disguise_foot1,1300620007,""
30062,"","","",3,1000001,"",1,travel_topdrama_r_3005_walk,1300620008,0
30062,"","",3,2,1000001,0,-95,-180,1300620009,""
30062,"","","",3,300614,"",1,walk,1300620010,0.2
30062,"","",3,2,300614,0,-95,-180,1300620011,""
30062,"","","",91,1300620009,"","","",1300620012,""
30062,"","","",23,se_travel_top,"",0,se_travel_top_disguise_notice,1300620013,""
30062,0,120,0,12,300613,0,0,10,1300620014,-20
30062,"","","",3,1000001,"",0,travel_topdrama_r_3005_suprise,1300620015,0
30062,"","","",3,300614,"",0,suprise,1300620016,0.2
30062,"","","",91,0,"","",0,1300620017,""
30062,"","","",23,se_travel_top,"",0,se_travel_top_disguise_foot2,1300620018,""
30062,"","","",23,se_travel_top,"",0,se_travel_top_disguise_sweat,1300620019,""
30062,"","","",3,1000001,"",1,travel_topdrama_r_3005_run,1300620020,0
30062,"","",2,2,1000001,0,-95,230,1300620021,""
30062,"","","",3,300614,"",1,run,1300620022,0.2
30062,"","",2,2,300614,0,-105,230,1300620023,""
30062,"","",-95,31,300600,0.5,-180,300600,1300620024,1
30062,"","",2,33,300600,0,-95,230,1300620025,""
30062,"","",25,31,300601,0.5,-230,300601,1300620026,1
30062,"","",2,33,300601,0,25,180,1300620027,""
30062,"","",1,121,-300,3,1,0,1300620028,easeInOutCubic
30062,"","","",93,0.5,"","",0,1300620029,""
30062,"","","",4,300613,"","",1,1300620030,""
30062,"","","",93,1,"","",0,1300620031,""
30062,"","","",23,se_travel_top,"",0,se_travel_top_disguise_question,1300620032,""
30062,"",0.1,idle,3,300613,1,0,question,1300620033,0.2
30062,0,130,0,12,300613,0,0,5,1300620034,20
30062,"","","",93,0.5,"","",0,1300620035,""
30062,"","","",32,300600,"","",0,1300620036,""
30062,"","","",32,300601,"","",0,1300620037,""
30062,"","","",23,se_travel_top,"",0,se_travel_top_disguise_jump,1300620038,""
30062,"","","",3,1000001,"",0,travel_topdrama_r_3005_jump,1300620039,0
30062,"","","",3,300614,"",0,jump,1300620040,0.2
30062,0,20,0,12,1000001,0,0.01,7,1300620041,0
30062,"","","",93,1,"","",0,1300620042,""
30062,"","","",111,"","","","",1300620043,""
30062,"","","",91,0,"","","",1300620044,""
30071,travel_topdrama_r_3007_idle_A,0,-70,1,1,-50,50,1000001,1300710001,0.8
30071,travel_topdrama_r_3007_idle_B,1,85,1,1,-50,51,1000002,1300710002,0.8
30071,travel_topdrama_r_3007_idle_C,0,-135,1,1,-75,52,1000003,1300710003,0.8
30071,travel_topdrama_r_3007_idle_D,1,140,1,1,-75,53,1000004,1300710004,0.8
30071,travel_topdrama_r_3007_idleF,0,0,5,15,-50,60,300715,1300710005,1
30071,travel_topdrama_r_3007_idleB,0,0,5,15,-50,54,300716,1300710006,1
30071,"","",-57,31,300700,1,3,300700,1300710007,1
30071,normal,0,0,5,0,-87,110,0,1300710008,1
30071,"","","",3,1000001,"",1,travel_topdrama_r_3007_idle_A,1300710009,0.2
30071,"","","",3,1000002,"",1,travel_topdrama_r_3007_idle_B,1300710010,0.2
30071,"","","",3,1000003,"",1,travel_topdrama_r_3007_idle_C,1300710011,0.2
30071,"","","",3,1000004,"",1,travel_topdrama_r_3007_idle_D,1300710012,0.2
30071,"","","",91,0,"","",0,1300710013,""
30071,"","","",3,300715,"",0,travel_topdrama_r_3007_idleF,1300710014,0.2
30071,"","","",91,0,"","",0,1300710015,""
30071,"","","",101,1300710013,"","","",1300710016,""
30071,"","","",3,0,"",0,none,1300710017,""
30071,"","","",91,0,"","","",1300710018,""
30072,"","",-50,31,300701,1,3,300701,1300720001,0
30072,"","",d,91,0,"","","",1300720002,""
30072,"","","",23,se_travel_top,"",0,se_travel_top_geyser_rumble,1300720003,""
30072,"","","",3,300715,"",0,travel_topdrama_r_3007_geyserF,1300720004,0
30072,"","","",3,300716,"",0,travel_topdrama_r_3007_geyserB,1300720005,0
30072,"","","",93,0.33,"","",0,1300720006,""
30072,"","","",3,1000001,"",0,travel_topdrama_r_3007_geyser_A,1300720007,0.2
30072,"","","",3,1000002,"",0,travel_topdrama_r_3007_geyser_B,1300720008,0.2
30072,"","","",3,1000003,"",0,travel_topdrama_r_3007_geyser_C,1300720009,0.2
30072,"","","",3,1000004,"",0,travel_topdrama_r_3007_geyser_D,1300720010,0.2
30072,"","","",93,2.66,"","",0,1300720011,""
30072,"","","",32,300700,"","",0,1300720012,""
30072,"","","",32,300701,"","",1,1300720013,""
30072,"","","",23,se_travel_top,"",0,se_travel_top_geyser_splash,1300720014,""
30072,"","","",93,3,"","",0,1300720015,""
30072,"","","",111,"","","","",1300720016,""
30072,"","","",91,0,"","","",1300720017,""
30081,travel_topdrama_r_3007_idle_A,0,-70,1,1,-50,50,1000001,1300810001,0.8
30081,travel_topdrama_r_3007_idle_B,1,85,1,1,-50,51,1000002,1300810002,0.8
30081,travel_topdrama_r_3007_idle_C,0,-135,1,1,-75,52,1000003,1300810003,0.8
30081,travel_topdrama_r_3007_idle_D,1,140,1,1,-75,53,1000004,1300810004,0.8
30081,travel_topdrama_r_3007_idleF,0,0,5,15,-50,60,300815,1300810005,1
30081,travel_topdrama_r_3007_idleB,0,0,5,15,-50,54,300816,1300810006,1
30081,"","",-57,31,300800,1,3,300800,1300810007,1
30081,normal,0,0,5,0,-87,110,0,1300810008,1
30081,"","","",3,1000001,"",1,travel_topdrama_r_3007_idle_A,1300810009,0.2
30081,"","","",3,1000002,"",1,travel_topdrama_r_3007_idle_B,1300810010,0.2
30081,"","","",3,1000003,"",1,travel_topdrama_r_3007_idle_C,1300810011,0.2
30081,"","","",3,1000004,"",1,travel_topdrama_r_3007_idle_D,1300810012,0.2
30081,"","","",91,0,"","",0,1300810013,""
30081,"","","",3,300815,"",0,travel_topdrama_r_3007_idleF,1300810014,0.2
30081,"","","",91,0,"","",0,1300810015,""
30081,"","","",101,1300810013,"","","",1300810016,""
30081,"","","",3,0,"",0,none,1300810017,""
30081,"","","",91,0,"","","",1300810018,""
30082,"","",-50,31,300801,1,3,300801,1300820001,0
30082,"","",d,91,0,"","","",1300820002,""
30082,"","","",23,se_travel_top,"",0,se_travel_top_geyser_rumble,1300820003,""
30082,"","","",3,300815,"",0,travel_topdrama_r_3007_geyserF,1300820004,0
30082,"","","",3,300816,"",0,travel_topdrama_r_3007_geyserB,1300820005,0
30082,"","","",93,0.33,"","",0,1300820006,""
30082,"","","",3,1000001,"",0,travel_topdrama_r_3007_geyser_A,1300820007,0.2
30082,"","","",3,1000002,"",0,travel_topdrama_r_3007_geyser_B,1300820008,0.2
30082,"","","",3,1000003,"",0,travel_topdrama_r_3007_geyser_C,1300820009,0.2
30082,"","","",3,1000004,"",0,travel_topdrama_r_3007_geyser_D,1300820010,0.2
30082,"","","",93,2.66,"","",0,1300820011,""
30082,"","","",32,300800,"","",0,1300820012,""
30082,"","","",32,300801,"","",1,1300820013,""
30082,"","","",23,se_travel_top,"",0,se_travel_top_geyser_splash,1300820014,""
30082,"","","",93,1.86,"","",0,1300820015,""
30082,"","","",23,se_travel_top,"",0,se_travel_top_geyser_splash_rare,1300820016,""
30082,"","","",93,1.14,"","",0,1300820017,""
30082,"","","",111,"","","","",1300820018,""
30082,"","","",91,0,"","","",1300820019,""
30091,travel_topdrama_r_3007_idle_A,0,-70,1,1,-50,50,1000001,1300910001,0.8
30091,travel_topdrama_r_3007_idle_B,1,85,1,1,-50,51,1000002,1300910002,0.8
30091,travel_topdrama_r_3007_idle_C,0,-135,1,1,-75,52,1000003,1300910003,0.8
30091,travel_topdrama_r_3007_idle_D,1,140,1,1,-75,53,1000004,1300910004,0.8
30091,travel_topdrama_r_3007_idleF,0,0,5,15,-50,60,300915,1300910005,1
30091,travel_topdrama_r_3007_idleB,0,0,5,15,-50,54,300916,1300910006,1
30091,"","",-57,31,300900,1,3,300900,1300910007,1
30091,normal,0,0,5,0,-87,110,0,1300910008,1
30091,"","","",3,1000001,"",1,travel_topdrama_r_3007_idle_A,1300910009,0.2
30091,"","","",3,1000002,"",1,travel_topdrama_r_3007_idle_B,1300910010,0.2
30091,"","","",3,1000003,"",1,travel_topdrama_r_3007_idle_C,1300910011,0.2
30091,"","","",3,1000004,"",1,travel_topdrama_r_3007_idle_D,1300910012,0.2
30091,"","","",91,0,"","",0,1300910013,""
30091,"","","",3,300915,"",0,travel_topdrama_r_3007_idleF,1300910014,0.2
30091,"","","",91,0,"","",0,1300910015,""
30091,"","","",101,1300910013,"","","",1300910016,""
30091,"","","",3,0,"",0,none,1300910017,""
30091,"","","",91,0,"","","",1300910018,""
30092,"","",-50,31,300901,1,3,300901,1300920001,0
30092,"","",d,91,0,"","","",1300920002,""
30092,"","","",23,se_travel_top,"",0,se_travel_top_geyser_rumble,1300920003,""
30092,"","","",3,300915,"",0,travel_topdrama_r_3007_geyserF,1300920004,0
30092,"","","",3,300916,"",0,travel_topdrama_r_3007_geyserB,1300920005,0
30092,"","","",93,0.33,"","",0,1300920006,""
30092,"","","",3,1000001,"",0,travel_topdrama_r_3007_geyser_A,1300920007,0.2
30092,"","","",3,1000002,"",0,travel_topdrama_r_3007_geyser_B,1300920008,0.2
30092,"","","",3,1000003,"",0,travel_topdrama_r_3007_geyser_C,1300920009,0.2
30092,"","","",3,1000004,"",0,travel_topdrama_r_3007_geyser_D,1300920010,0.2
30092,"","","",93,2.66,"","",0,1300920011,""
30092,"","","",32,300900,"","",0,1300920012,""
30092,"","","",32,300901,"","",1,1300920013,""
30092,"","","",23,se_travel_top,"",0,se_travel_top_geyser_splash,1300920014,""
30092,"","","",93,1.86,"","",0,1300920015,""
30092,"","","",23,se_travel_top,"",0,se_travel_top_geyser_splash_rare,1300920016,""
30092,"","","",93,1.14,"","",0,1300920017,""
30092,"","","",111,"","","","",1300920018,""
30092,"","","",91,0,"","","",1300920019,""
40011,travel_topdrama_r_4001_idle_A,0,25,1,1,-55,50,1000001,1400110001,0.8
40011,travel_topdrama_r_4001_idle_B,0,-25,1,1,-65,51,1000002,1400110002,0.8
40011,normal,0,0,5,0,-75,55,0,1400110003,1
40011,"","","",91,0,"","",0,1400110004,""
40011,"",0,"",3,1000001,"",1,travel_topdrama_r_4001_idle_A,1400110005,0.2
40011,"",0,"",3,1000002,"",1,travel_topdrama_r_4001_idle_B,1400110006,0.2
40011,"","","",91,0,"","",0,1400110007,""
40011,"","","",101,1400110005,"","","",1400110008,""
40011,"","","",91,0,"","",0,1400110009,""
40012,travel_topdrama_r_4000_idle,0,-390,1,1,-75,49,1000001,1400120001,1.46
40012,travel_topdrama_r_4000_idle,0,-510,1,1,-100,50,1000002,1400120002,1.46
40012,disappear,1,0,5,6,-150,55,6,1400120003,0.6
40012,"","",0,31,400100,1,0,400100,1400120004,1
40012,"","",0,31,400101,1,0,400101,1400120005,1
40012,"","",0,31,400102,1,0,400102,1400120006,0
40012,"","",0,31,400103,1,0,400103,1400120007,0
40012,"","",190,31,400104,1,140,400104,1400120008,0
40012,"","",0,31,400105,1,0,400105,1400120009,0
40012,"","",0,31,400001,1,0,400001,1400120010,0
40012,"","","",91,0,"","",0,1400120011,""
40012,"","","",32,400001,"","",1,1400120012,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_foot,1400120013,""
40012,"","","",3,1000001,"",1,travel_topdrama_r_4001_A_01,1400120014,0.2
40012,"","",2.3,2,1000001,"",-75,60,1400120015,""
40012,"","","",3,1000002,"",1,travel_topdrama_r_4001_B_01,1400120016,0.2
40012,"","",2.3,2,1000002,"",-100,-60,1400120017,""
40012,"","","",93,2,"","",0,1400120018,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_rumble,1400120019,""
40012,"","","",122,5,"",1.3,5,1400120020,""
40012,"","","",93,0.3,"","",0,1400120021,""
40012,"","","",122,7.5,"",2.5,7.5,1400120022,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_emote_common,1400120023,""
40012,"","","",3,1000001,"",0,travel_topdrama_r_4001_A_02,1400120024,0.2
40012,"","",0,12,1000001,0,0.3,3,1400120025,""
40012,"","","",93,0.1,"","",0,1400120026,""
40012,"","","",3,1000002,"",0,travel_topdrama_r_4001_B_02,1400120027,0.2
40012,"","",0,12,1000002,0,0.2,3,1400120028,""
40012,"","","",93,0.6,"","",0,1400120029,""
40012,"","","",122,10,"",4,10,1400120030,""
40012,"","",disappear,3,6,"",0,run,1400120031,0
40012,"","","",32,400102,"","",1,1400120032,""
40012,"","","",32,400103,"","",1,1400120033,""
40012,"","","",93,0.5,"","",0,1400120034,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_passaway,1400120035,""
40012,"","","",93,0.2,"","",0,1400120036,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_pass_wind,1400120037,""
40012,"","","",93,0.2,"","",0,1400120038,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_rumble2,1400120039,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_rolling,1400120040,""
40012,"","","",32,400104,"","",1,1400120041,""
40012,"","","",3,1000002,"",0,travel_topdrama_r_4001_B_03,1400120042,0.2
40012,"","","",93,0.1,"","",0,1400120043,""
40012,"","","",3,1000001,"",0,travel_topdrama_r_4001_A_03,1400120044,0.2
40012,"","","",93,1.75,"","",0,1400120045,""
40012,"","","",32,400105,"","",1,1400120046,""
40012,"","","",93,0.2,"","",0,1400120047,""
40012,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_drop_box,1400120048,""
40012,"","","",93,1.55,"","",0,1400120049,""
40012,"","","",111,"","","","",1400120050,""
40012,"","","",91,0,"","","",1400120051,""
40021,travel_topdrama_r_4001_idle_A,0,25,1,1,-55,50,1000001,1400210001,0.8
40021,travel_topdrama_r_4001_idle_B,0,-25,1,1,-65,51,1000002,1400210002,0.8
40021,normal,0,0,5,0,-75,55,0,1400210003,1
40021,"","","",91,0,"","",0,1400210004,""
40021,"",0,"",3,1000001,"",1,travel_topdrama_r_4001_idle_A,1400210005,0.2
40021,"",0,"",3,1000002,"",1,travel_topdrama_r_4001_idle_B,1400210006,0.2
40021,"","","",91,0,"","",0,1400210007,""
40021,"","","",101,1400210005,"","","",1400210008,""
40021,"","","",91,0,"","",0,1400210009,""
40022,travel_topdrama_r_4000_idle,0,-390,1,1,-75,49,1000001,1400220001,1.46
40022,travel_topdrama_r_4000_idle,0,-510,1,1,-100,50,1000002,1400220002,1.46
40022,disappear,1,0,5,6,-150,55,6,1400220003,0.6
40022,"","",0,31,400200,1,0,400200,1400220004,1
40022,"","",0,31,400201,1,0,400201,1400220005,1
40022,"","",0,31,400202,1,0,400202,1400220006,0
40022,"","",0,31,400203,1,0,400203,1400220007,0
40022,"","",190,31,400204,1,140,400204,1400220008,0
40022,"","",0,31,400205,1,0,400205,1400220009,0
40022,"","",0,31,400002,1,0,400002,1400220010,0
40022,"","","",91,0,"","",0,1400220011,""
40022,"","","",32,400002,"","",1,1400220012,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_foot,1400220013,""
40022,"","","",3,1000001,"",1,travel_topdrama_r_4001_A_01,1400220014,0.2
40022,"","",2.3,2,1000001,"",-75,60,1400220015,""
40022,"","","",3,1000002,"",1,travel_topdrama_r_4001_B_01,1400220016,0.2
40022,"","",2.3,2,1000002,"",-100,-60,1400220017,""
40022,"","","",93,2,"","",0,1400220018,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_rumble,1400220019,""
40022,"","","",122,5,"",1.3,5,1400220020,""
40022,"","","",93,0.3,"","",0,1400220021,""
40022,"","","",122,7.5,"",2.5,7.5,1400220022,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_emote_common,1400220023,""
40022,"","","",3,1000001,"",0,travel_topdrama_r_4001_A_02,1400220024,0.2
40022,"","",0,12,1000001,0,0.3,3,1400220025,""
40022,"","","",93,0.1,"","",0,1400220026,""
40022,"","","",3,1000002,"",0,travel_topdrama_r_4001_B_02,1400220027,0.2
40022,"","",0,12,1000002,0,0.2,3,1400220028,""
40022,"","","",93,0.6,"","",0,1400220029,""
40022,"","","",122,10,"",4,10,1400220030,""
40022,"","",disappear,3,6,"",0,run,1400220031,0
40022,"","","",32,400202,"","",1,1400220032,""
40022,"","","",32,400203,"","",1,1400220033,""
40022,"","","",93,0.5,"","",0,1400220034,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_passaway,1400220035,""
40022,"","","",93,0.2,"","",0,1400220036,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_pass_wind,1400220037,""
40022,"","","",93,0.2,"","",0,1400220038,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_rumble2,1400220039,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_rolling,1400220040,""
40022,"","","",32,400204,"","",1,1400220041,""
40022,"","","",3,1000002,"",0,travel_topdrama_r_4001_B_03,1400220042,0.2
40022,"","","",93,0.1,"","",0,1400220043,""
40022,"","","",3,1000001,"",0,travel_topdrama_r_4001_A_03,1400220044,0.2
40022,"","","",93,1.75,"","",0,1400220045,""
40022,"","","",32,400205,"","",1,1400220046,""
40022,"","","",93,0.2,"","",0,1400220047,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_drop_box,1400220048,""
40022,"","","",23,se_travel_top,"",0,se_travel_top_yamagami_drop_silverbox,1400220049,""
40022,"","","",93,1.55,"","",0,1400220050,""
40022,"","","",111,"","","","",1400220051,""
40022,"","","",91,0,"","","",1400220052,""
40051,idle,0,0,5,5,-23,50,5,1400510001,0.3
40051,normal,0,0,5,0,-43,55,0,1400510002,1
40051,"","","",91,0,"","",0,1400510003,""
40051,"",0,"",3,5,"",1,idle,1400510004,0
40051,"","","",91,0,"","",0,1400510005,""
40051,"","","",101,1400510004,"","","",1400510006,""
40051,"","","",91,0,"","",0,1400510007,""
40052,travel_topdrama_r_4000_idle,0,-640,1,1,-110,50,1000001,1400520001,1.46
40052,disappear,0,210,5,5,-110,50,5,1400520002,0.4
40052,"","",0,31,400500,1,0,400500,1400520003,1
40052,"","",-100,31,400501,1,0,400501,1400520004,0
40052,"","",-100,31,400502,1,0,400502,1400520005,0
40052,"","",0,31,400503,1,0,400503,1400520006,0
40052,"","",0,31,400504,1,0,400504,1400520007,0
40052,"","",0,31,400505,1,0,400505,1400520008,0
40052,"","",0,31,400506,1,0,400506,1400520009,0
40052,"","",0,31,400507,1,0,400507,1400520010,0
40052,"","",0,31,400508,1,0,400508,1400520011,0
40052,"","",0,31,400509,1,0,400509,1400520012,0
40052,"","",-70,31,400510,1,400,400510,1400520013,1
40052,"","",0,31,400005,1,0,400005,1400520014,0
40052,"","","",91,0,"","",0,1400520015,""
40052,"","","",32,400005,"","",1,1400520016,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_foot1,1400520017,""
40052,"","","",3,1000001,"",1,travel_topdrama_r_4000_run_normal,1400520018,0.2
40052,"","",1,2,1000001,"",-110,-300,1400520019,""
40052,"","","",93,1,"","",0,1400520020,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_emote_note,1400520021,""
40052,"",0.2,travel_topdrama_r_4000_idle_surprise1,3,1000001,1,0,travel_topdrama_r_4000_surprise,1400520022,0.2
40052,"","",0,12,1000001,0,0.3,10,1400520023,""
40052,"","","",93,1.2,"","",0,1400520024,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_foot2,1400520025,""
40052,"","","",3,1000001,"",1,travel_topdrama_r_4000_run_joy,1400520026,0.2
40052,"","",0.8,2,1000001,"",-110,0,1400520027,""
40052,"","","",93,0.8,"","",0,1400520028,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_open_hole,1400520029,""
40052,"","","",32,400501,"","",1,1400520030,""
40052,"","","",32,400502,"","",1,1400520031,""
40052,"","","",3,1000001,"",1,travel_topdrama_r_4005_fall1,1400520032,0
40052,"","","",93,0.3,"","",0,1400520033,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_panic,1400520034,""
40052,"","","",32,400505,"","",1,1400520035,""
40052,"","","",93,1,"","",0,1400520036,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_fall,1400520037,""
40052,"","","",3,1000001,"",0,travel_topdrama_r_4005_fall2,1400520038,0
40052,"","","",32,400506,"","",1,1400520039,""
40052,"","","",32,400507,"","",1,1400520040,""
40052,"","","",93,0.3,"","",0,1400520041,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_drillmall1,1400520042,""
40052,"","","",3,5,"",0,appear,1400520043,0
40052,"","","",93,0.3,"","",0,1400520044,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_drillmall2,1400520045,""
40052,"","","",93,0.7,"","",0,1400520046,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_wipe,1400520047,""
40052,"","","",32,400503,"","",1,1400520048,""
40052,"","","",93,0.2,"","",0,1400520049,""
40052,"","","",3,1000001,"",1,travel_topdrama_r_4005_fall3,1400520050,0
40052,"","",0.01,2,1000001,"",-60,-200,1400520051,""
40052,"","","",3,5,"",0,disappear,1400520052,0
40052,"","",0.01,33,400510,"",-10,200,1400520053,""
40052,"","","",32,400501,"","",0,1400520054,""
40052,"","","",32,400502,"","",0,1400520055,""
40052,"","","",32,400504,"","",1,1400520056,""
40052,"","","",32,400507,"","",0,1400520057,""
40052,"","","",93,0.2,"","",0,1400520058,""
40052,"","","",32,400508,"","",1,1400520059,""
40052,"","","",32,400509,"","",1,1400520060,""
40052,"","","",3,1000001,"",0,travel_topdrama_r_4005_fall4,1400520061,0.2
40052,"","","",93,0.1,"","",0,1400520062,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_bodyfall,1400520063,""
40052,"","","",93,0.9,"","",0,1400520064,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_lookig_around,1400520065,""
40052,"","","",93,1.3,"","",0,1400520066,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_emote_notice,1400520067,""
40052,"","",0,12,1000001,0,0.01,4,1400520068,20
40052,"","","",91,1400520061,"","","",1400520069,""
40052,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_emote_joy,1400520070,""
40052,"","","",3,1000001,"",0,travel_topdrama_r_4005_guts,1400520071,0.2
40052,"","","",93,1,"","",0,1400520072,""
40052,"","","",111,"","","","",1400520073,""
40052,"","","",91,0,"","","",1400520074,""
40061,idle,0,0,5,5,-23,50,5,1400610001,0.3
40061,normal,0,0,5,0,-43,55,0,1400610002,1
40061,"","","",91,0,"","",0,1400610003,""
40061,"",0,"",3,5,"",1,idle,1400610004,0
40061,"","","",91,0,"","",0,1400610005,""
40061,"","","",101,1400610004,"","","",1400610006,""
40061,"","","",91,0,"","",0,1400610007,""
40062,travel_topdrama_r_4000_idle,0,-640,1,1,-110,50,1000001,1400620001,1.46
40062,disappear,0,210,5,5,-110,50,5,1400620002,0.4
40062,"","",0,31,400600,1,0,400600,1400620003,1
40062,"","",-100,31,400601,1,0,400601,1400620004,0
40062,"","",-100,31,400602,1,0,400602,1400620005,0
40062,"","",0,31,400603,1,0,400603,1400620006,0
40062,"","",0,31,400604,1,0,400604,1400620007,0
40062,"","",0,31,400605,1,0,400605,1400620008,0
40062,"","",0,31,400606,1,0,400606,1400620009,0
40062,"","",0,31,400607,1,0,400607,1400620010,0
40062,"","",0,31,400608,1,0,400608,1400620011,0
40062,"","",0,31,400609,1,0,400609,1400620012,0
40062,"","",-70,31,400610,1,400,400610,1400620013,1
40062,"","",-10,31,400611,1,200,400611,1400620014,0
40062,"","",0,31,400006,1,0,400006,1400620015,0
40062,"","","",91,0,"","",0,1400620016,""
40062,"","","",32,400006,"","",1,1400620017,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_foot1,1400620018,""
40062,"","","",3,1000001,"",1,travel_topdrama_r_4000_run_normal,1400620019,0.2
40062,"","",1,2,1000001,"",-110,-300,1400620020,""
40062,"","","",93,1,"","",0,1400620021,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_emote_note,1400620022,""
40062,"",0.2,travel_topdrama_r_4000_idle_surprise1,3,1000001,1,0,travel_topdrama_r_4000_surprise,1400620023,0.2
40062,"","",0,12,1000001,0,0.3,10,1400620024,""
40062,"","","",93,1.2,"","",0,1400620025,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_foot2,1400620026,""
40062,"","","",3,1000001,"",1,travel_topdrama_r_4000_run_joy,1400620027,0.2
40062,"","",0.8,2,1000001,"",-110,0,1400620028,""
40062,"","","",93,0.8,"","",0,1400620029,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_open_hole,1400620030,""
40062,"","","",32,400601,"","",1,1400620031,""
40062,"","","",32,400602,"","",1,1400620032,""
40062,"","","",3,1000001,"",1,travel_topdrama_r_4005_fall1,1400620033,0
40062,"","","",93,0.3,"","",0,1400620034,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_panic,1400620035,""
40062,"","","",32,400605,"","",1,1400620036,""
40062,"","","",93,1,"","",0,1400620037,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_fall,1400620038,""
40062,"","","",3,1000001,"",0,travel_topdrama_r_4005_fall2,1400620039,0
40062,"","","",32,400606,"","",1,1400620040,""
40062,"","","",32,400607,"","",1,1400620041,""
40062,"","","",93,0.3,"","",0,1400620042,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_drillmall1,1400620043,""
40062,"","","",3,5,"",0,appear,1400620044,0
40062,"","","",93,0.3,"","",0,1400620045,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_drillmall2,1400620046,""
40062,"","","",93,0.7,"","",0,1400620047,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_wipe,1400620048,""
40062,"","","",32,400603,"","",1,1400620049,""
40062,"","","",93,0.2,"","",0,1400620050,""
40062,"","","",3,1000001,"",1,travel_topdrama_r_4005_fall3,1400620051,0
40062,"","",0.01,2,1000001,"",-60,-200,1400620052,""
40062,"","","",3,5,"",0,disappear,1400620053,0
40062,"","","",32,400610,"","",0,1400620054,""
40062,"","","",32,400611,"","",1,1400620055,""
40062,"","","",32,400601,"","",0,1400620056,""
40062,"","","",32,400602,"","",0,1400620057,""
40062,"","","",32,400604,"","",1,1400620058,""
40062,"","","",32,400607,"","",0,1400620059,""
40062,"","","",93,0.2,"","",0,1400620060,""
40062,"","","",32,400608,"","",1,1400620061,""
40062,"","","",32,400609,"","",1,1400620062,""
40062,"","","",3,1000001,"",0,travel_topdrama_r_4005_fall4,1400620063,0.2
40062,"","","",93,0.1,"","",0,1400620064,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_bodyfall,1400620065,""
40062,"","","",93,0.9,"","",0,1400620066,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_lookig_around,1400620067,""
40062,"","","",93,1.3,"","",0,1400620068,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_emote_notice,1400620069,""
40062,"","",0,12,1000001,0,0.01,4,1400620070,20
40062,"","","",91,1400620063,"","","",1400620071,""
40062,"","","",23,se_travel_top,"",0,se_travel_top_pitfall_emote_joy,1400620072,""
40062,"","","",3,1000001,"",0,travel_topdrama_r_4005_guts,1400620073,0.2
40062,"","","",93,1,"","",0,1400620074,""
