970a3757e67c6bdf42684c32801794863ed8ed91761112c35e791e15a69cd5db,disp_reward_type_1,disp_reward_type_3,wave_group_id,reward_lot_count_3,reward_odds_3,reward_odds_4,disp_reward_id_2,25883e4cac70f8c06182ea12eb674ce0eed0207d7a300bf2cc1e0d813d082056,133ae72776c1c4cd12b082b8639e3f2f28a83732a0a34dd6b48cba31ae4a72a8,2eff5f8505757145abf5df64183afa1089fd30bf111942c5f1530506bdcd2fd3,reward_odds_1,1c57440f7d5abc59917e9da34dea7879aef1f3a9546c6b78547b53676cce9b52,disp_reward_type_5,disp_reward_type_4,id,disp_reward_id_4,reward_group_id_1,enemy_id_5,enemy_id_3,d4c4917d4d658fca5eb0527dc76fb09e3384f838b7ea8ee017278630b5af8da8,reward_group_id_2,reward_group_id_3,disp_reward_id_1,disp_reward_id_3,enemy_id_4,a3f3bd899d16a0f099bb153841746dd7f6eb2b770f54147af82d79076f5309c8,9ce4e67aa3de2d3fcfc6de4459413e9b8b00511c9fb55ccbd57ef0a8bad00bde,reward_lot_count_4,disp_reward_id_5,drop_gold_1,ac5b36c2980b6e16ea0f1bef07befe6b97ad463a12feee4b2a8a4bcbea383576,reward_group_id_4,wave,enemy_id_2,disp_reward_type_2,difficulty,enemy_id_1,c0c238a4cfb210ca84a2e883ee5f513a5631cad87c578069f75b8c8fbfb9909e,reward_odds_2,25c93d62e94f367abc747a31b4bf1c2c34a0e5303ccba71a5894a9da3b082264
42003,2,0,600120422,0,0,0,101011,0,42003,1,100,0,0,0,600004244,0,74001012,0,620010037,0,10011006,0,61381,0,0,0,1,0,0,1308,0,0,2,620270039,4,2,620280038,0,72,0
43003,2,0,600120432,0,0,0,101011,0,43003,1,100,0,0,0,600004245,0,74001012,0,620010038,0,10011006,0,61381,0,0,0,1,0,0,1346,0,0,2,620270040,4,2,620280039,0,72,0
44003,2,0,600120442,0,0,0,101011,0,44003,1,100,0,0,0,600004246,0,74001012,0,620010039,0,10011006,0,61381,0,0,0,1,0,0,1378,0,0,2,620270041,4,2,620280040,0,72,0
45003,2,0,600120452,0,0,0,101011,0,45003,1,100,0,0,0,600004247,0,74001012,0,620010040,0,10011006,0,61381,0,0,0,1,0,0,1412,0,0,2,620270042,4,2,620280041,0,72,0
46003,2,0,600120462,0,0,0,101011,0,46003,1,100,0,0,0,600004248,0,74001012,0,620010041,0,10011006,0,61381,0,0,0,1,0,0,1434,0,0,2,620270043,4,2,620280042,0,72,0
47003,2,0,600120472,0,0,0,101011,0,47003,1,100,0,0,0,600004249,0,74001012,0,620010042,0,10011006,0,61381,0,0,0,1,0,0,1444,0,0,2,620270044,4,2,620280043,0,72,0
48003,2,0,600120482,0,0,0,101011,0,48003,1,100,0,0,0,600004250,0,74001012,0,620010043,0,10011006,0,61381,0,0,0,1,0,0,1466,0,0,2,620270045,4,2,620280044,0,72,0
49003,2,0,600120492,0,0,0,101011,0,49003,1,100,0,0,0,600004251,0,74001012,0,620010044,0,10011007,0,61381,0,0,0,1,0,0,1496,0,0,2,620270046,4,2,620280045,0,72,0
50003,2,0,600120502,0,0,0,101011,0,50003,1,100,0,0,0,600004252,0,74001012,0,620010045,0,10011007,0,61381,0,0,0,1,0,0,1536,0,0,2,620270047,4,2,620280046,0,72,0
51003,2,0,600120512,0,0,0,101011,0,51003,1,100,0,0,0,600004253,0,74001012,0,620010046,0,10011007,0,61381,0,0,0,1,0,0,1554,0,0,2,620270048,4,2,620280047,0,72,0
52003,2,0,600120522,0,0,0,101011,0,52003,1,100,0,0,0,600004254,0,74001012,0,620010047,0,10011007,0,61381,0,0,0,1,0,0,1572,0,0,2,620270049,4,2,620280048,0,72,0
53003,2,0,600120532,0,0,0,101011,0,53003,1,100,0,0,0,600004255,0,74001012,0,620010048,0,10011007,0,61381,0,0,0,1,0,0,1600,0,0,2,620270050,4,2,620280049,0,72,0
54003,2,0,600120542,0,0,0,101011,0,54003,1,100,0,0,0,600004256,0,74001012,0,620010049,0,10011007,0,61381,0,0,0,1,0,0,1618,0,0,2,620270051,4,2,620280050,0,72,0
55003,2,0,600120552,0,0,0,101011,0,55003,1,100,0,0,0,600004257,0,74001012,0,620010050,0,10011007,0,61381,0,0,0,1,0,0,1632,0,0,2,620270052,4,2,620280051,0,72,0
56003,2,0,600120562,0,0,0,101011,0,56003,1,100,0,0,0,600004258,0,74001012,0,620010051,0,10011007,0,61381,0,0,0,1,0,0,1648,0,0,2,620270053,4,2,620280052,0,72,0
57003,2,0,600120572,0,0,0,101011,0,57003,1,100,0,0,0,600004259,0,74001012,0,620010052,0,10011007,0,61381,0,0,0,1,0,0,1654,0,0,2,620270054,4,2,620280053,0,72,0
58003,2,0,600120582,0,0,0,101011,0,58003,1,100,0,0,0,600004260,0,74001012,0,620010053,0,10011007,0,61381,0,0,0,1,0,0,1668,0,0,2,620270055,4,2,620280054,0,72,0
59003,2,0,600120592,0,0,0,101011,0,59003,1,100,0,0,0,600004261,0,74001012,0,620010054,0,10011007,0,61381,0,0,0,1,0,0,1698,0,0,2,620270056,4,2,620280055,0,72,0
60003,2,0,600120602,0,0,0,101011,0,60003,1,100,0,0,0,600004262,0,74001012,0,620010055,0,10011007,0,61381,0,0,0,1,0,0,1710,0,0,2,620270057,4,2,620280056,0,72,0
61003,2,0,600120612,0,0,0,101011,0,61003,1,100,0,0,0,600004263,0,74001012,0,620010056,0,10011007,0,61381,0,0,0,1,0,0,1730,0,0,2,620270058,4,2,620280057,0,72,0
62003,2,4,600120622,1,60,0,101011,0,62003,1,100,0,0,0,600004264,0,74001012,0,620010057,0,10011008,10011006,61381,101011,0,0,1,0,0,1745,0,0,2,620270059,4,2,620280058,0,15,0
63003,2,4,600120632,1,60,0,101011,0,63003,1,100,0,0,0,600004265,0,74001012,0,620010058,0,10011008,10011006,61381,101011,0,0,1,0,0,1759,0,0,2,620270060,4,2,620280059,0,15,0
64003,2,4,600120642,1,60,0,101011,0,64003,1,100,0,0,0,600004266,0,74001012,0,620010059,0,10011008,10011006,61381,101011,0,0,1,0,0,1778,0,0,2,620270061,4,2,620280060,0,15,0
65003,2,4,600120652,1,60,0,101011,0,65003,1,100,0,0,0,600004267,0,74001012,0,620010060,0,10011008,10011006,61381,101011,0,0,1,0,0,1792,0,0,2,620270062,4,2,620280061,0,15,0
66003,2,4,600120662,1,60,0,101011,0,66003,1,100,0,0,0,600004268,0,74001012,0,620010061,0,10011008,10011006,61381,101011,0,0,1,0,0,1805,0,0,2,620270063,4,2,620280062,0,15,0
67003,2,4,600120672,1,60,0,101011,0,67003,1,100,0,0,0,600004269,0,74001012,0,620010062,0,10011008,10011006,61381,101011,0,0,1,0,0,1821,0,0,2,620270064,4,2,620280063,0,15,0
68003,2,4,600120682,1,60,0,101011,0,68003,1,100,0,0,0,600004270,0,74001012,0,620010063,0,10011008,10011006,61381,101011,0,0,1,0,0,1838,0,0,2,620270065,4,2,620280064,0,15,0
69003,2,4,600120692,1,60,0,101011,0,69003,1,100,0,0,0,600004271,0,74001012,0,620010064,0,10011009,10011007,61381,101011,0,0,1,0,0,1851,0,0,2,620270066,4,2,620280065,0,15,0
70003,2,4,600120702,1,60,0,101011,0,70003,1,100,0,0,0,600004272,0,74001012,0,620010065,0,10011009,10011007,61381,101011,0,0,1,0,0,1868,0,0,2,620270067,4,2,620280066,0,15,0
71003,2,4,600120712,1,60,0,101011,0,71003,1,100,0,0,0,600004273,0,74001012,0,620010066,0,10011009,10011007,61381,101011,0,0,1,0,0,1880,0,0,2,620270068,4,2,620280067,0,15,0
23003,2,0,600120232,0,0,0,101011,0,23003,1,100,0,0,0,600004274,0,74001012,0,620300120,0,10011003,0,61381,0,0,0,1,0,0,976,0,0,2,620230018,4,2,620060020,0,72,0
24003,2,0,600120242,0,0,0,101011,0,24003,1,100,0,0,0,600004275,0,74001012,0,620300121,0,10011003,0,61381,0,0,0,1,0,0,992,0,0,2,620230019,4,2,620060021,0,72,0
25003,2,0,600120252,0,0,0,101011,0,25003,1,100,0,0,0,600004276,0,74001012,0,620300122,0,10011003,0,61381,0,0,0,1,0,0,1004,0,0,2,620230020,4,2,620060022,0,72,0
26003,2,0,600120262,0,0,0,101011,0,26003,1,100,0,0,0,600004277,0,74001012,0,620300123,0,10011003,0,61381,0,0,0,1,0,0,1014,0,0,2,620230021,4,2,620060023,0,72,0
27003,2,0,600120272,0,0,0,101011,0,27003,1,100,0,0,0,600004278,0,74001012,0,620300124,0,10011004,0,61381,0,0,0,1,0,0,1030,0,0,2,620230022,4,2,620060024,0,72,0
28003,2,0,600120282,0,0,0,101011,0,28003,1,100,0,0,0,600004279,0,74001012,0,620300125,0,10011004,0,61381,0,0,0,1,0,0,1044,0,0,2,620230023,4,2,620060025,0,72,0
29003,2,0,600120292,0,0,0,101011,0,29003,1,100,0,0,0,600004280,0,74001012,0,620300126,0,10011004,0,61381,0,0,0,1,0,0,1056,0,0,2,620230024,4,2,620060026,0,72,0
30003,2,0,600120302,0,0,0,101011,0,30003,1,100,0,0,0,600004281,0,74001012,0,620300127,0,10011004,0,61381,0,0,0,1,0,0,1068,0,0,2,620230025,4,2,620060027,0,72,0
31003,2,0,600120312,0,0,0,101011,0,31003,1,100,0,0,0,600004282,0,74001012,0,620300128,0,10011004,0,61381,0,0,0,1,0,0,1084,0,0,2,620230026,4,2,620060028,0,72,0
32003,2,0,600120322,0,0,0,101011,0,32003,1,100,0,0,0,600004283,0,74001012,0,620300129,0,10011004,0,61381,0,0,0,1,0,0,1106,0,0,2,620230027,4,2,620060029,0,72,0
33003,2,0,600120332,0,0,0,101011,0,33003,1,100,0,0,0,600004284,0,74001012,0,620300130,0,10011004,0,61381,0,0,0,1,0,0,1138,0,0,2,620230028,4,2,620060030,0,72,0
34003,2,0,600120342,0,0,0,101011,0,34003,1,100,0,0,0,600004285,0,74001012,0,620300131,0,10011004,0,61381,0,0,0,1,0,0,1152,0,0,2,620230029,4,2,620060031,0,72,0
35003,2,0,600120352,0,0,0,101011,0,35003,1,100,0,0,0,600004286,0,74001012,0,620300132,0,10011005,0,61381,0,0,0,1,0,0,1160,0,0,2,620230030,4,2,620060032,0,72,0
36003,2,0,600120362,0,0,0,101011,0,36003,1,100,0,0,0,600004287,0,74001012,0,620300133,0,10011005,0,61381,0,0,0,1,0,0,1190,0,0,2,620230031,4,2,620060033,0,72,0
37003,2,0,600120372,0,0,0,101011,0,37003,1,100,0,0,0,600004288,0,74001012,0,620300134,0,10011005,0,61381,0,0,0,1,0,0,1206,0,0,2,620230032,4,2,620060034,0,72,0
38003,2,0,600120382,0,0,0,101011,0,38003,1,100,0,0,0,600004289,0,74001012,0,620300135,0,10011005,0,61381,0,0,0,1,0,0,1230,0,0,2,620230033,4,2,620060035,0,72,0
39003,2,0,600120392,0,0,0,101011,0,39003,1,100,0,0,0,600004290,0,74001012,0,620300136,0,10011005,0,61381,0,0,0,1,0,0,1250,0,0,2,620230034,4,2,620060036,0,72,0
40003,2,0,600120402,0,0,0,101011,0,40003,1,100,0,0,0,600004291,0,74001012,0,620300137,0,10011005,0,61381,0,0,0,1,0,0,1286,0,0,2,620230035,4,2,620060037,0,72,0
41003,2,0,600120412,0,0,0,101011,0,41003,1,100,0,0,0,600004292,0,74001012,0,620300138,0,10011005,0,61381,0,0,0,1,0,0,1294,0,0,2,620230036,4,2,620060038,0,72,0
42003,2,0,600120422,0,0,0,101011,0,42003,1,100,0,0,0,600004293,0,74001012,0,620300139,0,10011006,0,61381,0,0,0,1,0,0,1308,0,0,2,620230037,4,2,620060039,0,72,0
43003,2,0,600120432,0,0,0,101011,0,43003,1,100,0,0,0,600004294,0,74001012,0,620300140,0,10011006,0,61381,0,0,0,1,0,0,1346,0,0,2,620230038,4,2,620060040,0,72,0
44003,2,0,600120442,0,0,0,101011,0,44003,1,100,0,0,0,600004295,0,74001012,0,620300141,0,10011006,0,61381,0,0,0,1,0,0,1378,0,0,2,620230039,4,2,620060041,0,72,0
45003,2,0,600120452,0,0,0,101011,0,45003,1,100,0,0,0,600004296,0,74001012,0,620300142,0,10011006,0,61381,0,0,0,1,0,0,1412,0,0,2,620230040,4,2,620060042,0,72,0
46003,2,0,600120462,0,0,0,101011,0,46003,1,100,0,0,0,600004297,0,74001012,0,620300143,0,10011006,0,61381,0,0,0,1,0,0,1434,0,0,2,620230041,4,2,620060043,0,72,0
47003,2,0,600120472,0,0,0,101011,0,47003,1,100,0,0,0,600004298,0,74001012,0,620300144,0,10011006,0,61381,0,0,0,1,0,0,1444,0,0,2,620230042,4,2,620060044,0,72,0
48003,2,0,600120482,0,0,0,101011,0,48003,1,100,0,0,0,600004299,0,74001012,0,620300145,0,10011006,0,61381,0,0,0,1,0,0,1466,0,0,2,620230043,4,2,620060045,0,72,0
49003,2,0,600120492,0,0,0,101011,0,49003,1,100,0,0,0,600004300,0,74001012,0,620300146,0,10011007,0,61381,0,0,0,1,0,0,1496,0,0,2,620230044,4,2,620060046,0,72,0
50003,2,0,600120502,0,0,0,101011,0,50003,1,100,0,0,0,600004301,0,74001012,0,620300147,0,10011007,0,61381,0,0,0,1,0,0,1536,0,0,2,620230045,4,2,620060047,0,72,0
51003,2,0,600120512,0,0,0,101011,0,51003,1,100,0,0,0,600004302,0,74001012,0,620300148,0,10011007,0,61381,0,0,0,1,0,0,1554,0,0,2,620230046,4,2,620060048,0,72,0
52003,2,0,600120522,0,0,0,101011,0,52003,1,100,0,0,0,600004303,0,74001012,0,620300149,0,10011007,0,61381,0,0,0,1,0,0,1572,0,0,2,620230047,4,2,620060049,0,72,0
53003,2,0,600120532,0,0,0,101011,0,53003,1,100,0,0,0,600004304,0,74001012,0,620300150,0,10011007,0,61381,0,0,0,1,0,0,1600,0,0,2,620230048,4,2,620060050,0,72,0
54003,2,0,600120542,0,0,0,101011,0,54003,1,100,0,0,0,600004305,0,74001012,0,620300151,0,10011007,0,61381,0,0,0,1,0,0,1618,0,0,2,620230049,4,2,620060051,0,72,0
55003,2,0,600120552,0,0,0,101011,0,55003,1,100,0,0,0,600004306,0,74001012,0,620300152,0,10011007,0,61381,0,0,0,1,0,0,1632,0,0,2,620230050,4,2,620060052,0,72,0
56003,2,0,600120562,0,0,0,101011,0,56003,1,100,0,0,0,600004307,0,74001012,0,620300153,0,10011007,0,61381,0,0,0,1,0,0,1648,0,0,2,620230051,4,2,620060053,0,72,0
57003,2,0,600120572,0,0,0,101011,0,57003,1,100,0,0,0,600004308,0,74001012,0,620300154,0,10011007,0,61381,0,0,0,1,0,0,1654,0,0,2,620230052,4,2,620060054,0,72,0
58003,2,0,600120582,0,0,0,101011,0,58003,1,100,0,0,0,600004309,0,74001012,0,620300155,0,10011007,0,61381,0,0,0,1,0,0,1668,0,0,2,620230053,4,2,620060055,0,72,0
59003,2,0,600120592,0,0,0,101011,0,59003,1,100,0,0,0,600004310,0,74001012,0,620300156,0,10011007,0,61381,0,0,0,1,0,0,1698,0,0,2,620230054,4,2,620060056,0,72,0
60003,2,0,600120602,0,0,0,101011,0,60003,1,100,0,0,0,600004311,0,74001012,0,620300157,0,10011007,0,61381,0,0,0,1,0,0,1710,0,0,2,620230055,4,2,620060057,0,72,0
61003,2,0,600120612,0,0,0,101011,0,61003,1,100,0,0,0,600004312,0,74001012,0,620300158,0,10011007,0,61381,0,0,0,1,0,0,1730,0,0,2,620230056,4,2,620060058,0,72,0
62003,2,4,600120622,1,60,0,101011,0,62003,1,100,0,0,0,600004313,0,74001012,0,620300159,0,10011008,10011006,61381,101011,0,0,1,0,0,1745,0,0,2,620230057,4,2,620060059,0,15,0
63003,2,4,600120632,1,60,0,101011,0,63003,1,100,0,0,0,600004314,0,74001012,0,620300160,0,10011008,10011006,61381,101011,0,0,1,0,0,1759,0,0,2,620230058,4,2,620060060,0,15,0
64003,2,4,600120642,1,60,0,101011,0,64003,1,100,0,0,0,600004315,0,74001012,0,620300161,0,10011008,10011006,61381,101011,0,0,1,0,0,1778,0,0,2,620230059,4,2,620060061,0,15,0
65003,2,4,600120652,1,60,0,101011,0,65003,1,100,0,0,0,600004316,0,74001012,0,620300162,0,10011008,10011006,61381,101011,0,0,1,0,0,1792,0,0,2,620230060,4,2,620060062,0,15,0
66003,2,4,600120662,1,60,0,101011,0,66003,1,100,0,0,0,600004317,0,74001012,0,620300163,0,10011008,10011006,61381,101011,0,0,1,0,0,1805,0,0,2,620230061,4,2,620060063,0,15,0
67003,2,4,600120672,1,60,0,101011,0,67003,1,100,0,0,0,600004318,0,74001012,0,620300164,0,10011008,10011006,61381,101011,0,0,1,0,0,1821,0,0,2,620230062,4,2,620060064,0,15,0
68003,2,4,600120682,1,60,0,101011,0,68003,1,100,0,0,0,600004319,0,74001012,0,620300165,0,10011008,10011006,61381,101011,0,0,1,0,0,1838,0,0,2,620230063,4,2,620060065,0,15,0
69003,2,4,600120692,1,60,0,101011,0,69003,1,100,0,0,0,600004320,0,74001012,0,620300166,0,10011009,10011007,61381,101011,0,0,1,0,0,1851,0,0,2,620230064,4,2,620060066,0,15,0
70003,2,4,600120702,1,60,0,101011,0,70003,1,100,0,0,0,600004321,0,74001012,0,620300167,0,10011009,10011007,61381,101011,0,0,1,0,0,1868,0,0,2,620230065,4,2,620060067,0,15,0
71003,2,4,600120712,1,60,0,101011,0,71003,1,100,0,0,0,600004322,0,74001012,0,620300168,0,10011009,10011007,61381,101011,0,0,1,0,0,1880,0,0,2,620230066,4,2,620060068,0,15,0
23003,2,0,600120232,0,0,0,101011,0,23003,1,100,0,0,0,600004323,0,74001012,0,620380020,0,10011003,0,61381,0,0,0,1,0,0,976,0,0,2,620190018,4,2,620050020,0,72,0
24003,2,0,600120242,0,0,0,101011,0,24003,1,100,0,0,0,600004324,0,74001012,0,620380021,0,10011003,0,61381,0,0,0,1,0,0,992,0,0,2,620190019,4,2,620050021,0,72,0
25003,2,0,600120252,0,0,0,101011,0,25003,1,100,0,0,0,600004325,0,74001012,0,620380022,0,10011003,0,61381,0,0,0,1,0,0,1004,0,0,2,620190020,4,2,620050022,0,72,0
26003,2,0,600120262,0,0,0,101011,0,26003,1,100,0,0,0,600004326,0,74001012,0,620380023,0,10011003,0,61381,0,0,0,1,0,0,1014,0,0,2,620190021,4,2,620050023,0,72,0
27003,2,0,600120272,0,0,0,101011,0,27003,1,100,0,0,0,600004327,0,74001012,0,620380024,0,10011004,0,61381,0,0,0,1,0,0,1030,0,0,2,620190022,4,2,620050024,0,72,0
28003,2,0,600120282,0,0,0,101011,0,28003,1,100,0,0,0,600004328,0,74001012,0,620380025,0,10011004,0,61381,0,0,0,1,0,0,1044,0,0,2,620190023,4,2,620050025,0,72,0
29003,2,0,600120292,0,0,0,101011,0,29003,1,100,0,0,0,600004329,0,74001012,0,620380026,0,10011004,0,61381,0,0,0,1,0,0,1056,0,0,2,620190024,4,2,620050026,0,72,0
30003,2,0,600120302,0,0,0,101011,0,30003,1,100,0,0,0,600004330,0,74001012,0,620380027,0,10011004,0,61381,0,0,0,1,0,0,1068,0,0,2,620190025,4,2,620050027,0,72,0
31003,2,0,600120312,0,0,0,101011,0,31003,1,100,0,0,0,600004331,0,74001012,0,620380028,0,10011004,0,61381,0,0,0,1,0,0,1084,0,0,2,620190026,4,2,620050028,0,72,0
32003,2,0,600120322,0,0,0,101011,0,32003,1,100,0,0,0,600004332,0,74001012,0,620380029,0,10011004,0,61381,0,0,0,1,0,0,1106,0,0,2,620190027,4,2,620050029,0,72,0
33003,2,0,600120332,0,0,0,101011,0,33003,1,100,0,0,0,600004333,0,74001012,0,620380030,0,10011004,0,61381,0,0,0,1,0,0,1138,0,0,2,620190028,4,2,620050030,0,72,0
34003,2,0,600120342,0,0,0,101011,0,34003,1,100,0,0,0,600004334,0,74001012,0,620380031,0,10011004,0,61381,0,0,0,1,0,0,1152,0,0,2,620190029,4,2,620050031,0,72,0
35003,2,0,600120352,0,0,0,101011,0,35003,1,100,0,0,0,600004335,0,74001012,0,620380032,0,10011005,0,61381,0,0,0,1,0,0,1160,0,0,2,620190030,4,2,620050032,0,72,0
36003,2,0,600120362,0,0,0,101011,0,36003,1,100,0,0,0,600004336,0,74001012,0,620380033,0,10011005,0,61381,0,0,0,1,0,0,1190,0,0,2,620190031,4,2,620050033,0,72,0
37003,2,0,600120372,0,0,0,101011,0,37003,1,100,0,0,0,600004337,0,74001012,0,620380034,0,10011005,0,61381,0,0,0,1,0,0,1206,0,0,2,620190032,4,2,620050034,0,72,0
38003,2,0,600120382,0,0,0,101011,0,38003,1,100,0,0,0,600004338,0,74001012,0,620380035,0,10011005,0,61381,0,0,0,1,0,0,1230,0,0,2,620190033,4,2,620050035,0,72,0
39003,2,0,600120392,0,0,0,101011,0,39003,1,100,0,0,0,600004339,0,74001012,0,620380036,0,10011005,0,61381,0,0,0,1,0,0,1250,0,0,2,620190034,4,2,620050036,0,72,0
40003,2,0,600120402,0,0,0,101011,0,40003,1,100,0,0,0,600004340,0,74001012,0,620380037,0,10011005,0,61381,0,0,0,1,0,0,1286,0,0,2,620190035,4,2,620050037,0,72,0
41003,2,0,600120412,0,0,0,101011,0,41003,1,100,0,0,0,600004341,0,74001012,0,620380038,0,10011005,0,61381,0,0,0,1,0,0,1294,0,0,2,620190036,4,2,620050038,0,72,0
42003,2,0,600120422,0,0,0,101011,0,42003,1,100,0,0,0,600004342,0,74001012,0,620380039,0,10011006,0,61381,0,0,0,1,0,0,1308,0,0,2,620190037,4,2,620050039,0,72,0
43003,2,0,600120432,0,0,0,101011,0,43003,1,100,0,0,0,600004343,0,74001012,0,620380040,0,10011006,0,61381,0,0,0,1,0,0,1346,0,0,2,620190038,4,2,620050040,0,72,0
44003,2,0,600120442,0,0,0,101011,0,44003,1,100,0,0,0,600004344,0,74001012,0,620380041,0,10011006,0,61381,0,0,0,1,0,0,1378,0,0,2,620190039,4,2,620050041,0,72,0
45003,2,0,600120452,0,0,0,101011,0,45003,1,100,0,0,0,600004345,0,74001012,0,620380042,0,10011006,0,61381,0,0,0,1,0,0,1412,0,0,2,620190040,4,2,620050042,0,72,0
46003,2,0,600120462,0,0,0,101011,0,46003,1,100,0,0,0,600004346,0,74001012,0,620380043,0,10011006,0,61381,0,0,0,1,0,0,1434,0,0,2,620190041,4,2,620050043,0,72,0
47003,2,0,600120472,0,0,0,101011,0,47003,1,100,0,0,0,600004347,0,74001012,0,620380044,0,10011006,0,61381,0,0,0,1,0,0,1444,0,0,2,620190042,4,2,620050044,0,72,0
48003,2,0,600120482,0,0,0,101011,0,48003,1,100,0,0,0,600004348,0,74001012,0,620380045,0,10011006,0,61381,0,0,0,1,0,0,1466,0,0,2,620190043,4,2,620050045,0,72,0
49003,2,0,600120492,0,0,0,101011,0,49003,1,100,0,0,0,600004349,0,74001012,0,620380046,0,10011007,0,61381,0,0,0,1,0,0,1496,0,0,2,620190044,4,2,620050046,0,72,0
50003,2,0,600120502,0,0,0,101011,0,50003,1,100,0,0,0,600004350,0,74001012,0,620380047,0,10011007,0,61381,0,0,0,1,0,0,1536,0,0,2,620190045,4,2,620050047,0,72,0
51003,2,0,600120512,0,0,0,101011,0,51003,1,100,0,0,0,600004351,0,74001012,0,620380048,0,10011007,0,61381,0,0,0,1,0,0,1554,0,0,2,620190046,4,2,620050048,0,72,0
52003,2,0,600120522,0,0,0,101011,0,52003,1,100,0,0,0,600004352,0,74001012,0,620380049,0,10011007,0,61381,0,0,0,1,0,0,1572,0,0,2,620190047,4,2,620050049,0,72,0
53003,2,0,600120532,0,0,0,101011,0,53003,1,100,0,0,0,600004353,0,74001012,0,620380050,0,10011007,0,61381,0,0,0,1,0,0,1600,0,0,2,620190048,4,2,620050050,0,72,0
54003,2,0,600120542,0,0,0,101011,0,54003,1,100,0,0,0,600004354,0,74001012,0,620380051,0,10011007,0,61381,0,0,0,1,0,0,1618,0,0,2,620190049,4,2,620050051,0,72,0
55003,2,0,600120552,0,0,0,101011,0,55003,1,100,0,0,0,600004355,0,74001012,0,620380052,0,10011007,0,61381,0,0,0,1,0,0,1632,0,0,2,620190050,4,2,620050052,0,72,0
56003,2,0,600120562,0,0,0,101011,0,56003,1,100,0,0,0,600004356,0,74001012,0,620380053,0,10011007,0,61381,0,0,0,1,0,0,1648,0,0,2,620190051,4,2,620050053,0,72,0
57003,2,0,600120572,0,0,0,101011,0,57003,1,100,0,0,0,600004357,0,74001012,0,620380054,0,10011007,0,61381,0,0,0,1,0,0,1654,0,0,2,620190052,4,2,620050054,0,72,0
58003,2,0,600120582,0,0,0,101011,0,58003,1,100,0,0,0,600004358,0,74001012,0,620380055,0,10011007,0,61381,0,0,0,1,0,0,1668,0,0,2,620190053,4,2,620050055,0,72,0
59003,2,0,600120592,0,0,0,101011,0,59003,1,100,0,0,0,600004359,0,74001012,0,620380056,0,10011007,0,61381,0,0,0,1,0,0,1698,0,0,2,620190054,4,2,620050056,0,72,0
60003,2,0,600120602,0,0,0,101011,0,60003,1,100,0,0,0,600004360,0,74001012,0,620380057,0,10011007,0,61381,0,0,0,1,0,0,1710,0,0,2,620190055,4,2,620050057,0,72,0
61003,2,0,600120612,0,0,0,101011,0,61003,1,100,0,0,0,600004361,0,74001012,0,620380058,0,10011007,0,61381,0,0,0,1,0,0,1730,0,0,2,620190056,4,2,620050058,0,72,0
62003,2,4,600120622,1,60,0,101011,0,62003,1,100,0,0,0,600004362,0,74001012,0,620380059,0,10011008,10011006,61381,101011,0,0,1,0,0,1745,0,0,2,620190057,4,2,620050059,0,15,0
63003,2,4,600120632,1,60,0,101011,0,63003,1,100,0,0,0,600004363,0,74001012,0,620380060,0,10011008,10011006,61381,101011,0,0,1,0,0,1759,0,0,2,620190058,4,2,620050060,0,15,0
64003,2,4,600120642,1,60,0,101011,0,64003,1,100,0,0,0,600004364,0,74001012,0,620380061,0,10011008,10011006,61381,101011,0,0,1,0,0,1778,0,0,2,620190059,4,2,620050061,0,15,0
65003,2,4,600120652,1,60,0,101011,0,65003,1,100,0,0,0,600004365,0,74001012,0,620380062,0,10011008,10011006,61381,101011,0,0,1,0,0,1792,0,0,2,620190060,4,2,620050062,0,15,0
66003,2,4,600120662,1,60,0,101011,0,66003,1,100,0,0,0,600004366,0,74001012,0,620380063,0,10011008,10011006,61381,101011,0,0,1,0,0,1805,0,0,2,620190061,4,2,620050063,0,15,0
67003,2,4,600120672,1,60,0,101011,0,67003,1,100,0,0,0,600004367,0,74001012,0,620380064,0,10011008,10011006,61381,101011,0,0,1,0,0,1821,0,0,2,620190062,4,2,620050064,0,15,0
68003,2,4,600120682,1,60,0,101011,0,68003,1,100,0,0,0,600004368,0,74001012,0,620380065,0,10011008,10011006,61381,101011,0,0,1,0,0,1838,0,0,2,620190063,4,2,620050065,0,15,0
69003,2,4,600120692,1,60,0,101011,0,69003,1,100,0,0,0,600004369,0,74001012,0,620380066,0,10011009,10011007,61381,101011,0,0,1,0,0,1851,0,0,2,620190064,4,2,620050066,0,15,0
70003,2,4,600120702,1,60,0,101011,0,70003,1,100,0,0,0,600004370,0,74001012,0,620380067,0,10011009,10011007,61381,101011,0,0,1,0,0,1868,0,0,2,620190065,4,2,620050067,0,15,0
71003,2,4,600120712,1,60,0,101011,0,71003,1,100,0,0,0,600004371,0,74001012,0,620380068,0,10011009,10011007,61381,101011,0,0,1,0,0,1880,0,0,2,620190066,4,2,620050068,0,15,0
23003,4,0,600120233,1,100,25,0,0,23003,1,72,0,0,2,600004372,61382,10011003,0,620050020,0,10011002,10011001,101011,0,620020020,0,1,1,0,976,0,73001002,3,620040020,0,2,620130120,0,72,0
24003,4,0,600120243,1,100,25,0,0,24003,1,72,0,0,2,600004373,61382,10011003,0,620050021,0,10011002,10011001,101011,0,620020021,0,1,1,0,992,0,73001002,3,620040021,0,2,620130121,0,72,0
