command_id,param_02,param_07,command_type,param_01,param_04,param_05,param_06,param_03,drama_id,param_08
68091,cool_idle_jitome,0.2,3,106011,cool_talk_jitome,1,0.2,0,5146068,""
68092,cool_idle_jitome_in,0.2,3,1060,cool_talk_jitome,1,0.2,0,5146068,""
68093,vo_apg_0810,"",21,vo_apg,0,"","",0,5146068,""
68094,"……\n도넛은 도넛이구나…",0,11,106011,1,1,0,10,5146068,0
68095,"","",91,0,"","","","",5146068,""
68096,"","",101,68097,"","","","",5146068,""
68097,0.2,"",22,0,"","","","",5146068,""
69001,131311,0,1,1,-225,-278,1.8,100,5146069,riri_idle
69002,1313,0,5,5,-225,-278,1.8,101,5146069,riri_idle
69003,131411,0,1,1,-385,-288,1.8,103,5146069,idle_normal
69004,1314,0,5,2,-385,-288,1.8,104,5146069,idle_normal
69005,130911,1,1,1,225,-278,1.8,106,5146069,joy_idle_noface
69006,98,1,5,1,225,-278,1.8,107,5146069,joy_idle_kururu
69007,200,"",13,131311,"","","","",5146069,""
69008,203,"",13,131411,"","","","",5146069,""
69009,206,"",13,130911,"","","","",5146069,""
69010,9,0,5,9,0,-174,0.85,15,5146069,idle
69011,22,0,5,22,-307,12,1,210,5146069,empty
69012,21,0,5,21,0,153,1,60,5146069,empty
69013,1,"",31,1,0,1,1,0,5146069,""
69014,0,"",91,0,"","","","",5146069,""
69015,0,"",102,0,"","","",0,5146069,""
69016,0,"",93,1,"","","","",5146069,""
69017,riri_talk_noface,"",3,131311,"","",0.2,1,5146069,""
69018,riri_talk_noface,"",3,1313,"","",0.2,1,5146069,""
69019,idle_normal_surprise_lookupS,"",3,131411,"","",0.2,1,5146069,""
69020,idle_normal_surprise_lookupS,"",3,1314,"","",0.2,1,5146069,""
69021,vo_apg_0901,"",21,vo_apg,0,"","",0,5146069,""
69022,"리아 씨.\n처음 보는 걸 발견했습니다만\n이건 뭘까요…?",0,11,131311,1,1,0,10,5146069,0
69023,"","",91,0,"","","","",5146069,""
69024,riri_idle_lookup,"",3,131311,"","",0.2,1,5146069,""
69025,riri_idle_lookup,"",3,1313,"","",0.2,1,5146069,""
69026,coffee_2_in,"",3,21,"","",0,0,5146069,""
69027,se_10055900_photo,"",23,se_10055900,"","","",0,5146069,""
69028,0,"",93,0.1,"","","","",5146069,""
69029,idle_normal_surprise_lookup,0.2,3,131411,talk_normal_joy_lookup,1,0.2,0,5146069,""
69030,idle_normal_surprise_lookup,0.2,3,1314,talk_normal_joy_lookup,1,0.2,0,5146069,""
69031,vo_apg_0902,"",21,vo_apg,0,"","",0,5146069,""
69032,"네?\n…아, 이건 설마\n하마방 군의 실루엣인가?",0,11,131411,1,1,0,10,5146069,0
69033,"","",91,0,"","","","",5146069,""
69034,riri_idle_surprise,"",3,131311,"","",0.2,1,5146069,""
69035,riri_idle_surprise,"",3,1313,"","",0.2,1,5146069,""
69036,idle_normal_surprise,"",3,131411,"","",0.2,1,5146069,""
69037,idle_normal_surprise,"",3,1314,"","",0.2,1,5146069,""
69038,handsup_to_talk,0.2,3,130911,talk_normal_joy,1,0.2,0,5146069,""
69039,handsup,0.2,3,98,"","",0.2,1,5146069,""
69040,vo_apg_0903,"",21,vo_apg,0,"","",0,5146069,""
69041,"축하합니다니다!!\n잘 찾아 주셨어요!",0,11,130911,1,1,0,10,5146069,0
69042,"","",91,0,"","","","",5146069,""
69043,joy_talk_anger,"",3,130911,"","",0.2,1,5146069,""
69044,vo_apg_0904,"",21,vo_apg,0,"","",0,5146069,""
69045,"이건 말이죠!\n『숨은 하마방 군』입니다♪",0,11,130911,1,1,0,10,5146069,0
69046,"","",91,0,"","","","",5146069,""
69047,joy_idle_doya,"",3,130911,"","",0.2,1,5146069,""
69048,notice_in_shy,0,3,131311,notice_loop_shy,1,0.2,0,5146069,""
69049,notice_in_shy,0,3,1313,notice_loop_shy,1,0.2,0,5146069,""
69050,surprise_talk_normal,"",3,131411,"","",0.2,1,5146069,""
69051,surprise_talk_normal,"",3,1314,"","",0.2,1,5146069,""
69052,vo_apg_0905,"",21,vo_apg,0,"","",0,5146069,""
69053,0905_in,"",3,22,"","",0,0,5146069,""
69054,1,"",93,1.2,"","","","",5146069,""
69055,0905_mid,"",3,22,"","",0,0,5146069,""
69056,"","",92,"","","","","",5146069,""
69057,0905_out,"",3,22,"","",0,0,5146069,""
69058,0,"",93,0.2,"","","","",5146069,""
69059,"","",91,0,"","","","",5146069,""
69060,riri_sad_talk_dead,"",3,131311,"","",0.2,1,5146069,""
69061,riri_sad_talk_dead,"",3,1313,"","",0.2,1,5146069,""
69062,surprise_idle,"",3,131411,"","",0.2,1,5146069,""
69063,surprise_idle,"",3,1314,"","",0.2,1,5146069,""
69064,idle_normal_surprise2,"",3,130911,"","",0.2,1,5146069,""
69065,vo_apg_0906,"",21,vo_apg,0,"","",0,5146069,""
69066,"하마방 님이 숨어 계셨군요.\n죄송합니다,\n몰랐다고는 하지만 찾아 버리고\n그걸 또 얘기까지 해 버리다니…",0,11,131311,1,1,0,10,5146069,0
69067,"","",91,0,"","","","",5146069,""
69068,riri_sad_idle,"",3,131311,"","",0.2,1,5146069,""
69069,riri_sad_idle,"",3,1313,"","",0.2,1,5146069,""
69070,watawata,0.2,3,130911,talk_normal_dere,1,0.2,0,5146069,""
69071,watawata,0.2,3,98,talk_normal_dere,1,0.2,0,5146069,""
69072,vo_apg_0907,"",21,vo_apg,0,"","",0,5146069,""
69073,"아뇨 아뇨 아뇨, 그런 게 아니에요~\n너무 잘 숨겨서 아무도 못 찾았\n거든요~~\n다른 것도 찾아보세요♪",0,11,130911,1,1,0,10,5146069,0
69074,"","",91,0,"","","","",5146069,""
69075,idle_normal_noface,"",3,130911,"","",0.2,1,5146069,""
69076,idle_normal_kururu,"",3,98,"","",0.2,1,5146069,""
69077,coffee_2_out,"",3,21,"","",0,0,5146069,""
69078,clear_wish_talk_joy,"",3,131411,"","",0.2,1,5146069,""
69079,clear_wish_talk_joy,"",3,1314,"","",0.2,1,5146069,""
69080,vo_apg_0908,"",21,vo_apg,0,"","",0,5146069,""
69081,"와아, 재미있겠네요~♪\n리리, 같이 찾아봐요♪",0,11,131411,1,1,0,10,5146069,0
69082,"","",91,0,"","","","",5146069,""
69083,clear_wish_idle,"",3,131411,"","",0.2,1,5146069,""
69084,clear_wish_idle,"",3,1314,"","",0.2,1,5146069,""
69085,guts2_talk_joy3,"",3,131311,"","",0.2,1,5146069,""
69086,guts2_talk_joy3,"",3,1313,"","",0.2,1,5146069,""
69087,vo_apg_0909,"",21,vo_apg,0,"","",0,5146069,""
69088,"네, 리아 씨!",0,11,131311,1,1,0,10,5146069,0
69089,"","",91,0,"","","","",5146069,""
69090,riri_idle,"",3,131311,"","",0.2,1,5146069,""
69091,riri_idle,"",3,1313,"","",0.2,1,5146069,""
69092,clear_wish_idle_normal,"",3,131411,"","",0.2,1,5146069,""
69093,clear_wish_idle_normal,"",3,1314,"","",0.2,1,5146069,""
69094,talk_normal_anger,"",3,130911,"","",0.2,1,5146069,""
69095,talk_normal,"",3,98,"","",0.2,1,5146069,""
69096,vo_apg_0910,"",21,vo_apg,0,"","",0,5146069,""
69097,"그럼 그럼, 우선 첫 번째\n『숨은 하마방 군』이 있는 장소로\n안내하겠습니다니다~♪",0,11,130911,1,1,0,10,5146069,0
69098,"","",91,0,"","","","",5146069,""
69099,idle_normal_noface,"",3,130911,"","",0.2,1,5146069,""
69100,idle_normal_kururu,"",3,98,"","",0.2,1,5146069,""
69101,riri_bow,0,3,131311,idle_normal_joy2,1,0.2,0,5146069,""
69102,riri_bow,0,3,1313,idle_normal_joy2,1,0.2,0,5146069,""
69103,clear_agree,0.2,3,131411,idle_normal_joy2,1,0.2,0,5146069,""
69104,clear_agree,0.2,3,1314,idle_normal_joy2,1,0.2,0,5146069,""
69105,vo_apg_0911,"",21,vo_apg,0,"","",0,5146069,""
69106,0911_in,"",3,22,"","",0,0,5146069,""
69107,1,"",93,0.9,"","","","",5146069,""
69108,0911_mid,"",3,22,"","",0,0,5146069,""
69109,"","",92,"","","","","",5146069,""
69110,0911_out,"",3,22,"","",0,0,5146069,""
69111,0,"",93,0.2,"","","","",5146069,""
69112,"","",91,0,"","","","",5146069,""
69113,0,"",4,130911,"","","","",5146069,""
69114,0,"",4,98,"","","","",5146069,""
69115,walk_normal_slow,"",3,131311,"","",0.2,1,5146069,""
69116,walk_normal_slow,"",3,1313,"","",0.2,1,5146069,""
69117,walk_normal_slow,"",3,131411,"","",0.2,1,5146069,""
69118,walk_normal_slow,"",3,1314,"","",0.2,1,5146069,""
69119,walk_kyapi_slow,"",3,130911,"","",0.2,1,5146069,""
69120,walk_kyapi_slow,"",3,98,"","",0.2,1,5146069,""
69121,-75,"",2,131311,1.5,0,"",-278,5146069,""
69122,-75,"",2,1313,1.5,0,"",-278,5146069,""
69123,-225,"",2,131411,1.5,0,"",-288,5146069,""
69124,-225,"",2,1314,1.5,0,"",-288,5146069,""
69125,325,"",2,130911,1.5,0,"",-278,5146069,""
69126,0,"",93,1.5,"","","","",5146069,""
69127,1,"",4,131311,"","","","",5146069,""
69128,1,"",4,1313,"","","","",5146069,""
69129,1,"",4,130911,"","","","",5146069,""
69130,idle_normal_surprise,"",3,131311,"","",0.2,1,5146069,""
69131,idle_normal_surprise,"",3,1313,"","",0.2,1,5146069,""
69132,notice_in_dere,0,3,131411,notice_loop_dere,1,0.2,0,5146069,""
69133,notice_in_dere,0,3,1314,notice_loop_dere,1,0.2,0,5146069,""
69134,idle_normal_surprise,"",3,130911,"","",0.2,1,5146069,""
69135,vo_apg_0912,"",21,vo_apg,0,"","",0,5146069,""
69136,"…어라,\n알려 주시면\n의미가 없는 게…?",0,11,131411,1,1,0,10,5146069,0
69137,"","",91,0,"","","","",5146069,""
69138,hawawa,"",3,130911,"","",0.2,0,5146069,""
69139,vo_apg_0913,"",21,vo_apg,0,"","",0,5146069,""
69140,"흐아앗!?",0,11,130911,1,1,-30,10,5146069,0
69141,"","",91,0,"","","","",5146069,""
69142,bowbowbow,"",3,130911,"","",0.1,0,5146069,""
69143,0,"",4,131311,"","","","",5146069,""
69144,0,"",4,1313,"","","","",5146069,""
69145,riri_talk_noervous,"",3,131311,"","",0.2,1,5146069,""
69146,riri_talk_noervous,"",3,1313,"","",0.2,1,5146069,""
69147,clear_smile_in,0,3,131411,clear_smile_idle,1,0.2,0,5146069,""
69148,clear_smile_in,0,3,1314,clear_smile_idle,1,0.2,0,5146069,""
69149,2,0,12,131311,0,0,0,2,5146069,0
69150,2,0,12,131411,0,0,0,2,5146069,0
69151,2,0,12,130911,0,0,-30,2,5146069,0
69152,0,"",93,2,"","","","",5146069,""
69153,"","",101,69154,"","","","",5146069,""
69154,0.2,"",22,0,"","","","",5146069,""
70001,102111,1,1,1,0,-278,1.8,106,5146070,walk_normal_joy
70002,99,0,5,1,-195,-278,1.8,107,5146070,idle_normal
70003,130911,1,1,1,195,-278,1.8,108,5146070,idle_normal_noface
70004,98,1,5,1,195,-278,1.8,109,5146070,idle_normal_kururu
70005,206,"",13,102111,"","","","",5146070,""
70006,208,"",13,130911,"","","","",5146070,""
70007,10,0,5,10,0,-174,0.85,15,5146070,idle
70008,20,0,5,20,-237,48,1,290,5146070,empty
70009,1,"",31,1,0,1,1,0,5146070,""
70010,2,"",31,2,-57.7,1,1,0,5146070,""
70011,black,"",37,2,"","","","",5146070,""
70012,14,"",31,14,-278,1,0,-176,5146070,""
70013,0,"",91,0,"","","","",5146070,""
70014,0,"",102,0,"","","",0,5146070,""
70015,0,"",93,0.4,"","","","",5146070,""
70016,iris_out,"",37,2,"","","","",5146070,""
70017,-195,"",2,102111,2,0,"",-278,5146070,""
70018,0,"",93,2,"","","","",5146070,""
70019,0,"",4,102111,"","","","",5146070,""
70020,idle_normal_joy,"",3,102111,"","",0.2,1,5146070,""
70021,idle_normal_joy,"",3,99,"","",0.2,1,5146070,""
70022,0,"",93,0.1,"","","","",5146070,""
70023,wish_talk_noface,"",3,102111,"","",0.2,1,5146070,""
70024,kurumi_wish_talk,"",3,99,"","",0.2,1,5146070,""
70025,vo_apg_1001,"",21,vo_apg,0,"","",0,5146070,""
70026,"와아…♪\n『다이브・투・더・3D 월드』\n정말 두근두근했어요오…♪",0,11,102111,1,1,0,10,5146070,0
70027,"","",91,0,"","","","",5146070,""
70028,notice_in_normal2,0.2,3,102111,sad_talk_normal,1,0.2,0,5146070,""
70029,notice_in,0.2,3,99,sad_talk,1,0.2,0,5146070,""
70030,vo_apg_1002,"",21,vo_apg,0,"","",0,5146070,""
70031,"맞다, 이 영상 체험\n이야기를 만들어서 체험하는 것도\n재밌을 것 같아요오…♪",0,11,102111,1,1,0,10,5146070,0
70032,"","",91,0,"","","","",5146070,""
70033,talk_normal_noface,"",3,102111,"","",0.2,1,5146070,""
70034,kurumi_talk_normal,"",3,99,"","",0.2,1,5146070,""
70035,vo_apg_1003,"",21,vo_apg,0,"","",0,5146070,""
70036,"쿠루루 씨, 다음 입체 영상 소재는,\n동굴 탐험 어떤가요?\n입체 생쥐와 함께 대모험이에요오♪",0,11,102111,1,1,0,10,5146070,0
70037,"","",91,0,"","","","",5146070,""
70038,idle_normal_noface,"",3,102111,"","",0.2,1,5146070,""
70039,kurumi_idle_normal,"",3,99,"","",0.2,1,5146070,""
70040,kururu_wish_talk_joy,"",3,130911,"","",0.2,1,5146070,""
70041,kururu_wish_talk_joy,"",3,98,"","",0.2,1,5146070,""
70042,vo_apg_1004,"",21,vo_apg,0,"","",0,5146070,""
70043,"와아, 그거 멋지네요네요♪\n그때는 부디 쿠루미가 주인공을……",0,11,130911,1,1,0,10,5146070,0
70044,"","",91,0,"","","","",5146070,""
70045,kururu_wish_idle_surprise,"",3,130911,"","",0.2,1,5146070,""
70046,kururu_wish_idle_light,"",3,98,"","",0.2,1,5146070,""
70047,surprise_talk_dere,"",3,102111,"","",0.2,1,5146070,""
70048,surprise_talk_dere,"",3,99,"","",0.2,1,5146070,""
70049,vo_apg_1005,"",21,vo_apg,0,"","",0,5146070,""
70050,"놀이공원은 모두가 주인공이에요오…♪\n그리고 가끔은 무서운 역할도\n해보고 싶어요…\n나쁜 마녀라면 이런 느낌으로…",0,11,102111,1,1,0,10,5146070,0
70051,"","",91,0,"","","","",5146070,""
70052,0,"",22,0,"","","","",5146070,""
70053,kurumi_witch_in,0,3,102111,kurumi_witch_loop,1,0.2,0,5146070,""
70054,kurumi_witch_in,0,3,99,kurumi_witch_loop,1,0.2,0,5146070,""
70055,0,"",93,0.3,"","","","",5146070,""
70056,20,"",121,0,1.05,0,0,1.05,5146070,""
70057,fade105_in,"",37,2,"","","","",5146070,""
70058,30,"",122,30,"","","",0.5,5146070,""
70059,kururu_wish_doteyes_static,"",3,130911,"","",0,1,5146070,""
70060,vo_apg_1006,"",21,vo_apg,0,"","",0,5146070,""
70061,1006_in,"",3,20,"","",0,0,5146070,""
70062,1,"",93,1.2,"","","","",5146070,""
70063,1006_mid,"",3,20,"","",0,0,5146070,""
70064,"","",92,"","","","","",5146070,""
70065,1006_out,"",3,20,"","",0,0,5146070,""
70066,0,"",93,0.2,"","","","",5146070,""
70067,kurumi_witch_out,0,3,102111,idle_normal,1,0.2,0,5146070,""
70068,kurumi_witch_out,0,3,99,idle_normal,1,0.2,0,5146070,""
70069,305,"",2,20,0,0,"",-45,5146070,""
70070,fade105_out,"",37,2,"","","","",5146070,""
70071,0,"",121,0,1,0,0,1,5146070,""
70072,30,"",122,30,"","","",0.5,5146070,""
70073,kururu_scared_in,0,3,130911,kururu_scared_idle,1,0.2,0,5146070,""
70074,vo_apg_1007,"",21,vo_apg,0,"","",0,5146070,""
70075,1007_in,"",3,20,"","",0,0,5146070,""
70076,1,"",93,1.2,"","","","",5146070,""
70077,1007_mid,"",3,20,"","",0,0,5146070,""
70078,"","",92,"","","","","",5146070,""
70079,1007_out,"",3,20,"","",0,0,5146070,""
70080,0,"",93,0.2,"","","","",5146070,""
70081,empty,"",3,20,"","",0,0,5146070,""
70082,worry_talk_lookdown,"",3,102111,"","",0.2,1,5146070,""
70083,worry_talk_lookdown,"",3,99,"","",0.2,1,5146070,""
70084,vo_apg_1008,"",21,vo_apg,0,"","",0,5146070,""
70085,"미…미안해요오…\n괜찮으세요…?",0,11,102111,1,1,0,10,5146070,0
70086,"","",91,0,"","","","",5146070,""
70087,kururu_scared_talk_dere,"",3,130911,"","",0.2,1,5146070,""
70088,kururu_scared_talk_dere,"",3,98,"","",0.2,1,5146070,""
70089,vo_apg_1009,"",21,vo_apg,0,"","",0,5146070,""
70090,"과과, 과연 천재 여배우님…\n입체 영상보다도\n박력 만점입니다니다~…",-60,11,130911,1,1,-10,10,5146070,0
70091,"","",91,0,"","","","",5146070,""
70092,kururu_scared_idle_noface,"",3,130911,"","",0.2,1,5146070,""
70093,kururu_scared_idle,"",3,98,"","",0.2,1,5146070,""
70094,anger_talk_dere_red,"",3,102111,"","",0.2,1,5146070,""
70095,anger_talk_dere_red,"",3,99,"","",0.2,1,5146070,""
70096,vo_apg_1010,"",21,vo_apg,0,"","",0,5146070,""
70097,"…아, 아니, 천재라니…",0,11,102111,1,1,0,10,5146070,0
70098,"","",91,0,"","","","",5146070,""
70099,0,"",22,0,"","","","",5146070,""
70100,1,"",32,14,"","","","",5146070,""
70101,kurumi_shy_in,0,3,102111,kurumi_shy_loop,1,0.2,0,5146070,""
70102,kurumi_shy_in,0,3,99,kurumi_shy_loop,1,0.2,0,5146070,""
70103,0,"",93,2.5,"","","","",5146070,""
70104,kururu_scared_talk_dere,"",3,130911,"","",0.2,1,5146070,""
70105,kururu_scared_talk_dere,"",3,98,"","",0.2,1,5146070,""
70106,vo_apg_1011,"",21,vo_apg,0,"","",0,5146070,""
70107,"…저기",-60,11,130911,1,1,-10,10,5146070,0
70108,"","",91,0,"","","","",5146070,""
70109,kururu_scared_talk_nervous,"",3,130911,"","",0.2,1,5146070,""
70110,kururu_scared_talk_sweat_in,0,3,98,kururu_scared_talk_sweat_loop,1,0,0,5146070,""
70111,vo_apg_1012,"",21,vo_apg,0,"","",0,5146070,""
70112,"다리가 풀려 버렸어요…",-60,11,130911,1,1,-10,10,5146070,0
70113,"","",91,0,"","","","",5146070,""
70114,"","",101,70115,"","","","",5146070,""
70115,0.2,"",22,0,"","","","",5146070,""
71001,130911,0,1,1,-1100,-278,1.8,110,5146071,idle_normal
71002,8,0,5,11,-193,-233,0.5,106,5146071,idle
71003,9,0,5,12,267,-233,0.6,107,5146071,idle
71004,210,"",13,130911,"","","","",5146071,""
71005,206,"",13,8,"","","","",5146071,""
71006,207,"",13,9,"","","","",5146071,""
71007,10,0,5,10,0,-174,0.85,15,5146071,idle
71008,1,"",31,1,0,1,1,0,5146071,""
71009,2,"",31,2,0,1,0,0,5146071,""
71010,14,"",31,14,-278,1,0,0,5146071,""
71011,17,"",31,17,0,1,0,0,5146071,""
71012,18,"",31,18,0,1,0,0,5146071,""
71013,0,"",91,0,"","","","",5146071,""
71014,0,"",102,0,"","","",0,5146071,""
71015,0,"",93,0.2,"","","","",5146071,""
71016,1,"",32,17,"","","","",5146071,""
71017,0,"",93,0.5,"","","","",5146071,""
71018,0,"",93,0,"","","","",5146071,""
71019,0,"",93,3.5,"","","","",5146071,""
71020,12,0,12,8,0,0,0,2.2,5146071,0
71021,12,0,12,9,0,0,0,2.2,5146071,0
71022,lookup,"",3,8,"","",0.6,1,5146071,""
71023,lookdown,"",3,9,"","",0.6,1,5146071,""
71024,-380,"",2,130911,3,0,"",-278,5146071,""
71025,walk_normal,"",3,130911,"","",0.2,1,5146071,""
71026,0,"",93,3,"","","","",5146071,""
71027,kururu_surprise_talk,"",3,130911,"","",0.2,1,5146071,""
71028,vo_apg_1101,"",21,vo_apg,0,"","",0,5146071,""
71029,"새로운 마스코트 오디션에서\n대기 중이신 펭포코린 님~…",0,11,130911,1,1,0,10,5146071,0
71030,"","",91,0,"","","","",5146071,""
71031,20,"",121,0,1.1,0,0,1.1,5146071,""
71032,1,"",32,2,"","","","",5146071,""
71033,fade105_in,"",37,2,"","","","",5146071,""
71034,50,"",122,50,"","","",0.5,5146071,""
71035,1,"",32,18,"","","","",5146071,""
71036,se_10055900_bachibachi,"",23,se_10055900,"","","",0,5146071,""
71037,shock_in_surprise2,0,3,130911,shock_loop_surprise2,1,0.2,0,5146071,""
71038,vo_apg_1102,"",21,vo_apg,0,"","",0,5146071,""
71039,"히에엑!?\n눈빛이 찌릿찌릿 살벌합니다니다!?",0,11,130911,1,1,-20,10,5146071,0
71040,"","",91,0,"","","","",5146071,""
71041,0,"",22,0,"","","","",5146071,""
71042,0,"",32,18,"","","","",5146071,""
71043,fade105_out,"",37,2,"","","","",5146071,""
71044,0,"",121,0,1,0.5,11,1,5146071,""
71045,walk_jog_sad_quick,"",3,130911,"","",0.2,1,5146071,""
71046,idle,"",3,8,"","",0.4,1,5146071,""
71047,idle,"",3,9,"","",0.4,1,5146071,""
71048,0,"",2,130911,0.5,0,"",-278,5146071,""
71049,0,"",93,0.3,"","","","",5146071,""
71050,idle,"",3,8,"","",0.4,1,5146071,""
71051,idle,"",3,9,"","",0.4,1,5146071,""
71052,0,"",93,0.2,"","","","",5146071,""
71053,1,"",4,130911,"","","","",5146071,""
71054,kururu_worry_talk_lookdown,"",3,130911,"","",0,1,5146071,""
71055,vo_apg_1103,"",21,vo_apg,0,"","",0,5146071,""
71056,"하, 하마방 군 안심하세요!\n우리 메인 마스코트는\n하마방 군이니까요…♪",0,11,130911,1,1,0,10,5146071,0
71057,"","",91,0,"","","","",5146071,""
71058,0,"",4,130911,"","","","",5146071,""
71059,kururu_worry_talk_lookup,"",3,130911,"","",0,1,5146071,""
71060,vo_apg_1104,"",21,vo_apg,0,"","",0,5146071,""
71061,"하, 하지만 라이벌 캐릭터가 더\n인기가 많아지는 경우도…",0,11,130911,1,1,0,10,5146071,0
71062,"","",91,0,"","","","",5146071,""
71063,40,"",121,0,1.15,10,10,1.15,5146071,""
71064,1,"",32,14,"","","","",5146071,""
71065,0,"",22,0,"","","","",5146071,""
71066,0,"",4,130911,"","","","",5146071,""
71067,kururu_wish_idle_search,"",3,130911,"","",0.2,1,5146071,""
71068,12,0,12,8,0,0,0,3,5146071,0
71069,12,0,12,9,0,0,0,3,5146071,0
71070,0,"",93,4,"","","","",5146071,""
71071,0,"",32,14,"","","","",5146071,""
71072,approach_in,0,3,8,approach_loop,1,0.2,0,5146071,""
71073,approach_in,0,3,9,approach_loop,1,0.2,0,5146071,""
71074,0.8,10,6,8,0.8,1,0.6,0.8,5146071,""
71075,0.8,10,6,9,0.8,1,0.6,0.8,5146071,""
71076,0,"",93,0.6,"","","","",5146071,""
71077,kururu_down_in,0,3,130911,kururu_down_loop,1,0.2,0,5146071,""
71078,vo_apg_1105,"",21,vo_apg,0,"","",0,5146071,""
71079,"히이익…",0,11,130911,1,1,0,10,5146071,0
71080,"","",91,0,"","","","",5146071,""
71081,"","",101,71082,"","","","",5146071,""
71082,0.2,"",22,0,"","","","",5146071,""
