promotion_level,unit_id,accuracy,physical_penetrate,hp_recovery_rate,physical_critical,magic_critical,magic_def,hp,wave_energy_recovery,dodge,life_steal,energy_reduce_rate,def,wave_hp_recovery,energy_recovery_rate,magic_str,magic_penetrate,atk
2,127601,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,3.0,75.0,0.0,0.0,0.0,19.0
3,127601,0.0,0.0,0.0,0.0,0.0,1.0,310.0,5.0,0.0,0.0,0.0,6.0,150.0,0.0,0.0,0.0,70.0
4,127601,0.0,0.0,0.0,0.0,0.0,3.0,685.0,20.0,0.0,0.0,0.0,12.0,175.0,0.0,0.0,0.0,166.0
5,127601,0.0,0.0,0.0,0.0,0.0,8.0,1205.0,35.0,3.0,0.0,0.0,22.0,175.0,0.0,0.0,0.0,289.0
6,127601,0.0,0.0,0.0,0.0,0.0,13.0,2140.0,35.0,3.0,0.0,0.0,36.0,265.0,0.0,0.0,0.0,471.0
7,127601,0.0,0.0,0.0,0.0,0.0,19.0,2965.0,35.0,3.0,2.0,0.0,51.0,500.0,0.0,0.0,0.0,707.0
8,127601,0.0,0.0,0.0,0.0,0.0,37.0,4035.0,35.0,3.0,4.0,0.0,71.0,500.0,8.0,0.0,0.0,910.0
9,127601,0.0,0.0,15.0,15.0,0.0,51.0,5145.0,35.0,8.0,4.0,0.0,88.0,500.0,21.0,10.0,0.0,1137.0
10,127601,0.0,0.0,15.0,40.0,0.0,76.0,6175.0,35.0,8.0,4.0,0.0,110.0,1000.0,26.0,20.0,0.0,1352.0
11,127601,3.0,0.0,15.0,84.0,0.0,88.0,6835.0,35.0,8.0,7.0,0.0,127.0,1100.0,26.0,20.0,0.0,1748.0
12,127601,6.0,0.0,41.0,108.0,0.0,112.0,7355.0,35.0,13.0,7.0,0.0,153.0,1200.0,26.0,20.0,0.0,2024.0
13,127601,6.0,0.0,49.0,144.0,0.0,135.0,7675.0,35.0,15.0,9.0,0.0,188.0,1300.0,26.0,20.0,0.0,2353.0
14,127601,6.0,0.0,51.0,184.0,0.0,167.0,7925.0,35.0,15.0,11.0,3.0,230.0,1300.0,26.0,20.0,0.0,2642.0
15,127601,9.0,0.0,51.0,210.0,0.0,199.0,8105.0,47.0,15.0,11.0,5.0,265.0,1400.0,26.0,20.0,0.0,3004.0
16,127601,11.0,0.0,51.0,245.0,0.0,236.0,8355.0,47.0,17.0,11.0,5.0,306.0,1550.0,26.0,20.0,0.0,3344.0
17,127601,13.0,0.0,51.0,290.0,0.0,278.0,8640.0,47.0,20.0,11.0,5.0,354.0,1600.0,26.0,20.0,0.0,3666.0
18,127601,13.0,0.0,51.0,336.0,0.0,320.0,8985.0,47.0,23.0,11.0,5.0,407.0,1600.0,26.0,20.0,0.0,4044.0
19,127601,13.0,0.0,51.0,399.0,0.0,368.0,9380.0,62.0,23.0,11.0,5.0,464.0,1695.0,26.0,20.0,0.0,4466.0
20,127601,18.0,0.0,51.0,475.0,0.0,422.0,9760.0,97.0,23.0,11.0,5.0,525.0,1790.0,26.0,20.0,0.0,4897.0
21,127601,23.0,0.0,51.0,556.0,0.0,479.0,10280.0,137.0,23.0,11.0,5.0,590.0,1790.0,26.0,20.0,0.0,5372.0
22,127601,23.0,0.0,51.0,629.0,0.0,545.0,11260.0,177.0,23.0,11.0,5.0,667.0,1790.0,26.0,20.0,0.0,5890.0
23,127601,23.0,0.0,51.0,691.0,0.0,626.0,12345.0,197.0,23.0,11.0,5.0,757.0,1790.0,26.0,20.0,0.0,6445.0
24,127601,23.0,0.0,51.0,745.0,0.0,715.0,13215.0,197.0,23.0,11.0,5.0,855.0,1790.0,26.0,20.0,0.0,7076.0
25,127601,23.0,0.0,51.0,784.0,0.0,807.0,14605.0,197.0,23.0,11.0,5.0,960.0,1790.0,26.0,20.0,0.0,7766.0
26,127601,23.0,0.0,51.0,813.0,0.0,893.0,16060.0,197.0,23.0,11.0,5.0,1047.0,1790.0,26.0,20.0,0.0,8719.0
27,127601,23.0,0.0,51.0,839.0,0.0,968.0,17160.0,197.0,23.0,11.0,5.0,1115.0,1790.0,26.0,20.0,0.0,9974.0
28,127601,23.0,0.0,51.0,866.0,0.0,1041.0,18425.0,197.0,23.0,11.0,5.0,1186.0,1790.0,26.0,20.0,0.0,11334.0
29,127601,23.0,0.0,51.0,885.0,0.0,1124.0,22010.0,197.0,23.0,11.0,5.0,1269.0,1790.0,26.0,20.0,0.0,12490.0
30,127601,23.0,0.0,51.0,895.0,0.0,1218.0,27985.0,197.0,23.0,11.0,5.0,1363.0,1790.0,26.0,20.0,0.0,13417.0
31,127601,23.0,0.0,51.0,905.0,0.0,1316.0,34250.0,197.0,23.0,11.0,5.0,1461.0,1790.0,26.0,20.0,0.0,14382.0
32,127601,23.0,0.0,51.0,915.0,0.0,1417.0,40895.0,197.0,23.0,11.0,5.0,1562.0,1790.0,26.0,20.0,0.0,15384.0
33,127601,23.0,0.0,51.0,925.0,0.0,1520.0,48165.0,197.0,23.0,11.0,5.0,1665.0,1790.0,26.0,20.0,0.0,16441.0
34,127601,23.0,0.0,51.0,935.0,0.0,1625.0,56215.0,197.0,23.0,11.0,5.0,1770.0,1790.0,26.0,20.0,0.0,17554.0
35,127601,23.0,0.0,51.0,945.0,0.0,1731.0,64975.0,197.0,23.0,11.0,5.0,1876.0,1790.0,26.0,20.0,0.0,18705.0
2,127701,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,23.0,0.0,0.0
3,127701,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,2.0,150.0,0.0,78.0,0.0,0.0
4,127701,0.0,0.0,10.0,0.0,0.0,17.0,325.0,0.0,0.0,0.0,0.0,5.0,175.0,0.0,170.0,0.0,0.0
5,127701,0.0,0.0,10.0,0.0,0.0,34.0,625.0,0.0,0.0,0.0,0.0,7.0,175.0,0.0,327.0,0.0,0.0
6,127701,0.0,0.0,10.0,0.0,0.0,48.0,1155.0,25.0,0.0,0.0,0.0,15.0,175.0,0.0,520.0,0.0,0.0
7,127701,0.0,0.0,15.0,0.0,0.0,66.0,1515.0,60.0,0.0,0.0,0.0,22.0,175.0,0.0,749.0,0.0,26.0
8,127701,0.0,0.0,60.0,0.0,0.0,88.0,1680.0,60.0,0.0,0.0,0.0,29.0,175.0,4.0,1028.0,0.0,52.0
9,127701,0.0,0.0,80.0,0.0,6.0,111.0,2405.0,75.0,0.0,0.0,5.0,40.0,175.0,9.0,1282.0,0.0,52.0
10,127701,0.0,0.0,85.0,0.0,24.0,134.0,2845.0,95.0,0.0,0.0,10.0,48.0,395.0,14.0,1615.0,0.0,52.0
11,127701,0.0,0.0,99.0,0.0,39.0,158.0,3445.0,111.0,0.0,0.0,10.0,64.0,615.0,14.0,1946.0,0.0,52.0
12,127701,0.0,0.0,118.0,0.0,47.0,184.0,3965.0,121.0,0.0,0.0,15.0,81.0,735.0,17.0,2256.0,0.0,52.0
13,127701,0.0,0.0,118.0,0.0,57.0,214.0,4425.0,143.0,0.0,0.0,17.0,107.0,955.0,20.0,2574.0,0.0,52.0
14,127701,0.0,0.0,124.0,0.0,79.0,246.0,4605.0,143.0,0.0,0.0,17.0,136.0,1195.0,20.0,2943.0,0.0,52.0
15,127701,0.0,0.0,129.0,0.0,105.0,276.0,4775.0,143.0,0.0,0.0,19.0,161.0,1195.0,20.0,3369.0,0.0,52.0
16,127701,0.0,0.0,135.0,0.0,125.0,310.0,4925.0,143.0,0.0,0.0,19.0,187.0,1295.0,20.0,3818.0,0.0,52.0
17,127701,0.0,0.0,136.0,0.0,140.0,347.0,5045.0,168.0,0.0,0.0,19.0,220.0,1295.0,20.0,4271.0,0.0,52.0
18,127701,0.0,0.0,136.0,0.0,165.0,391.0,5450.0,183.0,3.0,0.0,19.0,252.0,1295.0,20.0,4721.0,0.0,52.0
19,127701,0.0,0.0,136.0,0.0,189.0,441.0,6095.0,183.0,3.0,0.0,19.0,291.0,1295.0,20.0,5219.0,0.0,52.0
20,127701,0.0,0.0,136.0,0.0,236.0,487.0,6645.0,183.0,3.0,0.0,19.0,331.0,1390.0,20.0,5810.0,0.0,52.0
21,127701,0.0,0.0,136.0,0.0,272.0,548.0,7155.0,183.0,3.0,0.0,19.0,380.0,1490.0,20.0,6392.0,0.0,52.0
22,127701,0.0,0.0,136.0,0.0,302.0,608.0,8155.0,183.0,3.0,0.0,19.0,430.0,1490.0,20.0,7111.0,0.0,52.0
23,127701,0.0,0.0,136.0,0.0,302.0,677.0,9930.0,183.0,3.0,0.0,19.0,484.0,1490.0,20.0,7877.0,0.0,52.0
24,127701,0.0,0.0,136.0,0.0,317.0,743.0,11455.0,183.0,3.0,0.0,19.0,543.0,1490.0,20.0,8758.0,0.0,52.0
25,127701,0.0,0.0,136.0,0.0,339.0,803.0,12455.0,183.0,3.0,0.0,19.0,597.0,1490.0,20.0,9904.0,0.0,52.0
26,127701,0.0,0.0,136.0,0.0,361.0,852.0,13290.0,183.0,3.0,0.0,19.0,640.0,1490.0,20.0,11325.0,0.0,52.0
27,127701,0.0,0.0,136.0,0.0,378.0,895.0,14315.0,183.0,3.0,0.0,19.0,680.0,1490.0,20.0,12884.0,0.0,52.0
28,127701,0.0,0.0,136.0,0.0,395.0,938.0,15460.0,183.0,3.0,0.0,19.0,722.0,1490.0,20.0,14549.0,0.0,52.0
29,127701,0.0,0.0,136.0,0.0,413.0,984.0,16680.0,183.0,3.0,0.0,19.0,768.0,1490.0,20.0,16334.0,0.0,52.0
30,127701,0.0,0.0,136.0,0.0,431.0,1034.0,18055.0,183.0,3.0,0.0,19.0,818.0,1490.0,20.0,18207.0,0.0,52.0
31,127701,0.0,0.0,136.0,0.0,449.0,1085.0,19510.0,183.0,3.0,0.0,19.0,869.0,1490.0,20.0,20171.0,0.0,52.0
32,127701,0.0,0.0,136.0,0.0,467.0,1137.0,21045.0,183.0,3.0,0.0,19.0,921.0,1490.0,20.0,22225.0,0.0,52.0
33,127701,0.0,0.0,136.0,0.0,484.0,1191.0,22655.0,183.0,3.0,0.0,19.0,975.0,1490.0,20.0,24395.0,0.0,52.0
34,127701,0.0,0.0,136.0,0.0,501.0,1246.0,24435.0,183.0,3.0,0.0,19.0,1030.0,1490.0,20.0,26700.0,0.0,52.0
35,127701,0.0,0.0,136.0,0.0,518.0,1302.0,26455.0,183.0,3.0,0.0,19.0,1086.0,1490.0,20.0,29097.0,0.0,52.0
2,127801,0.0,0.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,26.0,0.0,0.0
3,127801,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,94.0,0.0,0.0
4,127801,0.0,0.0,10.0,0.0,0.0,14.0,270.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,214.0,0.0,0.0
5,127801,0.0,0.0,10.0,0.0,0.0,29.0,450.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,405.0,0.0,0.0
6,127801,0.0,0.0,10.0,0.0,0.0,42.0,800.0,50.0,0.0,0.0,0.0,4.0,100.0,0.0,634.0,0.0,0.0
7,127801,0.0,0.0,15.0,0.0,0.0,56.0,1395.0,85.0,0.0,0.0,0.0,8.0,100.0,0.0,894.0,0.0,0.0
8,127801,0.0,0.0,45.0,0.0,0.0,66.0,1560.0,120.0,0.0,1.0,0.0,10.0,100.0,4.0,1255.0,0.0,0.0
9,127801,0.0,0.0,45.0,0.0,16.0,81.0,2135.0,155.0,0.0,2.0,0.0,19.0,100.0,9.0,1569.0,0.0,0.0
10,127801,0.0,0.0,45.0,0.0,39.0,103.0,2575.0,175.0,0.0,3.0,0.0,25.0,520.0,14.0,1921.0,0.0,0.0
11,127801,0.0,0.0,45.0,0.0,84.0,113.0,2835.0,191.0,0.0,4.0,5.0,28.0,740.0,14.0,2374.0,0.0,0.0
12,127801,0.0,0.0,45.0,0.0,139.0,123.0,2975.0,227.0,0.0,4.0,13.0,31.0,740.0,14.0,2840.0,0.0,0.0
13,127801,0.0,0.0,45.0,0.0,199.0,135.0,3215.0,247.0,0.0,4.0,16.0,39.0,740.0,16.0,3321.0,0.0,0.0
14,127801,0.0,0.0,45.0,0.0,263.0,152.0,3355.0,269.0,0.0,4.0,16.0,49.0,860.0,18.0,3813.0,0.0,0.0
15,127801,0.0,0.0,49.0,0.0,319.0,170.0,3445.0,279.0,0.0,4.0,16.0,63.0,980.0,20.0,4324.0,0.0,0.0
16,127801,0.0,0.0,49.0,0.0,378.0,187.0,3475.0,299.0,0.0,4.0,16.0,76.0,980.0,22.0,4892.0,0.0,0.0
17,127801,0.0,0.0,49.0,0.0,453.0,204.0,3475.0,329.0,0.0,4.0,16.0,85.0,980.0,22.0,5520.0,0.0,0.0
18,127801,0.0,0.0,49.0,0.0,557.0,222.0,3475.0,339.0,0.0,4.0,16.0,95.0,980.0,22.0,6202.0,0.0,0.0
19,127801,0.0,0.0,49.0,0.0,686.0,238.0,3475.0,339.0,0.0,4.0,16.0,106.0,980.0,22.0,6978.0,0.0,0.0
20,127801,0.0,0.0,49.0,0.0,824.0,259.0,3475.0,339.0,0.0,4.0,16.0,121.0,980.0,22.0,7796.0,0.0,0.0
21,127801,0.0,0.0,49.0,0.0,1005.0,270.0,3475.0,339.0,0.0,4.0,16.0,131.0,1080.0,22.0,8735.0,0.0,0.0
22,127801,0.0,0.0,49.0,0.0,1197.0,285.0,3475.0,339.0,0.0,4.0,16.0,142.0,1180.0,22.0,9818.0,0.0,0.0
23,127801,0.0,0.0,49.0,0.0,1346.0,308.0,3475.0,339.0,0.0,4.0,16.0,153.0,1180.0,22.0,11079.0,0.0,0.0
24,127801,0.0,0.0,49.0,0.0,1462.0,333.0,3475.0,339.0,0.0,4.0,16.0,165.0,1180.0,22.0,12471.0,0.0,0.0
25,127801,0.0,0.0,49.0,0.0,1554.0,350.0,3475.0,339.0,0.0,4.0,16.0,177.0,1180.0,22.0,14086.0,0.0,0.0
26,127801,0.0,0.0,49.0,0.0,1598.0,367.0,3935.0,339.0,0.0,4.0,16.0,189.0,1180.0,22.0,15843.0,0.0,0.0
27,127801,0.0,0.0,49.0,0.0,1624.0,384.0,4395.0,339.0,0.0,4.0,16.0,201.0,1180.0,22.0,17728.0,0.0,0.0
28,127801,0.0,0.0,49.0,0.0,1650.0,397.0,4395.0,339.0,0.0,4.0,16.0,212.0,1180.0,22.0,19818.0,0.0,0.0
29,127801,0.0,0.0,49.0,0.0,1677.0,406.0,4855.0,339.0,0.0,4.0,16.0,221.0,1180.0,22.0,22051.0,0.0,0.0
30,127801,0.0,0.0,49.0,0.0,1705.0,414.0,5315.0,339.0,0.0,4.0,16.0,229.0,1180.0,22.0,24438.0,0.0,0.0
31,127801,0.0,0.0,49.0,0.0,1733.0,422.0,5775.0,339.0,0.0,4.0,16.0,237.0,1180.0,22.0,26933.0,0.0,0.0
32,127801,0.0,0.0,49.0,0.0,1761.0,430.0,6235.0,339.0,0.0,4.0,16.0,245.0,1180.0,22.0,29538.0,0.0,0.0
33,127801,0.0,0.0,49.0,0.0,1788.0,438.0,6735.0,339.0,0.0,4.0,16.0,253.0,1180.0,22.0,32284.0,0.0,0.0
34,127801,0.0,0.0,49.0,0.0,1814.0,446.0,7735.0,339.0,0.0,4.0,16.0,261.0,1180.0,22.0,35138.0,0.0,0.0
35,127801,0.0,0.0,49.0,0.0,1840.0,454.0,8235.0,339.0,0.0,4.0,16.0,269.0,1180.0,22.0,38177.0,0.0,0.0
2,127901,0.0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,1.0,0.0,0.0,2.0,100.0,0.0,11.0,0.0,2.0
3,127901,0.0,0.0,10.0,0.0,0.0,6.0,160.0,0.0,2.0,0.0,0.0,6.0,200.0,0.0,35.0,0.0,4.0
4,127901,0.0,0.0,20.0,0.0,0.0,16.0,450.0,0.0,4.0,0.0,0.0,12.0,250.0,0.0,89.0,0.0,7.0
5,127901,0.0,0.0,20.0,0.0,0.0,34.0,1050.0,0.0,4.0,0.0,0.0,19.0,250.0,0.0,182.0,0.0,7.0
6,127901,0.0,0.0,20.0,0.0,0.0,54.0,1875.0,0.0,4.0,0.0,0.0,30.0,250.0,0.0,318.0,0.0,7.0
7,127901,0.0,0.0,25.0,0.0,0.0,79.0,2740.0,0.0,4.0,0.0,0.0,47.0,250.0,0.0,438.0,0.0,33.0
8,127901,0.0,0.0,25.0,0.0,0.0,103.0,3610.0,0.0,4.0,5.0,0.0,70.0,250.0,0.0,557.0,0.0,77.0
9,127901,0.0,0.0,30.0,0.0,0.0,128.0,4415.0,0.0,4.0,6.0,5.0,86.0,250.0,5.0,800.0,0.0,77.0
10,127901,0.0,0.0,35.0,0.0,10.0,152.0,5185.0,0.0,4.0,7.0,10.0,105.0,350.0,10.0,1077.0,0.0,77.0
11,127901,0.0,0.0,54.0,0.0,15.0,185.0,5985.0,0.0,4.0,8.0,10.0,125.0,770.0,10.0,1320.0,0.0,77.0
12,127901,0.0,0.0,70.0,0.0,30.0,214.0,6525.0,10.0,4.0,8.0,14.0,146.0,990.0,10.0,1605.0,0.0,77.0
13,127901,0.0,0.0,72.0,0.0,30.0,252.0,7065.0,20.0,6.0,8.0,16.0,184.0,1210.0,13.0,1817.0,0.0,77.0
14,127901,0.0,0.0,74.0,0.0,48.0,292.0,7185.0,20.0,6.0,8.0,18.0,221.0,1330.0,13.0,2118.0,0.0,77.0
15,127901,0.0,0.0,79.0,0.0,58.0,334.0,7325.0,20.0,6.0,8.0,20.0,256.0,1430.0,13.0,2446.0,0.0,77.0
16,127901,0.0,0.0,85.0,0.0,58.0,377.0,7525.0,20.0,6.0,8.0,20.0,296.0,1530.0,13.0,2794.0,0.0,77.0
17,127901,0.0,0.0,86.0,0.0,58.0,425.0,7705.0,35.0,9.0,8.0,20.0,338.0,1530.0,13.0,3144.0,0.0,77.0
18,127901,0.0,0.0,86.0,0.0,58.0,482.0,8110.0,50.0,12.0,8.0,20.0,383.0,1530.0,13.0,3489.0,0.0,77.0
19,127901,0.0,0.0,86.0,0.0,58.0,547.0,8755.0,50.0,12.0,8.0,20.0,437.0,1625.0,13.0,3855.0,0.0,77.0
20,127901,0.0,0.0,86.0,0.0,70.0,609.0,9340.0,50.0,12.0,8.0,20.0,494.0,1720.0,13.0,4312.0,0.0,77.0
21,127901,0.0,0.0,86.0,0.0,70.0,687.0,9960.0,50.0,12.0,8.0,20.0,560.0,1720.0,13.0,4754.0,0.0,77.0
22,127901,0.0,0.0,86.0,0.0,70.0,766.0,11275.0,50.0,12.0,8.0,20.0,629.0,1720.0,13.0,5278.0,0.0,77.0
23,127901,0.0,0.0,86.0,0.0,70.0,851.0,13050.0,50.0,12.0,8.0,20.0,707.0,1720.0,13.0,5843.0,0.0,77.0
24,127901,0.0,0.0,86.0,0.0,70.0,942.0,14575.0,50.0,12.0,8.0,20.0,792.0,1720.0,13.0,6483.0,0.0,77.0
25,127901,0.0,0.0,86.0,0.0,80.0,1028.0,15870.0,50.0,12.0,8.0,20.0,872.0,1720.0,13.0,7348.0,0.0,77.0
26,127901,0.0,0.0,86.0,0.0,95.0,1103.0,17160.0,50.0,12.0,8.0,20.0,941.0,1720.0,13.0,8464.0,0.0,77.0
27,127901,0.0,0.0,86.0,0.0,105.0,1173.0,18730.0,50.0,12.0,8.0,20.0,1008.0,1720.0,13.0,9699.0,0.0,77.0
28,127901,0.0,0.0,86.0,0.0,115.0,1244.0,20495.0,50.0,12.0,8.0,20.0,1078.0,1720.0,13.0,11021.0,0.0,77.0
29,127901,0.0,0.0,86.0,0.0,125.0,1320.0,22490.0,50.0,12.0,8.0,20.0,1154.0,1720.0,13.0,12426.0,0.0,77.0
30,127901,0.0,0.0,86.0,0.0,130.0,1410.0,26875.0,50.0,12.0,8.0,20.0,1244.0,1720.0,13.0,13573.0,0.0,77.0
31,127901,0.0,0.0,86.0,0.0,130.0,1512.0,33640.0,50.0,12.0,8.0,20.0,1346.0,1720.0,13.0,14447.0,0.0,77.0
32,127901,0.0,0.0,86.0,0.0,130.0,1617.0,40775.0,50.0,12.0,8.0,20.0,1451.0,1720.0,13.0,15358.0,0.0,77.0
33,127901,0.0,0.0,86.0,0.0,130.0,1724.0,48525.0,50.0,12.0,8.0,20.0,1558.0,1720.0,13.0,16325.0,0.0,77.0
34,127901,0.0,0.0,86.0,0.0,130.0,1833.0,57055.0,50.0,12.0,8.0,20.0,1667.0,1720.0,13.0,17348.0,0.0,77.0
35,127901,0.0,0.0,86.0,0.0,130.0,1943.0,66295.0,50.0,12.0,8.0,20.0,1777.0,1720.0,13.0,18409.0,0.0,77.0
2,128001,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,21.0
3,128001,0.0,0.0,0.0,0.0,0.0,4.0,135.0,5.0,2.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,75.0
4,128001,0.0,0.0,0.0,0.0,0.0,7.0,195.0,30.0,4.0,0.0,0.0,5.0,130.0,0.0,0.0,0.0,196.0
5,128001,0.0,0.0,5.0,0.0,0.0,12.0,435.0,55.0,6.0,0.0,0.0,12.0,380.0,0.0,0.0,0.0,355.0
6,128001,0.0,0.0,5.0,0.0,0.0,17.0,850.0,55.0,6.0,3.0,0.0,20.0,1075.0,0.0,0.0,0.0,569.0
7,128001,0.0,0.0,5.0,0.0,0.0,25.0,1155.0,55.0,6.0,6.0,0.0,28.0,1520.0,0.0,0.0,0.0,867.0
8,128001,0.0,0.0,5.0,0.0,0.0,38.0,1585.0,80.0,6.0,6.0,0.0,39.0,1965.0,4.0,0.0,0.0,1166.0
9,128001,0.0,0.0,5.0,25.0,0.0,51.0,1885.0,80.0,7.0,6.0,0.0,50.0,2265.0,9.0,0.0,0.0,1544.0
10,128001,5.0,0.0,15.0,55.0,0.0,68.0,2085.0,80.0,7.0,6.0,0.0,55.0,2595.0,18.0,0.0,0.0,1960.0
11,128001,10.0,0.0,35.0,96.0,0.0,83.0,2385.0,80.0,12.0,6.0,0.0,55.0,2745.0,20.0,0.0,0.0,2401.0
12,128001,35.0,0.0,35.0,145.0,0.0,92.0,2875.0,80.0,12.0,8.0,0.0,59.0,2955.0,20.0,0.0,0.0,2863.0
13,128001,48.0,0.0,35.0,207.0,0.0,102.0,3065.0,105.0,12.0,8.0,0.0,65.0,2955.0,24.0,0.0,0.0,3394.0
14,128001,48.0,0.0,35.0,277.0,0.0,111.0,3125.0,130.0,12.0,10.0,0.0,72.0,3075.0,24.0,0.0,0.0,4007.0
15,128001,51.0,0.0,35.0,376.0,0.0,116.0,3235.0,136.0,12.0,10.0,0.0,80.0,3075.0,24.0,0.0,0.0,4666.0
16,128001,59.0,0.0,35.0,453.0,0.0,122.0,3235.0,136.0,12.0,10.0,0.0,92.0,3075.0,24.0,0.0,0.0,5353.0
17,128001,62.0,0.0,35.0,547.0,0.0,129.0,3285.0,136.0,12.0,10.0,0.0,101.0,3075.0,24.0,0.0,0.0,6095.0
18,128001,66.0,0.0,35.0,664.0,0.0,146.0,3335.0,136.0,12.0,10.0,0.0,113.0,3075.0,24.0,0.0,0.0,6838.0
19,128001,66.0,0.0,35.0,816.0,0.0,160.0,3430.0,136.0,12.0,10.0,0.0,117.0,3075.0,24.0,0.0,0.0,7738.0
20,128001,66.0,0.0,35.0,920.0,0.0,186.0,3875.0,136.0,12.0,10.0,0.0,128.0,3075.0,24.0,0.0,0.0,8647.0
21,128001,66.0,0.0,35.0,1027.0,0.0,205.0,4065.0,136.0,17.0,10.0,0.0,140.0,3075.0,24.0,0.0,0.0,9682.0
22,128001,66.0,0.0,35.0,1164.0,0.0,228.0,4220.0,136.0,17.0,10.0,0.0,146.0,3075.0,24.0,0.0,0.0,10932.0
23,128001,66.0,0.0,35.0,1263.0,0.0,247.0,4310.0,136.0,17.0,10.0,0.0,158.0,3075.0,24.0,0.0,0.0,12334.0
24,128001,66.0,0.0,35.0,1356.0,0.0,258.0,4925.0,136.0,17.0,10.0,0.0,158.0,3075.0,24.0,0.0,0.0,13895.0
25,128001,66.0,0.0,35.0,1446.0,0.0,276.0,4925.0,136.0,17.0,10.0,0.0,166.0,3075.0,24.0,0.0,0.0,15610.0
26,128001,66.0,0.0,35.0,1506.0,0.0,291.0,5245.0,136.0,17.0,10.0,0.0,172.0,3075.0,24.0,0.0,0.0,17479.0
27,128001,66.0,0.0,35.0,1543.0,0.0,301.0,5565.0,136.0,17.0,10.0,0.0,177.0,3075.0,24.0,0.0,0.0,19501.0
28,128001,66.0,0.0,35.0,1572.0,0.0,309.0,5565.0,136.0,17.0,10.0,0.0,183.0,3075.0,24.0,0.0,0.0,21697.0
29,128001,66.0,0.0,35.0,1604.0,0.0,315.0,5885.0,136.0,17.0,10.0,0.0,189.0,3075.0,24.0,0.0,0.0,24032.0
30,128001,66.0,0.0,35.0,1637.0,0.0,322.0,5885.0,136.0,17.0,10.0,0.0,196.0,3075.0,24.0,0.0,0.0,26540.0
31,128001,66.0,0.0,35.0,1670.0,0.0,324.0,6410.0,136.0,17.0,10.0,0.0,198.0,3075.0,24.0,0.0,0.0,29150.0
32,128001,66.0,0.0,35.0,1703.0,0.0,326.0,6935.0,136.0,17.0,10.0,0.0,200.0,3075.0,24.0,0.0,0.0,31870.0
33,128001,66.0,0.0,35.0,1735.0,0.0,334.0,7305.0,136.0,17.0,10.0,0.0,208.0,3075.0,24.0,0.0,0.0,34694.0
34,128001,66.0,0.0,35.0,1766.0,0.0,342.0,7305.0,136.0,17.0,10.0,0.0,216.0,3075.0,24.0,0.0,0.0,37710.0
35,128001,66.0,0.0,35.0,1797.0,0.0,350.0,7675.0,136.0,17.0,10.0,0.0,224.0,3075.0,24.0,0.0,0.0,40832.0
2,128301,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,4.0,75.0,0.0,0.0,0.0,19.0
3,128301,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,0.0,0.0,0.0,9.0,125.0,0.0,0.0,0.0,71.0
4,128301,0.0,0.0,0.0,0.0,0.0,2.0,535.0,5.0,0.0,0.0,0.0,16.0,155.0,0.0,0.0,0.0,182.0
5,128301,0.0,0.0,10.0,0.0,0.0,7.0,960.0,25.0,0.0,0.0,0.0,27.0,155.0,0.0,0.0,0.0,323.0
6,128301,0.0,0.0,10.0,0.0,0.0,9.0,1575.0,25.0,0.0,0.0,0.0,43.0,245.0,0.0,0.0,0.0,552.0
7,128301,0.0,0.0,10.0,0.0,0.0,11.0,2245.0,25.0,0.0,0.0,0.0,55.0,715.0,0.0,0.0,0.0,833.0
8,128301,0.0,0.0,10.0,0.0,0.0,19.0,2765.0,25.0,0.0,0.0,0.0,75.0,715.0,0.0,0.0,0.0,1151.0
9,128301,0.0,0.0,10.0,10.0,0.0,27.0,3250.0,50.0,0.0,4.0,0.0,93.0,715.0,5.0,0.0,0.0,1496.0
10,128301,0.0,0.0,20.0,45.0,0.0,37.0,3500.0,75.0,0.0,7.0,0.0,105.0,715.0,10.0,0.0,0.0,1912.0
11,128301,1.0,0.0,50.0,65.0,0.0,54.0,3850.0,75.0,5.0,9.0,0.0,119.0,715.0,13.0,0.0,0.0,2255.0
12,128301,21.0,0.0,50.0,113.0,0.0,62.0,4080.0,75.0,9.0,9.0,0.0,132.0,715.0,16.0,0.0,0.0,2689.0
13,128301,31.0,0.0,50.0,158.0,0.0,75.0,4370.0,100.0,11.0,9.0,0.0,150.0,715.0,19.0,0.0,0.0,3121.0
14,128301,31.0,0.0,50.0,207.0,0.0,90.0,4530.0,125.0,11.0,9.0,0.0,167.0,815.0,19.0,0.0,0.0,3635.0
