command_type,param_05,drama_id,param_02,param_08,command_id,param_04,param_06,param_03,param_01,param_07
2,0,1061501,90,"",1061501011,1.3,"",-220,106111,""
25,"",1061501,bgm_M321_2C,"",1061501012,0,"",0,bgm_M321,""
121,0,1061501,0,"",1061501013,1.25,0,1.25,0,""
32,1,1061501,1,"",1061501014,0,1,0,12,""
23,"",1061501,se_sys_login_birthday_new_01,"",1061501015,0,"",0,se_common,""
93,"",1061501,"","",1061501016,"","","",1.3,""
3,0,1061501,blb_stop,"",1061501017,blb_idle,0.05,0,106111,0.3
2,0,1061501,80,"",1061501018,0.25,"",-220,106111,""
93,"",1061501,"","",1061501019,"","","",1.4,""
121,1,1061501,0,"",1061501020,1.4,3,1.4,0,""
131,"",1061501,"","",1061501021,"","","",1,""
3,1,1061501,blb_blowout_02,"",1061501022,blb_idle,0.3,0,106111,0.3
93,"",1061501,"","",1061501023,"","","",0.7,""
32,1,1061501,0,"",1061501024,0,1,0,12,""
31,1,1061501,13,"",1061501025,0,1,0,13,""
93,"",1061501,"","",1061501026,"","","",0.2,""
23,"",1061501,se_sys_login_birthday_blow_candle,"",1061501027,0,"",0,se_common,""
93,"",1061501,"","",1061501028,"","","",1.2,""
23,"",1061501,se_adv_tickle_02,"",1061501029,0,"",0,se_adv_tickle_02,""
31,1,1061501,4,"",1061501030,0,1,0,4,""
93,"",1061501,"","",1061501031,"","","",1,""
23,"",1061501,se_sys_login_birthday_02,"",1061501032,0,"",0,se_common,""
3,0,1061501,blb_idle,"",1061501033,"",0.3,1,106111,""
93,"",1061501,"","",1061501034,"","","",1.05,""
23,"",1061501,se_sys_login_birthday_cracker,"",1061501035,0,"",0,se_common,""
31,1,1061501,6,"",1061501036,0,1,0,6,""
3,1,1061501,blb_joy_02,"",1061501037,blb_wish_02,0,0,106111,""
93,"",1061501,"","",1061501038,"","","",2,""
21,"",1061501,vo_adv_1061501_000,"",1061501039,0,"",0,vo_adv_1061501,""
13,"",1061501,870,"",1061501040,"","","",106111,""
11,1,1061501,"헤헤, 생일 축하해 줘서 고마워!\n엄청 기쁘다고!","",1061501041,1,0,6,106111,0
91,"",1061501,"","",1061501042,"","","",0,""
21,"",1061501,vo_adv_1061501_001,"",1061501043,0,"",0,vo_adv_1061501,""
11,1,1061501,"엇, 이 케이크 네가 만든 거야?\n너, 꽤 대단한 녀석이었구나!\n조금 존경스러운데!","",1061501044,1,0,5,106111,0
91,"",1061501,"","",1061501045,"","","",0,""
21,"",1061501,vo_adv_1061501_002,"",1061501046,0,"",0,vo_adv_1061501,""
11,1,1061501,"나를 위해 이렇게까지 해주다니\n넌 정말 좋은 녀석이구나!\n그런 좋은 녀석한테 축하받은\n나는 행복한 사람이네!","",1061501047,1,0,6,106111,0
91,"",1061501,"","",1061501048,"","","",0,""
21,"",1061501,vo_adv_1061501_003,"",1061501049,0,"",0,vo_adv_1061501,""
11,1,1061501,"좋아, 다음엔 내가 네 생일을\n축하해 주겠어. 너한테 지지 않을 정도로\n전력을 다해 축하할 테니까, 각오하라고!","",1061501050,1,0,7,106111,0
91,"",1061501,"","",1061501051,"","","",0,""
31,1,1061501,9,"",1061501052,0,1,0,9,""
131,"",1061501,"","",1061501053,"","","",0,""
22,"",1061501,1,"",1061501054,0,"",0,0,""
111,"",1061501,"","",1061501055,"","","","",""
91,"",1061501,"","",1061501056,"","","",0,""
1,-220,1063501,106311,cmn_talk_def_N,1063501001,400,1.5,850,1,1
31,1,1063501,8,"",1063501002,0,1,0,8,""
31,1,1063501,7,"",1063501003,0,1,0,7,""
31,1,1063501,31,"",1063501004,0,1,0,31,""
31,1,1063501,3,"",1063501005,0,1,0,3,""
31,1,1063501,2,"",1063501006,0,1,0,2,""
31,1,1063501,1,"",1063501007,0,1,0,1,""
31,1,1063501,12,"",1063501008,0,0,0,12,""
3,"",1063501,blb_run_01,"",1063501009,"",0.3,1,106311,""
2,0,1063501,90,"",1063501010,1.3,"",-220,106311,""
25,"",1063501,bgm_M321_2C,"",1063501011,0,"",0,bgm_M321,""
121,0,1063501,0,"",1063501012,1.25,0,1.25,0,""
32,1,1063501,1,"",1063501013,0,1,0,12,""
23,"",1063501,se_sys_login_birthday_new_01,"",1063501014,0,"",0,se_common,""
93,"",1063501,"","",1063501015,"","","",1.3,""
3,0,1063501,blb_stop,"",1063501016,blb_idle,0.05,0,106311,0.3
2,0,1063501,80,"",1063501017,0.25,"",-220,106311,""
93,"",1063501,"","",1063501018,"","","",1.4,""
121,1,1063501,0,"",1063501019,1.4,3,1.4,0,""
131,"",1063501,"","",1063501020,"","","",1,""
3,1,1063501,blb_blowout_01,"",1063501021,blb_idle,0.3,0,106311,0.3
93,"",1063501,"","",1063501022,"","","",0.7,""
32,1,1063501,0,"",1063501023,0,1,0,12,""
31,1,1063501,13,"",1063501024,0,1,0,13,""
93,"",1063501,"","",1063501025,"","","",0.2,""
23,"",1063501,se_sys_login_birthday_blow_candle,"",1063501026,0,"",0,se_common,""
93,"",1063501,"","",1063501027,"","","",1.2,""
23,"",1063501,se_adv_tickle_02,"",1063501028,0,"",0,se_adv_tickle_02,""
31,1,1063501,4,"",1063501029,0,1,0,4,""
93,"",1063501,"","",1063501030,"","","",1,""
23,"",1063501,se_sys_login_birthday_02,"",1063501031,0,"",0,se_common,""
3,0,1063501,blb_idle,"",1063501032,"",0.3,1,106311,""
93,"",1063501,"","",1063501033,"","","",1.05,""
23,"",1063501,se_sys_login_birthday_cracker,"",1063501034,0,"",0,se_common,""
31,1,1063501,6,"",1063501035,0,1,0,6,""
3,1,1063501,blb_joy_01,"",1063501036,blb_wish_01,0,0,106311,""
93,"",1063501,"","",1063501037,"","","",2,""
21,"",1063501,vo_adv_1063501_000,"",1063501038,0,"",0,vo_adv_1063501,""
13,"",1063501,870,"",1063501039,"","","",106311,""
11,1,1063501,"케, 케이크……!?\n이런 걸, 저기, 고마워……!","",1063501040,1,0,4,106311,0
91,"",1063501,"","",1063501041,"","","",0,""
21,"",1063501,vo_adv_1063501_001,"",1063501042,0,"",0,vo_adv_1063501,""
11,1,1063501,"으으……\n마, 말이 잘 안 나와……\n말하고 싶은 게 잔뜩 있는데.","",1063501043,1,0,5,106311,0
91,"",1063501,"","",1063501044,"","","",0,""
21,"",1063501,vo_adv_1063501_002,"",1063501045,0,"",0,vo_adv_1063501,""
11,1,1063501,"어, 저기!\n나! 지금부터 숲에 갔다 올게!\n맛있는 나무 열매를 따올게!","",1063501046,1,0,6,106311,0
91,"",1063501,"","",1063501047,"","","",0,""
21,"",1063501,vo_adv_1063501_003,"",1063501048,0,"",0,vo_adv_1063501,""
11,1,1063501,"나, 말은 잘 못하지만……\n나무를 타는 건 자신 있으니까!\n이 두근거림에 보답을 하고 싶어!","",1063501049,1,0,5,106311,0
91,"",1063501,"","",1063501050,"","","",0,""
21,"",1063501,vo_adv_1063501_004,"",1063501051,0,"",0,vo_adv_1063501,""
11,1,1063501,"그러니까, 그, 기다려줘!\n돌아오면, 나랑 같이……\n케이크랑 나무 열매, 먹어주세요!","",1063501052,1,0,4,106311,0
91,"",1063501,"","",1063501053,"","","",0,""
31,1,1063501,9,"",1063501054,0,1,0,9,""
131,"",1063501,"","",1063501055,"","","",0,""
22,"",1063501,1,"",1063501056,0,"",0,0,""
111,"",1063501,"","",1063501057,"","","","",""
91,"",1063501,"","",1063501058,"","","",0,""
1,-220,1065501,106511,cmn_talk_def_N,1065501001,400,1.5,850,1,1
31,1,1065501,8,"",1065501002,0,1,0,8,""
31,1,1065501,7,"",1065501003,0,1,0,7,""
31,1,1065501,32,"",1065501004,0,1,0,32,""
31,1,1065501,3,"",1065501005,0,1,0,3,""
31,1,1065501,2,"",1065501006,0,1,0,2,""
31,1,1065501,1,"",1065501007,0,1,0,1,""
31,1,1065501,12,"",1065501008,0,0,0,12,""
3,"",1065501,blb_run_01,"",1065501009,"",0.3,1,106511,""
2,0,1065501,90,"",1065501010,1.3,"",-220,106511,""
25,"",1065501,bgm_M321_2C,"",1065501011,0,"",0,bgm_M321,""
121,0,1065501,0,"",1065501012,1.25,0,1.25,0,""
32,1,1065501,1,"",1065501013,0,1,0,12,""
23,"",1065501,se_sys_login_birthday_new_01,"",1065501014,0,"",0,se_common,""
93,"",1065501,"","",1065501015,"","","",1.3,""
3,0,1065501,blb_stop,"",1065501016,blb_idle,0.05,0,106511,0.3
2,0,1065501,80,"",1065501017,0.25,"",-220,106511,""
93,"",1065501,"","",1065501018,"","","",1.4,""
121,1,1065501,0,"",1065501019,1.4,3,1.4,0,""
131,"",1065501,"","",1065501020,"","","",1,""
3,1,1065501,blb_blowout_02,"",1065501021,blb_idle,0.3,0,106511,0.3
93,"",1065501,"","",1065501022,"","","",0.7,""
32,1,1065501,0,"",1065501023,0,1,0,12,""
31,1,1065501,13,"",1065501024,0,1,0,13,""
93,"",1065501,"","",1065501025,"","","",0.2,""
23,"",1065501,se_sys_login_birthday_blow_candle,"",1065501026,0,"",0,se_common,""
93,"",1065501,"","",1065501027,"","","",1.2,""
23,"",1065501,se_adv_tickle_02,"",1065501028,0,"",0,se_adv_tickle_02,""
31,1,1065501,4,"",1065501029,0,1,0,4,""
93,"",1065501,"","",1065501030,"","","",1,""
23,"",1065501,se_sys_login_birthday_02,"",1065501031,0,"",0,se_common,""
3,0,1065501,blb_idle,"",1065501032,"",0.3,1,106511,""
93,"",1065501,"","",1065501033,"","","",1.05,""
23,"",1065501,se_sys_login_birthday_cracker,"",1065501034,0,"",0,se_common,""
31,1,1065501,6,"",1065501035,0,1,0,6,""
3,1,1065501,blb_joy_02,"",1065501036,blb_wish_02,0,0,106511,""
93,"",1065501,"","",1065501037,"","","",2,""
21,"",1065501,vo_adv_1065501_000,"",1065501038,0,"",0,vo_adv_1065501,""
13,"",1065501,870,"",1065501039,"","","",106511,""
11,1,1065501,"내 생일을 축하해 줘서\n고마워!\n하여간…… 날 기쁘게\n하다니!","",1065501040,1,0,6,106511,0
91,"",1065501,"","",1065501041,"","","",0,""
21,"",1065501,vo_adv_1065501_001,"",1065501042,0,"",0,vo_adv_1065501,""
11,1,1065501,"신기해…… 싸움도 아닌데\n뭔가 끓어오르기 시작했다고……!\n헤헷, 나답지 않은 얘길\n해버렸나.","",1065501043,1,0,5,106511,0
91,"",1065501,"","",1065501044,"","","",0,""
21,"",1065501,vo_adv_1065501_002,"",1065501045,0,"",0,vo_adv_1065501,""
11,1,1065501,"하지만, 이 정도 선물로\n난 만족하지 않는다고?\n너라면 내가 이렇게 말할 거란 걸\n당연히 알았겠지.","",1065501046,1,0,6,106511,0
91,"",1065501,"","",1065501047,"","","",0,""
21,"",1065501,vo_adv_1065501_003,"",1065501048,0,"",0,vo_adv_1065501,""
11,1,1065501,"그럼 오늘 하루는\n나랑 잔뜩 놀아달라고!\n잘 부탁해!","",1065501049,1,0,6,106511,0
91,"",1065501,"","",1065501050,"","","",0,""
31,1,1065501,9,"",1065501051,0,1,0,9,""
131,"",1065501,"","",1065501052,"","","",0,""
22,"",1065501,1,"",1065501053,0,"",0,0,""
111,"",1065501,"","",1065501054,"","","","",""
91,"",1065501,"","",1065501055,"","","",0,""
1,-220,1066501,106611,cmn_talk_def_N,1066501001,400,1.5,850,1,1
31,1,1066501,8,"",1066501002,0,1,0,8,""
31,1,1066501,7,"",1066501003,0,1,0,7,""
31,1,1066501,54,"",1066501004,0,1,0,54,""
31,1,1066501,3,"",1066501005,0,1,0,3,""
31,1,1066501,2,"",1066501006,0,1,0,2,""
31,1,1066501,1,"",1066501007,0,1,0,1,""
31,1,1066501,12,"",1066501008,0,0,0,12,""
3,"",1066501,blb_run_01,"",1066501009,"",0.3,1,106611,""
2,0,1066501,90,"",1066501010,1.3,"",-220,106611,""
25,"",1066501,bgm_M321_2C,"",1066501011,0,"",0,bgm_M321,""
121,0,1066501,0,"",1066501012,1.25,0,1.25,0,""
32,1,1066501,1,"",1066501013,0,1,0,12,""
23,"",1066501,se_sys_login_birthday_new_01,"",1066501014,0,"",0,se_common,""
93,"",1066501,"","",1066501015,"","","",1.3,""
3,0,1066501,blb_stop,"",1066501016,blb_idle,0.05,0,106611,0.3
2,0,1066501,80,"",1066501017,0.25,"",-220,106611,""
93,"",1066501,"","",1066501018,"","","",1.4,""
121,1,1066501,0,"",1066501019,1.4,3,1.4,0,""
131,"",1066501,"","",1066501020,"","","",1,""
3,1,1066501,blb_blowout_02,"",1066501021,blb_idle,0.3,0,106611,0.3
93,"",1066501,"","",1066501022,"","","",0.7,""
32,1,1066501,0,"",1066501023,0,1,0,12,""
31,1,1066501,13,"",1066501024,0,1,0,13,""
93,"",1066501,"","",1066501025,"","","",0.2,""
23,"",1066501,se_sys_login_birthday_blow_candle,"",1066501026,0,"",0,se_common,""
93,"",1066501,"","",1066501027,"","","",1.2,""
23,"",1066501,se_adv_tickle_02,"",1066501028,0,"",0,se_adv_tickle_02,""
31,1,1066501,4,"",1066501029,0,1,0,4,""
93,"",1066501,"","",1066501030,"","","",1,""
23,"",1066501,se_sys_login_birthday_02,"",1066501031,0,"",0,se_common,""
3,0,1066501,blb_idle,"",1066501032,"",0.3,1,106611,""
93,"",1066501,"","",1066501033,"","","",1.05,""
23,"",1066501,se_sys_login_birthday_cracker,"",1066501034,0,"",0,se_common,""
31,1,1066501,6,"",1066501035,0,1,0,6,""
3,1,1066501,blb_joy_02,"",1066501036,blb_wish_02,0,0,106611,""
93,"",1066501,"","",1066501037,"","","",2,""
21,"",1066501,vo_adv_1066501_000,"",1066501038,0,"",0,vo_adv_1066501,""
13,"",1066501,870,"",1066501039,"","","",106611,""
11,1,1066501,"흐흐~음, 이 대간부\n이노리 님의 생일을 축하하다니,\n오빠도 제법\n눈치가 있네요.","",1066501040,1,0,6,106611,0
91,"",1066501,"","",1066501041,"","","",0,""
21,"",1066501,vo_adv_1066501_001,"",1066501042,0,"",0,vo_adv_1066501,""
11,1,1066501,"거기다 이 케이크의 크기!\n크으~…… 좋네요!\n기분이 확 좋아졌어요!\n칭찬을 아끼지 않겠다입니다!","",1066501043,1,0,5,106611,0
91,"",1066501,"","",1066501044,"","","",0,""
21,"",1066501,vo_adv_1066501_002,"",1066501045,0,"",0,vo_adv_1066501,""
11,1,1066501,"앞으로도 나를 위해서\n확실하게 열과 성의를 다하는 게 좋아요!\n걱정 같은 건 필요 없어~입니다,\n이득 보게 해줄 테니까요!","",1066501046,1,0,6,106611,0
91,"",1066501,"","",1066501047,"","","",0,""
21,"",1066501,vo_adv_1066501_003,"",1066501048,0,"",0,vo_adv_1066501,""
11,1,1066501,"그러니 일단은 이 케이크를\n같이 먹자입니다!\n자자, 오빠도!\n냐~암!","",1066501049,1,0,6,106611,0
91,"",1066501,"","",1066501050,"","","",0,""
31,1,1066501,9,"",1066501051,0,1,0,9,""
131,"",1066501,"","",1066501052,"","","",0,""
22,"",1066501,1,"",1066501053,0,"",0,0,""
111,"",1066501,"","",1066501054,"","","","",""
91,"",1066501,"","",1066501055,"","","",0,""
1,-220,1068501,106811,cmn_talk_def_N,1068501001,400,1.5,850,1,1
31,1,1068501,8,"",1068501002,0,1,0,8,""
31,1,1068501,7,"",1068501003,0,1,0,7,""
31,1,1068501,36,"",1068501004,0,1,0,36,""
31,1,1068501,3,"",1068501005,0,1,0,3,""
31,1,1068501,2,"",1068501006,0,1,0,2,""
31,1,1068501,1,"",1068501007,0,1,0,1,""
31,1,1068501,12,"",1068501008,0,0,0,12,""
3,"",1068501,blb_run_01,"",1068501009,"",0.3,1,106811,""
2,0,1068501,90,"",1068501010,1.3,"",-220,106811,""
25,"",1068501,bgm_M321_2C,"",1068501011,0,"",0,bgm_M321,""
121,0,1068501,0,"",1068501012,1.25,0,1.25,0,""
32,1,1068501,1,"",1068501013,0,1,0,12,""
23,"",1068501,se_sys_login_birthday_new_01,"",1068501014,0,"",0,se_common,""
93,"",1068501,"","",1068501015,"","","",1.3,""
3,0,1068501,blb_stop,"",1068501016,blb_idle,0.05,0,106811,0.3
2,0,1068501,80,"",1068501017,0.25,"",-220,106811,""
93,"",1068501,"","",1068501018,"","","",1.4,""
121,1,1068501,0,"",1068501019,1.4,3,1.4,0,""
131,"",1068501,"","",1068501020,"","","",1,""
3,1,1068501,blb_blowout_01,"",1068501021,blb_idle,0.3,0,106811,0.3
93,"",1068501,"","",1068501022,"","","",0.7,""
32,1,1068501,0,"",1068501023,0,1,0,12,""
31,1,1068501,13,"",1068501024,0,1,0,13,""
93,"",1068501,"","",1068501025,"","","",0.2,""
23,"",1068501,se_sys_login_birthday_blow_candle,"",1068501026,0,"",0,se_common,""
93,"",1068501,"","",1068501027,"","","",1.2,""
23,"",1068501,se_adv_tickle_02,"",1068501028,0,"",0,se_adv_tickle_02,""
31,1,1068501,4,"",1068501029,0,1,0,4,""
93,"",1068501,"","",1068501030,"","","",1,""
23,"",1068501,se_sys_login_birthday_02,"",1068501031,0,"",0,se_common,""
3,0,1068501,blb_idle,"",1068501032,"",0.3,1,106811,""
93,"",1068501,"","",1068501033,"","","",1.05,""
23,"",1068501,se_sys_login_birthday_cracker,"",1068501034,0,"",0,se_common,""
31,1,1068501,6,"",1068501035,0,1,0,6,""
3,1,1068501,blb_joy_01,"",1068501036,blb_wish_01,0,0,106811,""
93,"",1068501,"","",1068501037,"","","",2,""
21,"",1068501,vo_adv_1068501_000,"",1068501038,0,"",0,vo_adv_1068501,""
13,"",1068501,870,"",1068501039,"","","",106811,""
11,1,1068501,"이야~ 설마 내 생일을\n축하해 줄 줄이야\n고마워, 소년!","",1068501040,1,0,5,106811,0
91,"",1068501,"","",1068501041,"","","",0,""
21,"",1068501,vo_adv_1068501_001,"",1068501042,0,"",0,vo_adv_1068501,""
11,1,1068501,"이 케이크, 소년이 직접 만든 거지?\n그야 딱 보면 알지.\n이래 봬도 크레이프 가게의 점장이니까!","",1068501043,1,0,6,106811,0
91,"",1068501,"","",1068501044,"","","",0,""
21,"",1068501,vo_adv_1068501_002,"",1068501045,0,"",0,vo_adv_1068501,""
11,1,1068501,"소년이 어떤 마음으로\n케이크를 만들었는지도\n자~알 전해졌어\n얼마나 정성을 들였는지까지 말이야.","",1068501046,1,0,6,106811,0
91,"",1068501,"","",1068501047,"","","",0,""
21,"",1068501,vo_adv_1068501_003,"",1068501048,0,"",0,vo_adv_1068501,""
11,1,1068501,"그건 그렇고 훌륭한 케이크네.\n이 사이즈와 박력……\n잠깐, 이거 혹시 우리 크레이프에도\n활용해 볼 수 없으려나? 만약 한다면……","",1068501049,1,0,5,106811,0
91,"",1068501,"","",1068501050,"","","",0,""
21,"",1068501,vo_adv_1068501_004,"",1068501051,0,"",0,vo_adv_1068501,""
11,1,1068501,"좋아! 소년, 답례로 다음에\n특제 크레이프를 줄게!\n분명 기뻐할 거라 생각하니까\n뭐, 기대하면서 기다려줘!","",1068501052,1,0,6,106811,0
91,"",1068501,"","",1068501053,"","","",0,""
31,1,1068501,9,"",1068501054,0,1,0,9,""
131,"",1068501,"","",1068501055,"","","",0,""
22,"",1068501,1,"",1068501056,0,"",0,0,""
111,"",1068501,"","",1068501057,"","","","",""
91,"",1068501,"","",1068501058,"","","",0,""
1,-220,1070501,107011,cmn_talk_def_N,1070501001,400,1.5,850,1,1
31,1,1070501,8,"",1070501002,0,1,0,8,""
31,1,1070501,7,"",1070501003,0,1,0,7,""
31,1,1070501,86,"",1070501004,0,1,0,86,""
31,1,1070501,3,"",1070501005,0,1,0,3,""
31,1,1070501,2,"",1070501006,0,1,0,2,""
31,1,1070501,1,"",1070501007,0,1,0,1,""
31,1,1070501,12,"",1070501008,0,0,0,12,""
3,"",1070501,blb_run_01,"",1070501009,"",0.3,1,107011,""
2,0,1070501,90,"",1070501010,1.3,"",-220,107011,""
25,"",1070501,bgm_M321_2C,"",1070501011,0,"",0,bgm_M321,""
121,0,1070501,0,"",1070501012,1.25,0,1.25,0,""
32,1,1070501,1,"",1070501013,0,1,0,12,""
23,"",1070501,se_sys_login_birthday_new_01,"",1070501014,0,"",0,se_common,""
93,"",1070501,"","",1070501015,"","","",1.3,""
3,0,1070501,blb_stop,"",1070501016,blb_idle,0.05,0,107011,0.3
2,0,1070501,80,"",1070501017,0.25,"",-220,107011,""
93,"",1070501,"","",1070501018,"","","",1.4,""
121,1,1070501,0,"",1070501019,1.4,3,1.4,0,""
131,"",1070501,"","",1070501020,"","","",1,""
3,1,1070501,blb_blowout_03,"",1070501021,blb_idle_02,0.3,0,107011,0.3
93,"",1070501,"","",1070501022,"","","",0.7,""
32,1,1070501,0,"",1070501023,0,1,0,12,""
31,1,1070501,13,"",1070501024,0,1,0,13,""
93,"",1070501,"","",1070501025,"","","",0.2,""
23,"",1070501,se_sys_login_birthday_blow_candle,"",1070501026,0,"",0,se_common,""
93,"",1070501,"","",1070501027,"","","",1.2,""
23,"",1070501,se_adv_tickle_02,"",1070501028,0,"",0,se_adv_tickle_02,""
31,1,1070501,4,"",1070501029,0,1,0,4,""
93,"",1070501,"","",1070501030,"","","",1,""
23,"",1070501,se_sys_login_birthday_02,"",1070501031,0,"",0,se_common,""
3,0,1070501,blb_idle_02,"",1070501032,"",0.3,1,107011,""
93,"",1070501,"","",1070501033,"","","",1.05,""
23,"",1070501,se_sys_login_birthday_cracker,"",1070501034,0,"",0,se_common,""
31,1,1070501,6,"",1070501035,0,1,0,6,""
3,1,1070501,blb_joy_04,"",1070501036,blb_wish_04,0,0,107011,""
93,"",1070501,"","",1070501037,"","","",2,""
21,"",1070501,vo_adv_1070501_000,"",1070501038,0,"",0,vo_adv_1070501,""
13,"",1070501,870,"",1070501039,"","","",107011,""
11,1,1070501,"흠, 취향이 괜찮네요.\n공경해야 할 상대를 잊지 않고, 은혜를 잊지 않고,\n건승을 축하하는 연회를 여는……\n예절을 잘 아는 사람은 좋아해요.","",1070501040,1,0,4,107011,0
91,"",1070501,"","",1070501041,"","","",0,""
21,"",1070501,vo_adv_1070501_001,"",1070501042,0,"",0,vo_adv_1070501,""
11,1,1070501,"그나저나 한때는\n갓난아기나 마찬가지였던 당신이\n이만큼 성장한 것을……\n매우 기쁘게 생각해요.","",1070501043,1,0,5,107011,0
91,"",1070501,"","",1070501044,"","","",0,""
21,"",1070501,vo_adv_1070501_002,"",1070501045,0,"",0,vo_adv_1070501,""
11,1,1070501,"다만, 그렇네요……\n호의를 받기만 하는 것도\n성미에 맞지 않으니.\n뭔가 상을 주겠어요.","",1070501046,1,0,5,107011,0
91,"",1070501,"","",1070501047,"","","",0,""
21,"",1070501,vo_adv_1070501_003,"",1070501048,0,"",0,vo_adv_1070501,""
11,1,1070501,"조급하게 정하지 않아도 괜찮아요.\n오늘 하루는, 제가 질릴 때까지\n당신에게 어울려달라고 할 예정이니까요.\n후후…… 기대하고 있을게요?","",1070501049,1,0,5,107011,0
91,"",1070501,"","",1070501050,"","","",0,""
31,1,1070501,9,"",1070501051,0,1,0,9,""
131,"",1070501,"","",1070501052,"","","",0,""
22,"",1070501,1,"",1070501053,0,"",0,0,""
111,"",1070501,"","",1070501054,"","","","",""
91,"",1070501,"","",1070501055,"","","",0,""
1,-220,1071501,107111,cmn_talk_def_N,1071501001,400,1.5,850,1,1
31,1,1071501,8,"",1071501002,0,1,0,8,""
31,1,1071501,7,"",1071501003,0,1,0,7,""
31,1,1071501,77,"",1071501004,0,1,0,77,""
31,1,1071501,3,"",1071501005,0,1,0,3,""
31,1,1071501,2,"",1071501006,0,1,0,2,""
31,1,1071501,1,"",1071501007,0,1,0,1,""
31,1,1071501,12,"",1071501008,0,0,0,12,""
3,"",1071501,blb_run_01,"",1071501009,"",0.3,1,107111,""
2,0,1071501,90,"",1071501010,1.3,"",-220,107111,""
25,"",1071501,bgm_M321_2C,"",1071501011,0,"",0,bgm_M321,""
121,0,1071501,0,"",1071501012,1.25,0,1.25,0,""
32,1,1071501,1,"",1071501013,0,1,0,12,""
23,"",1071501,se_sys_login_birthday_new_01,"",1071501014,0,"",0,se_common,""
93,"",1071501,"","",1071501015,"","","",1.3,""
3,0,1071501,blb_stop,"",1071501016,blb_idle,0.05,0,107111,0.3
2,0,1071501,80,"",1071501017,0.25,"",-220,107111,""
93,"",1071501,"","",1071501018,"","","",1.4,""
121,1,1071501,0,"",1071501019,1.4,3,1.4,0,""
131,"",1071501,"","",1071501020,"","","",1,""
3,1,1071501,blb_blowout_01,"",1071501021,blb_idle,0.3,0,107111,0.3
93,"",1071501,"","",1071501022,"","","",0.7,""
32,1,1071501,0,"",1071501023,0,1,0,12,""
31,1,1071501,13,"",1071501024,0,1,0,13,""
93,"",1071501,"","",1071501025,"","","",0.2,""
23,"",1071501,se_sys_login_birthday_blow_candle,"",1071501026,0,"",0,se_common,""
93,"",1071501,"","",1071501027,"","","",1.2,""
23,"",1071501,se_adv_tickle_02,"",1071501028,0,"",0,se_adv_tickle_02,""
31,1,1071501,4,"",1071501029,0,1,0,4,""
93,"",1071501,"","",1071501030,"","","",1,""
23,"",1071501,se_sys_login_birthday_02,"",1071501031,0,"",0,se_common,""
3,0,1071501,blb_idle,"",1071501032,"",0.3,1,107111,""
93,"",1071501,"","",1071501033,"","","",1.05,""
23,"",1071501,se_sys_login_birthday_cracker,"",1071501034,0,"",0,se_common,""
31,1,1071501,6,"",1071501035,0,1,0,6,""
3,1,1071501,blb_joy_01,"",1071501036,blb_wish_01,0,0,107111,""
93,"",1071501,"","",1071501037,"","","",2,""
21,"",1071501,vo_adv_1071501_000,"",1071501038,0,"",0,vo_adv_1071501,""
13,"",1071501,870,"",1071501039,"","","",107111,""
11,1,1071501,"후후, 이 몸을 불러내서\n뭘 하려는 건가 했더니,\n설마 생일 축하일 줄은.\n재밌는 짓을 해주는군.","",1071501040,1,0,5,107111,0
91,"",1071501,"","",1071501041,"","","",0,""
21,"",1071501,vo_adv_1071501_001,"",1071501042,0,"",0,vo_adv_1071501,""
11,1,1071501,"수제 케이크라는 것도 나쁘지 않아.\n쓸데없이 사치스러운 것들에도\n질려가던 참이다.","",1071501043,1,0,6,107111,0
91,"",1071501,"","",1071501044,"","","",0,""
21,"",1071501,vo_adv_1071501_002,"",1071501045,0,"",0,vo_adv_1071501,""
11,1,1071501,"잘했다 꼬맹이. 나를 즐겁게 하는 방법을\n잘 알게 된 모양이군.","",1071501046,1,0,5,107111,0
91,"",1071501,"","",1071501047,"","","",0,""
21,"",1071501,vo_adv_1071501_003,"",1071501048,0,"",0,vo_adv_1071501,""
11,1,1071501,"그럼 이제 꼬맹이로\n즐겨보도록 할까.\n설마 거부하지는 않겠지?\n음, 잘 이해하고 있는데.","",1071501049,1,0,4,107111,0
91,"",1071501,"","",1071501050,"","","",0,""
21,"",1071501,vo_adv_1071501_004,"",1071501051,0,"",0,vo_adv_1071501,""
11,1,1071501,"자, 즐거운 생일 파티의\n시작이다! 부디 중간에\n쓰러지지는 말라고?","",1071501052,1,0,5,107111,0
91,"",1071501,"","",1071501053,"","","",0,""
31,1,1071501,9,"",1071501054,0,1,0,9,""
131,"",1071501,"","",1071501055,"","","",0,""
22,"",1071501,1,"",1071501056,0,"",0,0,""
111,"",1071501,"","",1071501057,"","","","",""
91,"",1071501,"","",1071501058,"","","",0,""
1,-220,1092501,109211,cmn_talk_def_N,1092501001,400,1.5,850,1,1
31,1,1092501,8,"",1092501002,0,1,0,8,""
31,1,1092501,7,"",1092501003,0,1,0,7,""
31,1,1092501,66,"",1092501004,0,1,0,66,""
31,1,1092501,3,"",1092501005,0,1,0,3,""
31,1,1092501,2,"",1092501006,0,1,0,2,""
31,1,1092501,1,"",1092501007,0,1,0,1,""
31,1,1092501,12,"",1092501008,0,0,0,12,""
3,"",1092501,blb_run_01,"",1092501009,"",0.3,1,109211,""
2,0,1092501,90,"",1092501010,1.3,"",-220,109211,""
