param_04,param_01,drama_id,command_id,param_02,param_07,param_03,param_06,command_type,param_05,param_08
"",0,34712,34712013,"","","","",91,"",""
"",0,34712,34712014,0,"","","",22,"",""
"",101811,34713,34713001,wac_idle_smile,"",1,0.2,3,"",""
"",111,34713,34713002,wac_no_items,"",1,0.2,3,"",""
0,101811,34713,34713003,200,"",-340,"",2,"",""
0,111,34713,34713004,200,"",-340,"",2,"",""
"",45,34713,34713005,0,"","","",32,"",""
"",57,34713,34713006,1,"","","",32,"",""
"",13,34713,34713007,0,"","","",32,"",""
"",0,34713,34713008,"","","","",91,"",""
-108,1,34811,34811001,101611,0,202,2,1,-213,wac_default_01
-108,1,34811,34811002,111,0,201,2,5,-213,wac_default_01
0,43,34811,34811003,43,"",0,1,31,1,""
0,57,34811,34811004,57,"",0,0,31,1,""
0,11,34811,34811005,11,"",0,0,31,1,""
0,502,34811,34811006,502,"",0,1,31,1,""
"",101611,34811,34811007,wac_paint_01,"",0,0.2,3,0,""
"",111,34811,34811008,wac_paint_01,"",0,0.2,3,0,""
"",0,34811,34811009,0,"","","",93,"",""
"",11,34811,34811010,1,"","","",32,"",""
"",se_10035700,34811,34811011,se_10035700_brush,"",0,"",23,"",""
"",101611,34811,34811012,300,"","","",13,"",""
"",1,34811,34811013,"","","","",131,"",""
wac_talk_kyapi_loop,101611,34812,34812001,wac_talk_kyapi_in,"",0,0.2,3,1,""
"",111,34812,34812002,wac_no_items,"",1,0.2,3,"",""
0,101611,34812,34812003,200,"",-340,"",2,"",""
0,111,34812,34812004,200,"",-340,"",2,"",""
"",43,34812,34812005,0,"","","",32,"",""
"",57,34812,34812006,1,"","","",32,"",""
"",11,34812,34812007,0,"","","",32,"",""
0,vo_wac_230128,34812,34812008,vo_wac_230128_000,"",0,"",21,"",""
1,101611,34812,34812009,"됐다~!\n이번에도 상당히 감성적인 느낌으로\n그려낸 것 같은데\n히데사이는 어떻게 생각해?",0,10,0,11,1,0.5
"",0,34812,34812010,"","","","",91,"",""
0,vo_wac_230128,34812,34812011,vo_wac_230128_001,"",0,"",21,"",""
1,101611,34812,34812012,"그치 그치?\n실은 미사킷치랑 몰래\n그림 연습했거든~♪\n다음엔 히데사이도 같이 하~자~!",0,10,0,11,1,0.5
"",0,34812,34812013,"","","","",91,"",""
"",0,34812,34812014,0,"","","",22,"",""
"",101611,34813,34813001,wac_idle_kyapi,"",1,0.2,3,"",""
"",111,34813,34813002,wac_no_items,"",1,0.2,3,"",""
0,101611,34813,34813003,200,"",-340,"",2,"",""
0,111,34813,34813004,200,"",-340,"",2,"",""
"",43,34813,34813005,0,"","","",32,"",""
"",57,34813,34813006,1,"","","",32,"",""
"",11,34813,34813007,0,"","","",32,"",""
"",0,34813,34813008,"","","","",91,"",""
-108,1,34911,34911001,100211,0,202,2,1,-213,wac_default_01
-108,1,34911,34911002,111,0,201,2,5,-213,wac_default_03
0,43,34911,34911003,43,"",0,1,31,1,""
0,57,34911,34911004,57,"",0,0,31,1,""
0,11,34911,34911005,11,"",0,0,31,1,""
0,502,34911,34911006,502,"",0,1,31,1,""
"",100211,34911,34911007,wac_paint_01,"",0,0.2,3,0,""
"",111,34911,34911008,wac_paint_03,"",0,0.2,3,0,""
"",0,34911,34911009,0,"","","",93,"",""
"",11,34911,34911010,1,"","","",32,"",""
"",se_10035700,34911,34911011,se_10035700_brush,"",0,"",23,"",""
"",100211,34911,34911012,300,"","","",13,"",""
"",1,34911,34911013,"","","","",131,"",""
wac_talk_smile_loop,100211,34912,34912001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,34912,34912002,wac_no_items,"",1,0.2,3,"",""
0,100211,34912,34912003,200,"",-340,"",2,"",""
0,111,34912,34912004,200,"",-340,"",2,"",""
"",43,34912,34912005,0,"","","",32,"",""
"",57,34912,34912006,1,"","","",32,"",""
"",11,34912,34912007,0,"","","",32,"",""
0,vo_wac_230129,34912,34912008,vo_wac_230129_000,"",0,"",21,"",""
1,100211,34912,34912009,"그러고 보니, 기사 군도\n그림 그리는 걸 굉장히 잘하게 됐네.\n처, 처음엔 못했다거나\n그런 뜻은 아니거든?",0,10,0,11,1,0.5
"",0,34912,34912010,"","","","",91,"",""
0,vo_wac_230129,34912,34912011,vo_wac_230129_001,"",0,"",21,"",""
1,100211,34912,34912012,"뭐라고 할까……\n그림에서 너의 따뜻함이\n전해지게 된 느낌이 들어.\n둘이 같이 그려서일지도 모르지만♪",0,10,0,11,1,0.5
"",0,34912,34912013,"","","","",91,"",""
"",0,34912,34912014,0,"","","",22,"",""
"",100211,34913,34913001,wac_idle_smile,"",1,0.2,3,"",""
"",111,34913,34913002,wac_no_items,"",1,0.2,3,"",""
0,100211,34913,34913003,200,"",-340,"",2,"",""
0,111,34913,34913004,200,"",-340,"",2,"",""
"",43,34913,34913005,0,"","","",32,"",""
"",57,34913,34913006,1,"","","",32,"",""
"",11,34913,34913007,0,"","","",32,"",""
"",0,34913,34913008,"","","","",91,"",""
-108,1,35011,35011001,100311,0,202,2,1,-100,wac_default_21
-108,1,35011,35011002,111,0,201,2,5,-100,wac_default_27
0,53,35011,35011003,53,"",0,1,31,1,""
0,57,35011,35011004,57,"",0,0,31,1,""
0,20,35011,35011005,20,"",0,0,31,1,""
0,502,35011,35011006,502,"",0,1,31,1,""
"",100311,35011,35011007,wac_paint_21,"",0,0.2,3,0,""
"",111,35011,35011008,wac_paint_27,"",0,0.2,3,0,""
"",0,35011,35011009,0,"","","",93,"",""
"",20,35011,35011010,1,"","","",32,"",""
"",se_common,35011,35011011,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",100311,35011,35011012,300,"","","",13,"",""
"",1,35011,35011013,"","","","",131,"",""
wac_talk_smile_loop,100311,35012,35012001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,35012,35012002,wac_no_items,"",1,0.2,3,"",""
0,100311,35012,35012003,200,"",-340,"",2,"",""
0,111,35012,35012004,200,"",-340,"",2,"",""
"",53,35012,35012005,0,"","","",32,"",""
"",57,35012,35012006,1,"","","",32,"",""
"",20,35012,35012007,0,"","","",32,"",""
0,vo_wac_230130,35012,35012008,vo_wac_230130_000,"",0,"",21,"",""
1,100311,35012,35012009,"그림을 그릴 땐 조용한 호수에\n낚싯줄을 늘어놓을 때처럼\n온화한 마음으로 있어야 해.",0,10,0,11,1,0.5
"",0,35012,35012010,"","","","",91,"",""
0,vo_wac_230130,35012,35012011,vo_wac_230130_001,"",0,"",21,"",""
1,100311,35012,35012012,"당황해서 격렬하게 붓을 움직이거나\n잘 안 된다고\n신경을 곤두세우면 안 돼.\n그림을 본 사람도 그걸 알아채니까.",0,10,0,11,1,0.5
"",0,35012,35012013,"","","","",91,"",""
"",0,35012,35012014,0,"","","",22,"",""
"",100311,35013,35013001,wac_idle_smile,"",1,0.2,3,"",""
"",111,35013,35013002,wac_no_items,"",1,0.2,3,"",""
0,100311,35013,35013003,200,"",-340,"",2,"",""
0,111,35013,35013004,200,"",-340,"",2,"",""
"",53,35013,35013005,0,"","","",32,"",""
"",57,35013,35013006,1,"","","",32,"",""
"",20,35013,35013007,0,"","","",32,"",""
"",0,35013,35013008,"","","","",91,"",""
-108,1,35111,35111001,100111,0,202,2,1,-212.75,wac_default_01
-108,1,35111,35111002,111,0,201,2,5,-212.75,wac_default_03
0,43,35111,35111003,43,"",0,1,31,1,""
0,63,35111,35111004,63,"",0,0,31,1,""
0,11,35111,35111005,11,"",0,0,31,1,""
0,14,35111,35111006,14,"",0,0,31,1,""
0,18,35111,35111007,18,"",0,0,31,1,""
0,502,35111,35111008,502,"",0,1,31,1,""
"",100111,35111,35111009,wac_paint_01,"",0,0.2,3,0,""
"",111,35111,35111010,wac_paint_03,"",0,0.2,3,0,""
"",0,35111,35111011,0,"","","",93,"",""
"",11,35111,35111012,1,"","","",32,"",""
"",se_10035700,35111,35111013,se_10035700_brush,"",0,"",23,"",""
"",100111,35111,35111014,300,"","","",13,"",""
"",1,35111,35111015,"","","","",131,"",""
wac_talk_smile_loop,100111,35112,35112001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,35112,35112002,wac_no_items,"",1,0.2,3,"",""
0,100111,35112,35112003,420,"",-350,"",2,"",""
0,111,35112,35112004,420,"",-350,"",2,"",""
"",43,35112,35112005,0,"","","",32,"",""
"",63,35112,35112006,1,"","","",32,"",""
"",11,35112,35112007,0,"","","",32,"",""
"",14,35112,35112008,1,"","","",32,"",""
"",18,35112,35112009,1,"","","",32,"",""
"",1.8,35112,35112010,0,"","","",93,"",""
0,vo_wac_230131,35112,35112011,vo_wac_230131_000,"",0,"",21,"",""
1,100111,35112,35112012,"마지막 마무리는\n손톱 끝에 물감을 찍어서……\n천천히, 쓰다듬듯이……\n응, 이것으로 오케이야!",0,10,0,11,1,0.5
"",0,35112,35112013,"","","","",91,"",""
0,vo_wac_230131,35112,35112014,vo_wac_230131_001,"",0,"",21,"",""
1,100111,35112,35112015,"세세한 곳을 그릴 땐\n붓보다 손톱이 편해♪\n힘을 너무 줘서 흠집이 생기지 않도록\n조심해야 하지만.",0,10,0,11,1,0.5
"",0,35112,35112016,"","","","",91,"",""
"",0,35112,35112017,0,"","","",22,"",""
"",100111,35113,35113001,wac_idle_smile,"",1,0.2,3,"",""
"",111,35113,35113002,wac_no_items,"",1,0.2,3,"",""
0,100111,35113,35113003,420,"",-350,"",2,"",""
0,111,35113,35113004,420,"",-350,"",2,"",""
"",43,35113,35113005,0,"","","",32,"",""
"",63,35113,35113006,1,"","","",32,"",""
"",11,35113,35113007,0,"","","",32,"",""
"",14,35113,35113008,0,"","","",32,"",""
"",18,35113,35113009,1,"","","",32,"",""
"",0,35113,35113010,"","","","",91,"",""
-108,1,35211,35211001,102011,0,202,2,1,-213,wac_default_01
-108,1,35211,35211002,111,0,201,2,5,-213,wac_default_01
0,43,35211,35211003,43,"",0,1,31,1,""
0,57,35211,35211004,57,"",0,0,31,1,""
0,11,35211,35211005,11,"",0,0,31,1,""
0,502,35211,35211006,502,"",0,1,31,1,""
"",102011,35211,35211007,wac_paint_01,"",0,0.2,3,0,""
"",111,35211,35211008,wac_paint_01,"",0,0.2,3,0,""
"",0,35211,35211009,0,"","","",93,"",""
"",11,35211,35211010,1,"","","",32,"",""
"",se_10035700,35211,35211011,se_10035700_brush,"",0,"",23,"",""
"",102011,35211,35211012,300,"","","",13,"",""
"",1,35211,35211013,"","","","",131,"",""
wac_talk_sad_loop_surprise,102011,35212,35212001,wac_talk_sad_in_surprise,"",0,0.2,3,1,""
"",111,35212,35212002,wac_no_items,"",1,0.2,3,"",""
0,102011,35212,35212003,200,"",-340,"",2,"",""
0,111,35212,35212004,200,"",-340,"",2,"",""
"",43,35212,35212005,0,"","","",32,"",""
"",57,35212,35212006,1,"","","",32,"",""
"",11,35212,35212007,0,"","","",32,"",""
0,vo_wac_230201,35212,35212008,vo_wac_230201_000,"",0,"",21,"",""
1,102011,35212,35212009,"그림을 그릴 때는 붓을 쓰는데,\n하얀 털 부분은 어떻게\n만드는 걸까……?\n엇, 동물의 털이야?",0,10,0,11,1,0.5
"",0,35212,35212010,"","","","",91,"",""
0,vo_wac_230201,35212,35212011,vo_wac_230201_001,"",0,"",21,"",""
1,102011,35212,35212012,"……그렇구나, 필요 없어진 털을\n나눔 받고 있구나~\n미미네 그림은, 동물에게도\n도움받고 있구나♪",0,10,0,11,1,0.5
"",0,35212,35212013,"","","","",91,"",""
"",0,35212,35212014,0,"","","",22,"",""
"",102011,35213,35213001,wac_idle_sad_surprise,"",1,0.2,3,"",""
"",111,35213,35213002,wac_no_items,"",1,0.2,3,"",""
0,102011,35213,35213003,200,"",-340,"",2,"",""
0,111,35213,35213004,200,"",-340,"",2,"",""
"",43,35213,35213005,0,"","","",32,"",""
"",57,35213,35213006,1,"","","",32,"",""
"",11,35213,35213007,0,"","","",32,"",""
"",0,35213,35213008,"","","","",91,"",""
-167,1,35311,35311001,100411,0,202,2,1,-205,wac_default_31
-64,1,35311,35311002,102011,0,254,2,1,-350,wac_default_bot_41
230,1,35311,35311003,103611,0,252,2,1,-325,wac_default_51
-167,1,35311,35311004,111,0,201,2,5,-205,wac_default_36
-64,1,35311,35311005,112,0,253,2,5,-350,wac_default_43
230,1,35311,35311006,113,0,251,2,5,-325,wac_default_bot_56
"",103611,35311,35311007,300,"","","",13,"",""
"",100411,35311,35311008,300,"","","",13,"",""
"",102011,35311,35311009,300,"","","",13,"",""
0,58,35311,35311010,58,"",0,1,31,1,""
0,63,35311,35311011,63,"",0,0,31,1,""
0,15,35311,35311012,15,"",0,0,31,1,""
0,502,35311,35311013,502,"",0,1,31,1,""
"",100411,35311,35311014,wac_paint_31,"",0,0.2,3,0,""
"",111,35311,35311015,wac_paint_36,"",0,0.2,3,0,""
"",102011,35311,35311016,wac_paint_bot_41,"",0,0.2,3,0,""
"",112,35311,35311017,wac_paint_43,"",0,0.2,3,0,""
"",103611,35311,35311018,wac_paint_bot_51,"",0,0.2,3,0,""
"",113,35311,35311019,wac_paint_bot_56,"",0,0.2,3,0,""
"",0,35311,35311020,0,"","","",93,"",""
"",15,35311,35311021,1,"","","",32,"",""
"",se_common,35311,35311022,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,35311,35311023,"","","","",131,"",""
"",103611,35312,35312001,wac_idle_sad,"",1,0,3,"",""
"",100411,35312,35312002,wac_idle_sad_surprise_L,"",1,0,3,"",""
"",102011,35312,35312003,wac_idle_sad_surprise,"",1,0,3,"",""
"",111,35312,35312004,wac_no_items,"",1,0,3,"",""
"",112,35312,35312005,wac_no_items,"",1,0,3,"",""
"",113,35312,35312006,wac_no_items,"",1,0,3,"",""
0,103611,35312,35312007,190,"",-335,"",2,"",""
0,100411,35312,35312008,-190,"",-360,"",2,"",""
0,102011,35312,35312009,350,"",-360,"",2,"",""
0,111,35312,35312010,190,"",-335,"",2,"",""
0,112,35312,35312011,-190,"",-360,"",2,"",""
0,113,35312,35312012,350,"",-360,"",2,"",""
"",58,35312,35312013,0,"","","",32,"",""
"",63,35312,35312014,1,"","","",32,"",""
"",15,35312,35312015,0,"","","",32,"",""
wac_talk_sad_loop,103611,35312,35312016,wac_talk_sad_in,"",0,0.2,3,1,""
0,vo_wac_230202,35312,35312017,vo_wac_230202_000,"",0,"",21,"",""
1,103611,35312,35312018,"이걸로 완성……이 아니야!\n지시서를 본 다음에 그렸는데,\n여기저기 틀렸어……!\n바른 모양으로 고쳐야 해!",0,10,0,11,1,0.5
"",0,35312,35312019,"","","","",91,"",""
"",103611,35312,35312020,wac_idle_sad,"",1,0.2,3,1,""
wac_talk_nerv_loop_L,100411,35312,35312021,wac_talk_nerv_in_L,"",0,0.2,3,1,""
0,vo_wac_230202,35312,35312022,vo_wac_230202_001,"",0,"",21,"",""
1,100411,35312,35312023,"……저거 지시서였구나.\n심심풀이로 낙서해 버렸는데,\n솔직하게 얘기하는 편이 좋을까……?",0,10,0,11,1,0.5
"",0,35312,35312024,"","","","",91,"",""
"",100411,35312,35312025,wac_idle_nerv_L,"",1,0.2,3,1,""
"",102011,35312,35312026,wac_talk_anger_shy,"",1,0.2,3,"",""
0,vo_wac_230202,35312,35312027,vo_wac_230202_002,"",0,"",21,"",""
1,102011,35312,35312028,"지, 지금 바로 설명해야 해~!\n쿄우카, 기다려~!\n그거 맞으니까, 문제없어~!",0,10,0,11,1,0.5
"",0,35312,35312029,"","","","",91,"",""
"",0,35312,35312030,0,"","","",22,"",""
"","",35312,35312031,"","","","",111,"",""
"",103611,35313,35313001,wac_idle_sad,"",1,0.2,3,"",""
"",100411,35313,35313002,wac_idle_nerv_L,"",1,0.2,3,"",""
"",102011,35313,35313003,wac_idle_surprise_shy,"",1,0.2,3,"",""
"",111,35313,35313004,wac_no_items,"",1,0.2,3,"",""
"",112,35313,35313005,wac_no_items,"",1,0.2,3,"",""
"",113,35313,35313006,wac_no_items,"",1,0.2,3,"",""
0,103611,35313,35313007,190,"",-335,"",2,"",""
0,100411,35313,35313008,-190,"",-360,"",2,"",""
0,102011,35313,35313009,350,"",-360,"",2,"",""
0,111,35313,35313010,190,"",-335,"",2,"",""
0,112,35313,35313011,-190,"",-360,"",2,"",""
0,113,35313,35313012,350,"",-360,"",2,"",""
"",58,35313,35313013,0,"","","",32,"",""
"",63,35313,35313014,1,"","","",32,"",""
"",15,35313,35313015,0,"","","",32,"",""
"",0,35313,35313016,"","","","",91,"",""
-108,1,35411,35411001,100411,0,202,2,1,-100,wac_default_21
-108,1,35411,35411002,111,0,201,2,5,-100,wac_default_22
0,53,35411,35411003,53,"",0,1,31,1,""
0,57,35411,35411004,57,"",0,0,31,1,""
0,20,35411,35411005,20,"",0,0,31,1,""
0,502,35411,35411006,502,"",0,1,31,1,""
"",100411,35411,35411007,wac_paint_21,"",0,0.2,3,0,""
"",111,35411,35411008,wac_paint_22,"",0,0.2,3,0,""
"",0,35411,35411009,0,"","","",93,"",""
"",20,35411,35411010,1,"","","",32,"",""
"",se_common,35411,35411011,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",100411,35411,35411012,300,"","","",13,"",""
"",1,35411,35411013,"","","","",131,"",""
wac_talk_smile_loop,100411,35412,35412001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,35412,35412002,wac_no_items,"",1,0.2,3,"",""
0,100411,35412,35412003,200,"",-340,"",2,"",""
0,111,35412,35412004,200,"",-340,"",2,"",""
"",53,35412,35412005,0,"","","",32,"",""
"",57,35412,35412006,1,"","","",32,"",""
"",20,35412,35412007,0,"","","",32,"",""
0,vo_wac_230203,35412,35412008,vo_wac_230203_000,"",0,"",21,"",""
1,100411,35412,35412009,"에헤헤~ 끝~!\n보통 벽에 그림을 그리면 혼나는데,\n반대로 칭찬받을 수 있다니 신기한데?",0,10,0,11,1,0.5
"",0,35412,35412010,"","","","",91,"",""
0,vo_wac_230203,35412,35412011,vo_wac_230203_001,"",0,"",21,"",""
1,100411,35412,35412012,"미소기가 어렸을 때, 집 벽에\n그림을 그렸더니 굉장히 혼났거든.\n둘 다 벽에 그림을 그리는 건 똑같은데~\n어른들이 하는 생각은 알 수가 없어~",0,10,0,11,1,0.5
"",0,35412,35412013,"","","","",91,"",""
"",0,35412,35412014,0,"","","",22,"",""
"",100411,35413,35413001,wac_idle_smile,"",1,0.2,3,"",""
"",111,35413,35413002,wac_no_items,"",1,0.2,3,"",""
0,100411,35413,35413003,200,"",-340,"",2,"",""
0,111,35413,35413004,200,"",-340,"",2,"",""
"",53,35413,35413005,0,"","","",32,"",""
"",57,35413,35413006,1,"","","",32,"",""
"",20,35413,35413007,0,"","","",32,"",""
"",0,35413,35413008,"","","","",91,"",""
-167,1,35511,35511001,109211,0,202,2,1,-205,wac_default_31
-64,1,35511,35511002,109411,0,254,2,1,-350,wac_default_bot_41
230,1,35511,35511003,109311,0,252,2,1,-325,wac_default_51
-167,1,35511,35511004,111,0,201,2,5,-205,wac_default_34
-64,1,35511,35511005,112,0,253,2,5,-350,wac_default_48
230,1,35511,35511006,113,0,251,2,5,-325,wac_default_bot_54
"",109311,35511,35511007,300,"","","",13,"",""
"",109211,35511,35511008,300,"","","",13,"",""
"",109411,35511,35511009,300,"","","",13,"",""
0,58,35511,35511010,58,"",0,1,31,1,""
0,63,35511,35511011,63,"",0,0,31,1,""
0,15,35511,35511012,15,"",0,0,31,1,""
0,502,35511,35511013,502,"",0,1,31,1,""
"",109211,35511,35511014,wac_paint_31,"",0,0.2,3,0,""
"",111,35511,35511015,wac_paint_34,"",0,0.2,3,0,""
"",109411,35511,35511016,wac_paint_bot_41,"",0,0.2,3,0,""
"",112,35511,35511017,wac_paint_48,"",0,0.2,3,0,""
"",109311,35511,35511018,wac_paint_bot_51,"",0,0.2,3,0,""
"",113,35511,35511019,wac_paint_bot_54,"",0,0.2,3,0,""
"",0,35511,35511020,0,"","","",93,"",""
"",15,35511,35511021,1,"","","",32,"",""
"",se_common,35511,35511022,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,35511,35511023,"","","","",131,"",""
"",109311,35512,35512001,wac_idle_doya,"",1,0,3,"",""
"",109211,35512,35512002,wac_idle_smile_L,"",1,0,3,"",""
"",109411,35512,35512003,wac_idle_wish,"",1,0,3,"",""
"",111,35512,35512004,wac_no_items,"",1,0,3,"",""
"",112,35512,35512005,wac_no_items,"",1,0,3,"",""
"",113,35512,35512006,wac_no_items,"",1,0,3,"",""
0,109311,35512,35512007,190,"",-335,"",2,"",""
0,109211,35512,35512008,-190,"",-360,"",2,"",""
0,109411,35512,35512009,350,"",-360,"",2,"",""
0,111,35512,35512010,190,"",-335,"",2,"",""
0,112,35512,35512011,-190,"",-360,"",2,"",""
0,113,35512,35512012,350,"",-360,"",2,"",""
"",58,35512,35512013,0,"","","",32,"",""
"",63,35512,35512014,1,"","","",32,"",""
"",15,35512,35512015,0,"","","",32,"",""
wac_talk_doya_loop,109311,35512,35512016,wac_talk_doya_in,"",0,0.2,3,1,""
0,vo_wac_230204,35512,35512017,vo_wac_230204_000,"",0,"",21,"",""
1,109311,35512,35512018,"후후~웅, 어떤가요!\n루의 예술은!",0,10,0,11,1,0.5
"",0,35512,35512019,"","","","",91,"",""
"",109311,35512,35512020,wac_idle_doya,"",1,0.2,3,1,""
wac_talk_smile_loop_L,109211,35512,35512021,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_230204,35512,35512022,vo_wac_230204_001,"",0,"",21,"",""
1,109211,35512,35512023,"응! 루는 그림 센스가 있네!\n저기, 요령 같은 거 있어?\n본질을 파악하기 위해서,\n관찰력을 단련하는 특훈을 한다든가……",0,10,0,11,1,0.5
"",0,35512,35512024,"","","","",91,"",""
"",109211,35512,35512025,wac_idle_smile_L,"",1,0.2,3,1,""
wac_talk_wish_loop,109411,35512,35512026,wac_talk_wish_in,"",0,0.2,3,1,""
0,vo_wac_230204,35512,35512027,vo_wac_230204_002,"",0,"",21,"",""
1,109411,35512,35512028,"나도 배우고 싶어……\n자신이 전하고 싶은 것을\n모두에게 전해지게끔 그리는 건\n역시 기술이 필요하다고 생각해.",0,10,0,11,1,0.5
"",0,35512,35512029,"","","","",91,"",""
"",109411,35512,35512030,wac_idle_wish,"",1,0.2,3,1,""
"",109311,35512,35512031,wac_talk_anger,"",1,0.2,3,"",""
0,vo_wac_230204,35512,35512032,vo_wac_230204_003,"",0,"",21,"",""
1,109311,35512,35512033,"요, 요령은…………\n하트입니다!!!!",0,10,0,11,1,0.5
"",0,35512,35512034,"","","","",91,"",""
"",0,35512,35512035,0,"","","",22,"",""
"","",35512,35512036,"","","","",111,"",""
"",109311,35513,35513001,wac_idle_doya,"",1,0.2,3,"",""
"",109211,35513,35513002,wac_idle_smile_L,"",1,0.2,3,"",""
"",109411,35513,35513003,wac_idle_wish,"",1,0.2,3,"",""
"",111,35513,35513004,wac_no_items,"",1,0.2,3,"",""
"",112,35513,35513005,wac_no_items,"",1,0.2,3,"",""
"",113,35513,35513006,wac_no_items,"",1,0.2,3,"",""
0,109311,35513,35513007,190,"",-335,"",2,"",""
0,109211,35513,35513008,-190,"",-360,"",2,"",""
0,109411,35513,35513009,350,"",-360,"",2,"",""
0,111,35513,35513010,190,"",-335,"",2,"",""
0,112,35513,35513011,-190,"",-360,"",2,"",""
0,113,35513,35513012,350,"",-360,"",2,"",""
"",58,35513,35513013,0,"","","",32,"",""
"",63,35513,35513014,1,"","","",32,"",""
"",15,35513,35513015,0,"","","",32,"",""
"",0,35513,35513016,"","","","",91,"",""
-108,1,35611,35611001,109411,0,202,2,1,-100,wac_default_21
-108,1,35611,35611002,111,0,201,2,5,-100,wac_default_23
0,53,35611,35611003,53,"",0,1,31,1,""
0,57,35611,35611004,57,"",0,0,31,1,""
0,20,35611,35611005,20,"",0,0,31,1,""
0,502,35611,35611006,502,"",0,1,31,1,""
"",109411,35611,35611007,wac_paint_21,"",0,0.2,3,0,""
"",111,35611,35611008,wac_paint_23,"",0,0.2,3,0,""
"",0,35611,35611009,0,"","","",93,"",""
"",20,35611,35611010,1,"","","",32,"",""
"",se_common,35611,35611011,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",109411,35611,35611012,300,"","","",13,"",""
"",1,35611,35611013,"","","","",131,"",""
wac_talk_sad_loop,109411,35612,35612001,wac_talk_sad_in,"",0,0.2,3,1,""
"",111,35612,35612002,wac_no_items,"",1,0.2,3,"",""
0,109411,35612,35612003,200,"",-340,"",2,"",""
0,111,35612,35612004,200,"",-340,"",2,"",""
"",53,35612,35612005,0,"","","",32,"",""
"",57,35612,35612006,1,"","","",32,"",""
"",20,35612,35612007,0,"","","",32,"",""
0,vo_wac_230205,35612,35612008,vo_wac_230205_000,"",0,"",21,"",""
1,109411,35612,35612009,"……응.\n어때? 이상한 부분 없어?\n다시 못 하는 거라,\n매번 긴장하게 돼……",0,10,0,11,1,0.5
"",0,35612,35612010,"","","","",91,"",""
"",109411,35612,35612011,wac_talk_wish_loop_joy,"",1,0.2,3,0,""
0,vo_wac_230205,35612,35612012,vo_wac_230205_001,"",0,"",21,"",""
1,109411,35612,35612013,"하지만 역시 즐거웠어……\n선 밖으로 색이 튀어나오지 않게 한다든가,\n그런 세세한 작업을,\n좋아……하는 걸까.",0,10,0,11,1,0.5
"",0,35612,35612014,"","","","",91,"",""
"",0,35612,35612015,0,"","","",22,"",""
"",109411,35613,35613001,wac_idle_wish_joy,"",1,0.2,3,"",""
"",111,35613,35613002,wac_no_items,"",1,0.2,3,"",""
0,109411,35613,35613003,200,"",-340,"",2,"",""
0,111,35613,35613004,200,"",-340,"",2,"",""
"",53,35613,35613005,0,"","","",32,"",""
"",57,35613,35613006,1,"","","",32,"",""
"",20,35613,35613007,0,"","","",32,"",""
"",0,35613,35613008,"","","","",91,"",""
-108,1,35711,35711001,109211,0,202,2,1,-325,wac_default_bot_21
-108,1,35711,35711002,111,0,201,2,5,-325,wac_default_bot_21
0,45,35711,35711003,45,"",0,1,31,1,""
0,57,35711,35711004,57,"",0,0,31,1,""
0,13,35711,35711005,13,"",0,0,31,1,""
0,502,35711,35711006,502,"",0,1,31,1,""
"",109211,35711,35711007,wac_paint_bot_21,"",0,0.2,3,0,""
"",111,35711,35711008,wac_paint_bot_21,"",0,0.2,3,0,""
"",0,35711,35711009,0,"","","",93,"",""
"",13,35711,35711010,1,"","","",32,"",""
"",se_common,35711,35711011,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",109211,35711,35711012,300,"","","",13,"",""
"",1,35711,35711013,"","","","",131,"",""
wac_talk_smile_loop,109211,35712,35712001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,35712,35712002,wac_no_items,"",1,0.2,3,"",""
0,109211,35712,35712003,200,"",-340,"",2,"",""
0,111,35712,35712004,200,"",-340,"",2,"",""
"",45,35712,35712005,0,"","","",32,"",""
"",57,35712,35712006,1,"","","",32,"",""
"",13,35712,35712007,0,"","","",32,"",""
0,vo_wac_230206,35712,35712008,vo_wac_230206_000,"",0,"",21,"",""
1,109211,35712,35712009,"이번 완성도도 완벽해!\n에헤헤, 마도서를 읽을 때처럼\n몰두해서 그려 버렸어~!",0,10,0,11,1,0.5
"",0,35712,35712010,"","","","",91,"",""
0,vo_wac_230206,35712,35712011,vo_wac_230206_001,"",0,"",21,"",""
1,109211,35712,35712012,"……벽 그림에 마력은 없어도 느껴져.\n모두가 이어 온 마음이!\n분명 이곳은 보는 사람을 웃는 얼굴로 만드는……\n그런 멋진 장소가 될 것 같네!",0,10,0,11,1,0.5
"",0,35712,35712013,"","","","",91,"",""
"",0,35712,35712014,0,"","","",22,"",""
"",109211,35713,35713001,wac_idle_smile,"",1,0.2,3,"",""
"",111,35713,35713002,wac_no_items,"",1,0.2,3,"",""
