magic_def,magic_penetrate,resist_variation_id,physical_penetrate,wave_hp_recovery,main_skill_lv_4,unit_id,dodge,magic_str,main_skill_lv_6,energy_reduce_rate,ex_skill_lv_3,energy_recovery_rate,main_skill_lv_3,physical_critical,life_steal,magic_critical,level,enemy_id,main_skill_lv_10,main_skill_lv_9,atk,ex_skill_lv_1,def,hp_recovery_rate,ex_skill_lv_4,union_burst_level,resist_status_id,wave_energy_recovery,main_skill_lv_1,rarity,accuracy,ex_skill_lv_5,main_skill_lv_8,main_skill_lv_5,main_skill_lv_7,hp,main_skill_lv_2,ex_skill_lv_2,promotion_level
72,0,0,0,0,63,203001,1,2504,63,0,63,30,63,10,0,10,63,620300163,63,63,0,63,83,0,63,63,200000005,0,63,1,0,63,63,63,63,27608,63,63,1
73,0,0,0,0,64,203001,1,2536,64,0,64,30,64,10,0,10,64,620300164,64,64,0,64,83,0,64,64,200000005,0,64,1,0,64,64,64,64,27990,64,64,1
75,0,0,0,0,65,203001,1,2568,65,0,65,30,65,10,0,10,65,620300165,65,65,0,65,84,0,65,65,200000005,0,65,1,0,65,65,65,65,28371,65,65,1
77,0,0,0,0,66,203001,1,2600,66,0,66,30,66,10,0,10,66,620300166,66,66,0,66,85,0,66,66,200000005,0,66,1,0,66,66,66,66,28753,66,66,1
79,0,0,0,0,67,203001,1,2631,67,0,67,30,67,10,0,10,67,620300167,67,67,0,67,86,0,67,67,200000005,0,67,1,0,67,67,67,67,29134,67,67,1
81,0,0,0,0,68,203001,1,2663,68,0,68,30,68,10,0,10,68,620300168,68,68,0,68,87,0,68,68,200000005,0,68,1,0,68,68,68,68,29516,68,68,1
82,0,0,0,0,69,203001,1,2695,69,0,69,30,69,10,0,10,69,620300169,69,69,0,69,87,0,69,69,200000005,0,69,1,0,69,69,69,69,29897,69,69,1
84,0,0,0,0,70,203001,1,2727,70,0,70,30,70,10,0,10,70,620300170,70,70,0,70,88,0,70,70,200000005,0,70,1,0,70,70,70,70,30279,70,70,1
86,0,0,0,0,71,203001,1,2758,71,0,71,30,71,10,0,10,71,620300171,71,71,0,71,89,0,71,71,200000005,0,71,1,0,71,71,71,71,30660,71,71,1
2,0,0,0,0,1,203100,1,8,1,0,1,30,1,10,0,10,1,620310001,1,1,0,1,7,0,1,1,200000006,0,1,1,0,1,1,1,1,368,1,1,1
3,0,0,0,0,2,203100,1,17,2,0,2,30,2,10,0,10,2,620310002,2,2,0,2,7,0,2,2,200000006,0,2,1,0,2,2,2,2,409,2,2,1
4,0,0,0,0,3,203100,1,24,3,0,3,30,3,10,0,10,3,620310003,3,3,0,3,7,0,3,3,200000006,0,3,1,0,3,3,3,3,428,3,3,1
5,0,0,0,0,4,203100,1,52,4,0,4,30,4,10,0,10,4,620310004,4,4,0,4,7,0,4,4,200000006,0,4,1,0,4,4,4,4,476,4,4,1
4,0,0,0,0,5,203100,1,24,5,0,5,30,5,10,0,10,5,620310005,5,5,0,5,7,0,5,5,200000006,0,5,1,0,5,5,5,5,428,5,5,1
8,0,0,0,0,6,203100,1,94,6,0,6,30,6,10,0,10,6,620310006,6,6,0,6,7,0,6,6,200000006,0,6,1,0,6,6,6,6,520,6,6,1
9,0,0,0,0,7,203100,1,112,7,0,7,30,7,10,0,10,7,620310007,7,7,0,7,7,0,7,7,200000006,0,7,1,0,7,7,7,7,645,7,7,1
9,0,0,0,0,8,203100,1,129,8,0,8,30,8,10,0,10,8,620310008,8,8,0,8,8,0,8,8,200000006,0,8,1,0,8,8,8,8,770,8,8,1
10,0,0,0,0,9,203100,1,147,9,0,9,30,9,10,0,10,9,620310009,9,9,0,9,8,0,9,9,200000006,0,9,1,0,9,9,9,9,895,9,9,1
11,0,0,0,0,10,203100,1,164,10,0,10,30,10,10,0,10,10,620310010,10,10,0,10,9,0,10,10,200000006,0,10,1,0,10,10,10,10,1020,10,10,1
11,0,0,0,0,11,203100,1,182,11,0,11,30,11,10,0,10,11,620310011,11,11,0,11,9,0,11,11,200000006,0,11,1,0,11,11,11,11,1144,11,11,1
12,0,0,0,0,12,203100,1,199,12,0,12,30,12,10,0,10,12,620310012,12,12,0,12,9,0,12,12,200000006,0,12,1,0,12,12,12,12,1269,12,12,1
13,0,0,0,0,13,203100,1,217,13,0,13,30,13,10,0,10,13,620310013,13,13,0,13,10,0,13,13,200000006,0,13,1,0,13,13,13,13,1394,13,13,1
13,0,0,0,0,14,203100,1,234,14,0,14,30,14,10,0,10,14,620310014,14,14,0,14,10,0,14,14,200000006,0,14,1,0,14,14,14,14,1519,14,14,1
14,0,0,0,0,15,203100,1,252,15,0,15,30,15,10,0,10,15,620310015,15,15,0,15,11,0,15,15,200000006,0,15,1,0,15,15,15,15,1644,15,15,1
14,0,0,0,0,16,203100,1,269,16,0,16,30,16,10,0,10,16,620310016,16,16,0,16,11,0,16,16,200000006,0,16,1,0,16,16,16,16,1769,16,16,1
15,0,0,0,0,17,203100,1,287,17,0,17,30,17,10,0,10,17,620310017,17,17,0,17,12,0,17,17,200000006,0,17,1,0,17,17,17,17,1894,17,17,1
16,0,0,0,0,18,203100,1,304,18,0,18,30,18,10,0,10,18,620310018,18,18,0,18,12,0,18,18,200000006,0,18,1,0,18,18,18,18,2019,18,18,1
16,0,0,0,0,19,203100,1,322,19,0,19,30,19,10,0,10,19,620310019,19,19,0,19,12,0,19,19,200000006,0,19,1,0,19,19,19,19,2143,19,19,1
17,0,0,0,0,20,203100,1,339,20,0,20,30,20,10,0,10,20,620310020,20,20,0,20,13,0,20,20,200000006,0,20,1,0,20,20,20,20,2268,20,20,1
18,0,0,0,0,21,203100,1,357,21,0,21,30,21,10,0,10,21,620310021,21,21,0,21,13,0,21,21,200000006,0,21,1,0,21,21,21,21,2393,21,21,1
18,0,0,0,0,22,203100,1,374,22,0,22,30,22,10,0,10,22,620310022,22,22,0,22,14,0,22,22,200000006,0,22,1,0,22,22,22,22,2518,22,22,1
19,0,0,0,0,23,203100,1,392,23,0,23,30,23,10,0,10,23,620310023,23,23,0,23,14,0,23,23,200000006,0,23,1,0,23,23,23,23,2643,23,23,1
24,0,0,0,0,24,203100,1,393,24,0,24,30,24,10,0,10,24,620310024,24,24,0,24,18,0,24,24,200000006,0,24,1,0,24,24,24,24,2892,24,24,1
29,0,0,0,0,25,203100,1,393,25,0,25,30,25,10,0,10,25,620310025,25,25,0,25,21,0,25,25,200000006,0,25,1,0,25,25,25,25,3141,25,25,1
30,0,0,0,0,26,203100,1,422,26,0,26,30,26,10,0,10,26,620310026,26,26,0,26,22,0,26,26,200000006,0,26,1,0,26,26,26,26,3568,26,26,1
32,0,0,0,0,27,203100,1,451,27,0,27,30,27,10,0,10,27,620310027,27,27,0,27,23,0,27,27,200000006,0,27,1,0,27,27,27,27,3995,27,27,1
33,0,0,0,0,28,203100,1,480,28,0,28,30,28,10,0,10,28,620310028,28,28,0,28,24,0,28,28,200000006,0,28,1,0,28,28,28,28,4422,28,28,1
34,0,0,0,0,29,203100,1,509,29,0,29,30,29,10,0,10,29,620310029,29,29,0,29,25,0,29,29,200000006,0,29,1,0,29,29,29,29,4850,29,29,1
35,0,0,0,0,30,203100,1,538,30,0,30,30,30,10,0,10,30,620310030,30,30,0,30,26,0,30,30,200000006,0,30,1,0,30,30,30,30,5277,30,30,1
37,0,0,0,0,31,203100,1,567,31,0,31,30,31,10,0,10,31,620310031,31,31,0,31,27,0,31,31,200000006,0,31,1,0,31,31,31,31,5704,31,31,1
38,0,0,0,0,32,203100,1,596,32,0,32,30,32,10,0,10,32,620310032,32,32,0,32,28,0,32,32,200000006,0,32,1,0,32,32,32,32,6131,32,32,1
39,0,0,0,0,33,203100,1,625,33,0,33,30,33,10,0,10,33,620310033,33,33,0,33,29,0,33,33,200000006,0,33,1,0,33,33,33,33,6558,33,33,1
40,0,0,0,0,34,203100,1,653,34,0,34,30,34,10,0,10,34,620310034,34,34,0,34,29,0,34,34,200000006,0,34,1,0,34,34,34,34,6985,34,34,1
42,0,0,0,0,35,203100,1,682,35,0,35,30,35,10,0,10,35,620310035,35,35,0,35,30,0,35,35,200000006,0,35,1,0,35,35,35,35,7412,35,35,1
43,0,0,0,0,36,203100,1,711,36,0,36,30,36,10,0,10,36,620310036,36,36,0,36,31,0,36,36,200000006,0,36,1,0,36,36,36,36,7839,36,36,1
44,0,0,0,0,37,203100,1,740,37,0,37,30,37,10,0,10,37,620310037,37,37,0,37,32,0,37,37,200000006,0,37,1,0,37,37,37,37,8267,37,37,1
45,0,0,0,0,38,203100,1,769,38,0,38,30,38,10,0,10,38,620310038,38,38,0,38,33,0,38,38,200000006,0,38,1,0,38,38,38,38,8694,38,38,1
47,0,0,0,0,39,203100,1,798,39,0,39,30,39,10,0,10,39,620310039,39,39,0,39,34,0,39,39,200000006,0,39,1,0,39,39,39,39,9121,39,39,1
48,0,0,0,0,40,203100,1,827,40,0,40,30,40,10,0,10,40,620310040,40,40,0,40,35,0,40,40,200000006,0,40,1,0,40,40,40,40,9548,40,40,1
49,0,0,0,0,41,203100,1,856,41,0,41,30,41,10,0,10,41,620310041,41,41,0,41,36,0,41,41,200000006,0,41,1,0,41,41,41,41,9975,41,41,1
49,0,0,0,0,42,203100,1,866,42,0,42,30,42,10,0,10,42,620310042,42,42,0,42,36,0,42,42,200000006,0,42,1,0,42,42,42,42,12764,42,42,1
52,0,0,0,0,43,203100,1,912,43,0,43,30,43,10,0,10,43,620310043,43,43,0,43,38,0,43,43,200000006,0,43,1,0,43,43,43,43,13541,43,43,1
56,0,0,0,0,44,203100,1,958,44,0,44,30,44,10,0,10,44,620310044,44,44,0,44,41,0,44,44,200000006,0,44,1,0,44,44,44,44,14319,44,44,1
59,0,0,0,0,45,203100,1,1003,45,0,45,30,45,10,0,10,45,620310045,45,45,0,45,43,0,45,45,200000006,0,45,1,0,45,45,45,45,15096,45,45,1
62,0,0,0,0,46,203100,1,1049,46,0,46,30,46,10,0,10,46,620310046,46,46,0,46,45,0,46,46,200000006,0,46,1,0,46,46,46,46,15874,46,46,1
65,0,0,0,0,47,203100,1,1315,47,0,47,30,47,10,0,10,47,620310047,47,47,0,47,47,0,47,47,200000006,0,47,1,0,47,47,47,47,20020,47,47,1
63,0,0,0,0,48,203100,1,1381,48,0,48,30,48,10,0,10,48,620310048,48,48,0,48,45,0,48,48,200000006,0,48,1,0,48,48,48,48,23923,48,48,1
65,0,0,0,0,49,203100,1,1385,49,0,49,30,49,10,0,10,49,620310049,49,49,0,49,48,0,49,49,200000006,0,49,1,0,49,49,49,49,20020,49,49,1
81,0,0,0,0,50,203100,1,1420,50,0,50,30,50,10,0,10,50,620310050,50,50,0,50,62,0,50,50,200000006,0,50,1,0,50,50,50,50,20887,50,50,1
97,0,0,0,0,51,203100,1,1454,51,0,51,30,51,10,0,10,51,620310051,51,51,0,51,77,0,51,51,200000006,0,51,1,0,51,51,51,51,21754,51,51,1
113,0,0,0,0,52,203100,1,1489,52,0,52,30,52,10,0,10,52,620310052,52,52,0,52,91,0,52,52,200000006,0,52,1,0,52,52,52,52,22621,52,52,1
113,0,0,0,0,53,203100,1,1527,53,0,53,30,53,10,0,10,53,620310053,53,53,0,53,91,0,53,53,200000006,0,53,1,0,53,53,53,53,23290,53,53,1
113,0,0,0,0,54,203100,1,1565,54,0,54,30,54,10,0,10,54,620310054,54,54,0,54,93,0,54,54,200000006,0,54,1,0,54,54,54,54,23957,54,54,1
113,0,0,0,0,55,203100,1,1603,55,0,55,30,55,10,0,10,55,620310055,55,55,0,55,93,0,55,55,200000006,0,55,1,0,55,55,55,55,24626,55,55,1
113,0,0,0,0,56,203100,1,1603,56,0,56,30,56,10,0,10,56,620310056,56,56,0,56,93,0,56,56,200000006,0,56,1,0,56,56,56,56,24390,56,56,1
115,0,0,0,0,57,203100,1,1603,57,0,57,30,57,10,0,10,57,620310057,57,57,0,57,93,0,57,57,200000006,0,57,1,0,57,57,57,57,24390,57,57,1
118,0,0,0,0,58,203100,1,1603,58,0,58,30,58,10,0,10,58,620310058,58,58,0,58,95,0,58,58,200000006,0,58,1,0,58,58,58,58,24390,58,58,1
120,0,0,0,0,59,203100,1,1603,59,0,59,30,59,10,0,10,59,620310059,59,59,0,59,95,0,59,59,200000006,0,59,1,0,59,59,59,59,24390,59,59,1
121,0,0,0,0,60,203100,1,1603,60,0,60,30,60,10,0,10,60,620310060,60,60,0,60,95,0,60,60,200000006,0,60,1,0,60,60,60,60,24390,60,60,1
123,0,0,0,0,61,203100,1,1603,61,0,61,30,61,10,0,10,61,620310061,61,61,0,61,95,0,61,61,200000006,0,61,1,0,61,61,61,61,24390,61,61,1
123,0,0,0,0,62,203100,1,1651,62,0,62,30,62,10,0,10,62,620310062,62,62,0,62,96,0,62,62,200000006,0,62,1,0,62,62,62,62,24682,62,62,1
123,0,0,0,0,63,203100,1,1700,63,0,63,30,63,10,0,10,63,620310063,63,63,0,63,96,0,63,63,200000006,0,63,1,0,63,63,63,63,24974,63,63,1
124,0,0,0,0,64,203100,1,1748,64,0,64,30,64,10,0,10,64,620310064,64,64,0,64,97,0,64,64,200000006,0,64,1,0,64,64,64,64,25266,64,64,1
124,0,0,0,0,65,203100,1,1796,65,0,65,30,65,10,0,10,65,620310065,65,65,0,65,98,0,65,65,200000006,0,65,1,0,65,65,65,65,25558,65,65,1
124,0,0,0,0,66,203100,1,1845,66,0,66,30,66,10,0,10,66,620310066,66,66,0,66,99,0,66,66,200000006,0,66,1,0,66,66,66,66,25851,66,66,1
124,0,0,0,0,67,203100,1,1893,67,0,67,30,67,10,0,10,67,620310067,67,67,0,67,99,0,67,67,200000006,0,67,1,0,67,67,67,67,26143,67,67,1
125,0,0,0,0,68,203100,1,1942,68,0,68,30,68,10,0,10,68,620310068,68,68,0,68,100,0,68,68,200000006,0,68,1,0,68,68,68,68,26435,68,68,1
125,0,0,0,0,69,203100,1,1990,69,0,69,30,69,10,0,10,69,620310069,69,69,0,69,101,0,69,69,200000006,0,69,1,0,69,69,69,69,26727,69,69,1
125,0,0,0,0,70,203100,1,2038,70,0,70,30,70,10,0,10,70,620310070,70,70,0,70,101,0,70,70,200000006,0,70,1,0,70,70,70,70,27019,70,70,1
125,0,0,0,0,71,203100,1,2087,71,0,71,30,71,10,0,10,71,620310071,71,71,0,71,102,0,71,71,200000006,0,71,1,0,71,71,71,71,27311,71,71,1
5,0,0,0,0,1,203200,1,95,1,0,1,30,1,10,0,10,1,620320001,1,1,0,1,5,0,1,1,200000001,0,1,1,0,1,1,1,1,139,1,1,1
5,0,0,0,0,2,203200,1,99,2,0,2,30,2,10,0,10,2,620320002,2,2,0,2,5,0,2,2,200000001,0,2,1,0,2,2,2,2,168,2,2,1
6,0,0,0,0,3,203200,1,104,3,0,3,30,3,10,0,10,3,620320003,3,3,0,3,5,0,3,3,200000001,0,3,1,0,3,3,3,3,257,3,3,1
6,0,0,0,0,4,203200,1,108,4,0,4,30,4,10,0,10,4,620320004,4,4,0,4,6,0,4,4,200000001,0,4,1,0,4,4,4,4,311,4,4,1
7,0,0,0,0,5,203200,1,112,5,0,5,30,5,10,0,10,5,620320005,5,5,0,5,6,0,5,5,200000001,0,5,1,0,5,5,5,5,474,5,5,1
8,0,0,0,0,6,203200,1,117,6,0,6,30,6,10,0,10,6,620320006,6,6,0,6,7,0,6,6,200000001,0,6,1,0,6,6,6,6,573,6,6,1
9,0,0,0,0,7,203200,1,122,7,0,7,30,7,10,0,10,7,620320007,7,7,0,7,7,0,7,7,200000001,0,7,1,0,7,7,7,7,875,7,7,1
10,0,0,0,0,8,203200,1,127,8,0,8,30,8,10,0,10,8,620320008,8,8,0,8,8,0,8,8,200000001,0,8,1,0,8,8,8,8,1057,8,8,1
11,0,0,0,0,9,203200,1,138,9,0,9,30,9,10,0,10,9,620320009,9,9,0,9,8,0,9,9,200000001,0,9,1,0,9,9,9,9,1093,9,9,1
11,0,0,0,0,10,203200,1,148,10,0,10,30,10,10,0,10,10,620320010,10,10,0,10,8,0,10,10,200000001,0,10,1,0,10,10,10,10,1128,10,10,1
11,0,0,0,0,11,203200,1,148,11,0,11,30,11,10,0,10,11,620320011,11,11,0,11,8,0,11,11,200000001,0,11,1,0,11,11,11,11,1128,11,11,1
12,0,0,0,0,12,203200,1,160,12,0,12,30,12,10,0,10,12,620320012,12,12,0,12,9,0,12,12,200000001,0,12,1,0,12,12,12,12,1149,12,12,1
17,0,0,0,0,13,203200,1,176,13,0,13,30,13,10,0,10,13,620320013,13,13,0,13,12,0,13,13,200000001,0,13,1,0,13,13,13,13,1170,13,13,1
17,0,0,0,0,14,203200,1,176,14,0,14,30,14,10,0,10,14,620320014,14,14,0,14,12,0,14,14,200000001,0,14,1,0,14,14,14,14,1170,14,14,1
18,0,0,0,0,15,203200,1,191,15,0,15,30,15,10,0,10,15,620320015,15,15,0,15,13,0,15,15,200000001,0,15,1,0,15,15,15,15,1292,15,15,1
18,0,0,0,0,16,203200,1,222,16,0,16,30,16,10,0,10,16,620320016,16,16,0,16,13,0,16,16,200000001,0,16,1,0,16,16,16,16,1554,16,16,1
18,0,0,0,0,17,203200,1,268,17,0,17,30,17,10,0,10,17,620320017,17,17,0,17,13,0,17,17,200000001,0,17,1,0,17,17,17,17,1938,17,17,1
19,0,0,0,0,18,203200,1,306,18,0,18,30,18,10,0,10,18,620320018,18,18,0,18,14,0,18,18,200000001,0,18,1,0,18,18,18,18,2019,18,18,1
19,0,0,0,0,19,203200,1,390,19,0,19,30,19,10,0,10,19,620320019,19,19,0,19,14,0,19,19,200000001,0,19,1,0,19,19,19,19,2483,19,19,1
20,0,0,0,0,20,203200,1,395,20,0,20,30,20,10,0,10,20,620320020,20,20,0,20,14,0,20,20,200000001,0,20,1,0,20,20,20,20,2630,20,20,1
20,0,0,0,0,21,203200,1,398,21,0,21,30,21,10,0,10,21,620320021,21,21,0,21,14,0,21,21,200000001,0,21,1,0,21,21,21,21,2756,21,21,1
20,0,0,0,0,22,203200,1,402,22,0,22,30,22,10,0,10,22,620320022,22,22,0,22,14,0,22,22,200000001,0,22,1,0,22,22,22,22,2883,22,22,1
20,0,0,0,0,23,203200,1,405,23,0,23,30,23,10,0,10,23,620320023,23,23,0,23,14,0,23,23,200000001,0,23,1,0,23,23,23,23,3009,23,23,1
23,0,0,0,0,24,203200,1,417,24,0,24,30,24,10,0,10,24,620320024,24,24,0,24,16,0,24,24,200000001,0,24,1,0,24,24,24,24,3156,24,24,1
26,0,0,0,0,25,203200,1,429,25,0,25,30,25,10,0,10,25,620320025,25,25,0,25,18,0,25,25,200000001,0,25,1,0,25,25,25,25,3304,25,25,1
29,0,0,0,0,26,203200,1,440,26,0,26,30,26,10,0,10,26,620320026,26,26,0,26,19,0,26,26,200000001,0,26,1,0,26,26,26,26,3451,26,26,1
32,0,0,0,0,27,203200,1,452,27,0,27,30,27,10,0,10,27,620320027,27,27,0,27,21,0,27,27,200000001,0,27,1,0,27,27,27,27,3598,27,27,1
34,0,0,0,0,28,203200,1,486,28,0,28,30,28,10,0,10,28,620320028,28,28,0,28,23,0,28,28,200000001,0,28,1,0,28,28,28,28,4093,28,28,1
34,0,0,0,0,29,203200,1,495,29,0,29,30,29,10,0,10,29,620320029,29,29,0,29,23,0,29,29,200000001,0,29,1,0,29,29,29,29,4493,29,29,1
34,0,0,0,0,30,203200,1,503,30,0,30,30,30,10,0,10,30,620320030,30,30,0,30,23,0,30,30,200000001,0,30,1,0,30,30,30,30,4769,30,30,1
34,0,0,0,0,31,203200,1,512,31,0,31,30,31,10,0,10,31,620320031,31,31,0,31,23,0,31,31,200000001,0,31,1,0,31,31,31,31,5044,31,31,1
34,0,0,0,0,32,203200,1,520,32,0,32,30,32,10,0,10,32,620320032,32,32,0,32,23,0,32,32,200000001,0,32,1,0,32,32,32,32,5320,32,32,1
34,0,0,0,0,33,203200,1,556,33,0,33,30,33,10,0,10,33,620320033,33,33,0,33,24,0,33,33,200000001,0,33,1,0,33,33,33,33,5778,33,33,1
34,0,0,0,0,34,203200,1,591,34,0,34,30,34,10,0,10,34,620320034,34,34,0,34,24,0,34,34,200000001,0,34,1,0,34,34,34,34,6236,34,34,1
34,0,0,0,0,35,203200,1,629,35,0,35,30,35,10,0,10,35,620320035,35,35,0,35,24,0,35,35,200000001,0,35,1,0,35,35,35,35,6630,35,35,1
35,0,0,0,0,36,203200,1,667,36,0,36,30,36,10,0,10,36,620320036,36,36,0,36,24,0,36,36,200000001,0,36,1,0,36,36,36,36,7025,36,36,1
35,0,0,0,0,37,203200,1,705,37,0,37,30,37,10,0,10,37,620320037,37,37,0,37,24,0,37,37,200000001,0,37,1,0,37,37,37,37,7419,37,37,1
35,0,0,0,0,38,203200,1,705,38,0,38,30,38,10,0,10,38,620320038,38,38,0,38,24,0,38,38,200000001,0,38,1,0,38,38,38,38,7419,38,38,1
44,0,0,0,0,39,203200,1,749,39,0,39,30,39,10,0,10,39,620320039,39,39,0,39,30,0,39,39,200000001,0,39,1,0,39,39,39,39,8409,39,39,1
53,0,0,0,0,40,203200,1,858,40,0,40,30,40,10,0,10,40,620320040,40,40,0,40,36,0,40,40,200000001,0,40,1,0,40,40,40,40,11921,40,40,1
54,0,0,0,0,41,203200,1,922,41,0,41,30,41,10,0,10,41,620320041,41,41,0,41,37,0,41,41,200000001,0,41,1,0,41,41,41,41,12375,41,41,1
56,0,0,0,0,42,203200,1,986,42,0,42,30,42,10,0,10,42,620320042,42,42,0,42,38,0,42,42,200000001,0,42,1,0,42,42,42,42,12829,42,42,1
57,0,0,0,0,43,203200,1,1050,43,0,43,30,43,10,0,10,43,620320043,43,43,0,43,39,0,43,43,200000001,0,43,1,0,43,43,43,43,13283,43,43,1
59,0,0,0,0,44,203200,1,1114,44,0,44,30,44,10,0,10,44,620320044,44,44,0,44,39,0,44,44,200000001,0,44,1,0,44,44,44,44,13737,44,44,1
60,0,0,0,0,45,203200,1,1178,45,0,45,30,45,10,0,10,45,620320045,45,45,0,45,40,0,45,45,200000001,0,45,1,0,45,45,45,45,14191,45,45,1
62,0,0,0,0,46,203200,1,1242,46,0,46,30,46,10,0,10,46,620320046,46,46,0,46,41,0,46,46,200000001,0,46,1,0,46,46,46,46,14645,46,46,1
63,0,0,0,0,47,203200,1,1306,47,0,47,30,47,10,0,10,47,620320047,47,47,0,47,42,0,47,47,200000001,0,47,1,0,47,47,47,47,15099,47,47,1
63,0,0,0,0,48,203200,1,1344,48,0,48,30,48,10,0,10,48,620320048,48,48,0,48,43,0,48,48,200000001,0,48,1,0,48,48,48,48,15121,48,48,1
69,0,0,0,0,49,203200,1,1436,49,0,49,30,49,10,0,10,49,620320049,49,49,0,49,47,0,49,49,200000001,0,49,1,0,49,49,49,49,16969,49,49,1
76,0,0,0,0,50,203200,1,1528,50,0,50,30,50,10,0,10,50,620320050,50,50,0,50,50,0,50,50,200000001,0,50,1,0,50,50,50,50,18817,50,50,1
82,0,0,0,0,51,203200,1,1620,51,0,51,30,51,10,0,10,51,620320051,51,51,0,51,54,0,51,51,200000001,0,51,1,0,51,51,51,51,20664,51,51,1
88,0,0,0,0,52,203200,1,1712,52,0,52,30,52,10,0,10,52,620320052,52,52,0,52,58,0,52,52,200000001,0,52,1,0,52,52,52,52,22512,52,52,1
95,0,0,0,0,53,203200,1,1804,53,0,53,30,53,10,0,10,53,620320053,53,53,0,53,62,0,53,53,200000001,0,53,1,0,53,53,53,53,24360,53,53,1
101,0,0,0,0,54,203200,1,1896,54,0,54,30,54,10,0,10,54,620320054,54,54,0,54,65,0,54,54,200000001,0,54,1,0,54,54,54,54,26208,54,54,1
107,0,0,0,0,55,203200,1,1988,55,0,55,30,55,10,0,10,55,620320055,55,55,0,55,69,0,55,55,200000001,0,55,1,0,55,55,55,55,28056,55,55,1
113,0,0,0,0,56,203200,1,2080,56,0,56,30,56,10,0,10,56,620320056,56,56,0,56,73,0,56,56,200000001,0,56,1,0,56,56,56,56,29903,56,56,1
120,0,0,0,0,57,203200,1,2172,57,0,57,30,57,10,0,10,57,620320057,57,57,0,57,76,0,57,57,200000001,0,57,1,0,57,57,57,57,31751,57,57,1
126,0,0,0,0,58,203200,1,2264,58,0,58,30,58,10,0,10,58,620320058,58,58,0,58,80,0,58,58,200000001,0,58,1,0,58,58,58,58,33599,58,58,1
132,0,0,0,0,59,203200,1,2356,59,0,59,30,59,10,0,10,59,620320059,59,59,0,59,84,0,59,59,200000001,0,59,1,0,59,59,59,59,35447,59,59,1
139,0,0,0,0,60,203200,1,2448,60,0,60,30,60,10,0,10,60,620320060,60,60,0,60,87,0,60,60,200000001,0,60,1,0,60,60,60,60,37295,60,60,1
145,0,0,0,0,61,203200,1,2540,61,0,61,30,61,10,0,10,61,620320061,61,61,0,61,91,0,61,61,200000001,0,61,1,0,61,61,61,61,39142,61,61,1
146,0,0,0,0,62,203200,1,2585,62,0,62,30,62,10,0,10,62,620320062,62,62,0,62,92,0,62,62,200000001,0,62,1,0,62,62,62,62,39624,62,62,1
147,0,0,0,0,63,203200,1,2631,63,0,63,30,63,10,0,10,63,620320063,63,63,0,63,94,0,63,63,200000001,0,63,1,0,63,63,63,63,40105,63,63,1
148,0,0,0,0,64,203200,1,2676,64,0,64,30,64,10,0,10,64,620320064,64,64,0,64,95,0,64,64,200000001,0,64,1,0,64,64,64,64,40587,64,64,1
150,0,0,0,0,65,203200,1,2721,65,0,65,30,65,10,0,10,65,620320065,65,65,0,65,96,0,65,65,200000001,0,65,1,0,65,65,65,65,41068,65,65,1
151,0,0,0,0,66,203200,1,2767,66,0,66,30,66,10,0,10,66,620320066,66,66,0,66,98,0,66,66,200000001,0,66,1,0,66,66,66,66,41550,66,66,1
152,0,0,0,0,67,203200,1,2812,67,0,67,30,67,10,0,10,67,620320067,67,67,0,67,99,0,67,67,200000001,0,67,1,0,67,67,67,67,42032,67,67,1
153,0,0,0,0,68,203200,1,2857,68,0,68,30,68,10,0,10,68,620320068,68,68,0,68,100,0,68,68,200000001,0,68,1,0,68,68,68,68,42513,68,68,1
154,0,0,0,0,69,203200,1,2902,69,0,69,30,69,10,0,10,69,620320069,69,69,0,69,102,0,69,69,200000001,0,69,1,0,69,69,69,69,42995,69,69,1
155,0,0,0,0,70,203200,1,2948,70,0,70,30,70,10,0,10,70,620320070,70,70,0,70,103,0,70,70,200000001,0,70,1,0,70,70,70,70,43476,70,70,1
156,0,0,0,0,71,203200,1,2993,71,0,71,30,71,10,0,10,71,620320071,71,71,0,71,104,0,71,71,200000001,0,71,1,0,71,71,71,71,43958,71,71,1
2,0,0,0,0,1,203300,1,0,1,0,1,30,1,10,0,10,1,620330001,1,1,37,1,150,0,1,1,200000001,0,1,1,0,1,1,1,1,215,1,1,1
28,0,0,0,0,2,203300,1,0,2,0,2,30,2,10,0,10,2,620330002,2,2,17,2,150,0,2,2,200000001,0,2,1,0,2,2,2,2,414,2,2,1
4,0,0,0,0,3,203300,1,0,3,0,3,30,3,10,0,10,3,620330003,3,3,45,3,150,0,3,3,200000001,0,3,1,0,3,3,3,3,471,3,3,1
6,0,0,0,0,4,203300,1,0,4,0,4,30,4,10,0,10,4,620330004,4,4,65,4,150,0,4,4,200000001,0,4,1,0,4,4,4,4,526,4,4,1
7,0,0,0,0,5,203300,1,0,5,0,5,30,5,10,0,10,5,620330005,5,5,89,5,154,0,5,5,200000001,0,5,1,0,5,5,5,5,582,5,5,1
7,0,0,0,0,6,203300,1,0,6,0,6,30,6,10,0,10,6,620330006,6,6,96,6,194,0,6,6,200000001,0,6,1,0,6,6,6,6,583,6,6,1
8,0,0,0,0,7,203300,1,0,7,0,7,30,7,10,0,10,7,620330007,7,7,116,7,208,0,7,7,200000001,0,7,1,0,7,7,7,7,759,7,7,1
