equip_slot_5,equip_slot_6,unit_id,equip_slot_3,equip_slot_2,equip_slot_1,equip_slot_4,promotion_level
105586,105585,126801,105433,105016,105017,105402,16
105587,105586,126801,105403,105017,106011,105433,17
106581,105587,126801,106401,106011,106012,105403,18
106582,106581,126801,106431,106012,106013,106401,19
106583,106582,126801,106491,106013,107011,106431,20
107581,106583,126801,107311,107011,107012,106491,21
107582,107581,126801,107312,107012,107013,107311,22
107583,107582,126801,107313,107013,108011,107312,23
108581,107583,126801,108281,108011,108012,107313,24
108582,108581,126801,108312,108012,108013,108281,25
108583,108582,126801,108313,108013,108014,108312,26
108584,108583,126801,108314,108014,109011,108313,27
109581,108584,126801,109281,109011,109012,108314,28
109582,109581,126801,109312,109012,109013,109311,29
109583,109582,126801,109313,109013,109014,109312,30
109584,109583,126801,109314,109014,10001032,109313,31
10058032,109584,126801,10031032,10001032,10001033,109314,32
10058033,10058032,126801,10031033,10001033,10001034,10031032,33
10058034,10058033,126801,10031034,10001034,10001035,10031033,34
999999,10058034,126801,999999,10001035,999999,10031034,35
101611,101611,126901,101371,101251,101251,101521,1
101611,101611,126901,102371,102221,102222,102461,2
102611,102611,126901,102372,102222,103221,102521,3
102613,102613,126901,103521,103221,103252,103521,4
103611,103611,126901,103371,103252,103222,103522,5
103371,103613,126901,103372,103222,104221,103522,6
103614,103613,126901,104371,104221,104222,103614,7
104611,103583,126901,104522,104222,104223,104461,8
104612,104581,126901,104462,104223,104224,104522,9
104613,104612,126901,104463,104224,105221,104523,10
105611,104613,126901,105521,105221,105222,104463,11
105612,105611,126901,105372,105222,105223,105521,12
105613,105612,126901,105373,105223,105224,105522,13
105614,105613,126901,105523,105224,105225,105462,14
105615,105614,126901,105375,105225,105226,105523,15
105616,105615,126901,105376,105226,105227,105375,16
105617,105616,126901,105377,105227,106221,105376,17
106611,105617,126901,106371,106221,106222,105377,18
106612,106611,126901,106372,106222,106223,106371,19
106613,106612,126901,106373,106223,107221,106521,20
107611,106613,126901,107371,107221,107222,106373,21
107612,107611,126901,107372,107222,107223,107371,22
107613,107612,126901,107373,107223,108221,107372,23
108611,107613,126901,108521,108221,108222,107373,24
108612,108611,126901,108462,108222,108223,108521,25
108613,108612,126901,108523,108223,108224,108462,26
108614,108613,126901,108524,108224,109221,108523,27
109611,108614,126901,109461,109221,109222,108524,28
109612,109611,126901,109522,109222,109223,109461,29
109613,109612,126901,109463,109223,109224,109522,30
109614,109613,126901,109524,109224,10022032,109463,31
10061032,109614,126901,10046032,10022032,10022033,109524,32
10061033,10061032,126901,10046033,10022033,10022034,10046032,33
10061034,10061033,126901,10052034,10022034,10022035,10046033,34
999999,10061034,126901,999999,10022035,999999,10052034,35
101581,101581,127001,101281,101071,101071,101401,1
101581,101581,127001,102281,102071,102041,102281,2
102581,102581,127001,102282,102041,103071,102282,3
102582,102582,127001,103281,103431,103041,103311,4
103581,103581,127001,103282,103041,103072,103491,5
103371,103582,127001,103372,103072,104071,103582,6
103583,103582,127001,104281,104071,104072,103583,7
104581,103583,127001,104432,104072,104073,104401,8
104582,104581,127001,104313,104073,104074,104282,9
104583,104582,127001,104314,104074,105071,104462,10
105581,104583,127001,105281,105071,105072,104314,11
105582,105581,127001,105342,105072,105073,105281,12
105583,105582,127001,105313,105073,105074,105282,13
105584,105583,127001,105314,105074,105075,105283,14
105585,105584,127001,105402,105075,105076,105284,15
105586,105585,127001,105433,105076,105077,105402,16
105587,105586,127001,105403,105077,106071,105433,17
106581,105587,127001,106401,106071,106072,105403,18
106582,106581,127001,106431,106072,106073,106401,19
106583,106582,127001,106491,106073,107071,106431,20
107581,106583,127001,107311,107071,107072,106491,21
107582,107581,127001,107312,107072,107073,107311,22
107583,107582,127001,107313,107073,108071,107312,23
108581,107583,127001,108281,108071,108072,107313,24
108582,108581,127001,108312,108072,108073,108281,25
108583,108582,127001,108313,108073,108074,108312,26
108584,108583,127001,108314,108074,109071,108313,27
109581,108584,127001,109281,109071,109072,108314,28
109582,109581,127001,109312,109072,109073,109311,29
109583,109582,127001,109313,109073,109074,109312,30
109584,109583,127001,109314,109074,10007032,109313,31
10058032,109584,127001,10031032,10007032,10007033,109314,32
10058033,10058032,127001,10031033,10007033,10007034,10031032,33
10058034,10058033,127001,10031034,10007034,10007035,10031033,34
999999,10058034,127001,999999,10007035,999999,10031034,35
101011,101551,127101,101281,101011,101011,101401,1
101551,101551,127101,102281,102011,102013,102071,2
102011,102551,127101,102282,102013,103011,102401,3
102552,102552,127101,103281,103011,103012,103431,4
103551,103551,127101,103282,103012,103013,103401,5
103552,103552,127101,103283,103013,104011,103401,6
103553,103552,127101,104281,104011,104012,103013,7
104551,103553,127101,104282,104012,104013,104011,8
104552,104551,127101,104402,104013,104014,104012,9
104553,104552,127101,104284,104014,105011,104013,10
105551,104553,127101,105281,105011,105012,104014,11
105552,105551,127101,105282,105012,105013,105011,12
105553,105552,127101,105283,105013,105014,105012,13
105554,105553,127101,105284,105014,105015,105013,14
105555,105554,127101,105285,105015,105016,105014,15
105556,105555,127101,105433,105016,105017,105402,16
105557,105556,127101,105403,105017,106011,105433,17
106551,105557,127101,106281,106011,106012,105017,18
106552,106551,127101,106282,106012,106013,106011,19
106553,106552,127101,106283,106013,107011,106012,20
107551,106553,127101,107281,107011,107012,106013,21
107552,107551,127101,107282,107012,107013,107011,22
107553,107552,127101,107283,107013,108011,107012,23
108551,107553,127101,108401,108011,108012,107013,24
108552,108551,127101,108312,108012,108013,108011,25
108553,108552,127101,108403,108013,108014,108012,26
108554,108553,127101,108494,108014,109011,108013,27
109551,108554,127101,109341,109011,109012,108014,28
109552,109551,127101,109432,109012,109013,109011,29
109553,109552,127101,109343,109013,109014,109012,30
109554,109553,127101,109434,109014,10001032,109013,31
10055032,109554,127101,10034032,10001032,10001033,109014,32
10055033,10055032,127101,10043033,10001033,10001034,10001032,33
10055034,10055033,127101,10034034,10001034,10001035,10001033,34
999999,10055034,127101,999999,10001035,999999,10001034,35
101611,101581,127201,101371,101251,101251,101521,1
101611,101581,127201,102371,102251,102252,102461,2
102612,102581,127201,102372,102252,103251,102521,3
102614,102582,127201,103521,103251,103252,103521,4
103612,103581,127201,103371,103252,103222,103461,5
103613,103582,127201,103372,103222,104251,103522,6
103614,103582,127201,104371,104251,104252,103614,7
104581,103614,127201,104372,104252,104253,104461,8
104582,104611,127201,104523,104253,104254,104522,9
104613,104612,127201,104373,104254,105251,104462,10
105611,104613,127201,105371,105251,105252,104463,11
105612,105611,127201,105372,105252,105253,105521,12
105613,105612,127201,105373,105253,105254,105522,13
105614,105613,127201,105374,105254,105255,105462,14
105615,105614,127201,105463,105255,105226,105374,15
105616,105615,127201,105524,105256,105227,105463,16
105617,105616,127201,105464,105257,106251,105524,17
106581,105587,127201,106461,106251,106252,105464,18
106582,106581,127201,106521,106252,106253,106461,19
106583,106582,127201,106462,106253,107251,106372,20
107611,106613,127201,107461,107251,107252,106462,21
107612,107611,127201,107462,107252,107253,107461,22
107613,107612,127201,107463,107253,108251,107462,23
108611,107613,127201,108371,108251,108252,107463,24
108612,108611,127201,108372,108252,108253,108371,25
108613,108612,127201,108373,108253,108254,108372,26
108614,108613,127201,108374,108254,109251,108373,27
109611,108614,127201,109371,109251,109252,108374,28
109612,109611,127201,109372,109252,109253,109371,29
109613,109612,127201,109373,109253,109254,109372,30
109614,109613,127201,109374,109254,10025032,109373,31
10061032,109614,127201,10037032,10025032,10025033,109374,32
10061033,10061032,127201,10037033,10025033,10025034,10037032,33
10061034,10061033,127201,10037034,10025034,10025035,10037033,34
999999,10061034,127201,999999,10025035,999999,10037034,35
101131,101551,127301,101281,101131,101131,101551,1
101131,101551,127301,102341,102071,102131,102551,2
102071,102551,127301,102342,102131,103071,102552,3
102131,102552,127301,103341,103071,103131,103551,4
103071,103551,127301,103342,103131,103132,103552,5
103131,103552,127301,103343,103132,104131,103552,6
103553,103582,127301,104341,104131,104132,103553,7
104551,103553,127301,104342,104132,104133,104131,8
104552,104551,127301,104343,104133,104134,104132,9
104554,104552,127301,104344,104134,105131,104133,10
105551,104553,127301,105281,105131,105132,104134,11
105552,105551,127301,105282,105132,105133,105131,12
105553,105552,127301,105491,105133,105134,105132,13
105554,105553,127301,105284,105134,105135,105133,14
105555,105554,127301,105345,105135,105136,105134,15
105556,105555,127301,105286,105136,105137,105135,16
105557,105556,127301,105287,105137,106131,105136,17
106551,105557,127301,106341,106131,106132,105137,18
106552,106551,127301,106282,106132,106133,106131,19
106553,106552,127301,106283,106133,107131,106132,20
107551,106553,127301,107491,107131,107132,106133,21
107552,107551,127301,107492,107132,107133,107131,22
107553,107552,127301,107343,107133,108131,107132,23
108551,107553,127301,108431,108131,108132,107133,24
108552,108551,127301,108492,108132,108133,108131,25
108553,108552,127301,108343,108133,108134,108132,26
108554,108553,127301,108434,108134,109131,108133,27
109551,108554,127301,109341,109131,109132,108134,28
109552,109551,127301,109432,109132,109133,109131,29
109553,109552,127301,109493,109133,109134,109132,30
109554,109553,127301,109494,109134,10013032,109133,31
10055032,109554,127301,10034032,10013032,10013033,109134,32
10055033,10055032,127301,10043033,10013033,10013034,10013032,33
10055034,10055033,127301,10034034,10013034,10013035,10013033,34
999999,10055034,127301,999999,10013035,999999,10013034,35
101071,101551,127501,101281,101011,101011,101401,1
101071,101551,127501,102311,102011,102013,102493,2
102071,102551,127501,102312,102013,103011,102401,3
102552,102582,127501,103281,103011,103012,103431,4
103551,103551,127501,103282,103012,103013,103401,5
103552,103552,127501,103283,103013,104011,103401,6
103013,103582,127501,104311,104491,104012,103553,7
104551,103553,127501,104282,104012,104013,104401,8
104552,104551,127501,104402,104013,104014,104432,9
104553,104552,127501,104433,104014,105011,104283,10
105551,104553,127501,105401,105011,105012,104284,11
105552,105551,127501,105342,105012,105013,105281,12
105553,105552,127501,105283,105013,105014,105282,13
105554,105553,127501,105284,105014,105015,105283,14
105555,105554,127501,105402,105015,105016,105284,15
105556,105555,127501,105433,105016,105017,105402,16
105557,105556,127501,105403,105017,106011,105433,17
106551,105557,127501,106281,106011,106012,105403,18
106552,106551,127501,106431,106012,106013,106281,19
106553,106552,127501,106343,106013,107011,106431,20
107551,106553,127501,107341,107011,107012,106343,21
107552,107551,127501,107342,107012,107013,107341,22
107553,107552,127501,107283,107013,108011,107342,23
108551,107553,127501,108431,108011,108012,107283,24
108552,108551,127501,108312,108012,108013,108431,25
108553,108552,127501,108313,108013,108014,108312,26
108554,108553,127501,108314,108014,109011,108313,27
109551,108554,127501,109401,109011,109012,108314,28
109552,109551,127501,109402,109012,109013,109401,29
109553,109552,127501,109343,109013,109014,109402,30
109554,109553,127501,109494,109014,10001032,109343,31
10055032,109554,127501,10040032,10001032,10001033,109494,32
10055033,10055032,127501,10040033,10001033,10001034,10040032,33
10055034,10055033,127501,10049034,10001034,10001035,10040033,34
999999,10055034,127501,999999,10001035,999999,10049034,35
101551,101581,127601,101281,101011,101011,101401,1
101551,101581,127601,102281,102071,102041,102493,2
102162,102581,127601,102282,102041,103071,102401,3
102163,102582,127601,103311,103071,103041,103431,4
103551,103581,127601,103282,103041,103042,103401,5
103552,103582,127601,103283,103042,104041,103401,6
103583,103582,127601,104311,104041,104042,103583,7
104581,103583,127601,104432,104042,104043,104491,8
104582,104581,127601,104313,104043,104044,104312,9
104553,104582,127601,104284,104044,105041,104402,10
105581,104583,127601,105311,105041,105042,104433,11
105582,105581,127601,105431,105042,105043,105401,12
105583,105582,127601,105313,105043,105044,105431,13
105584,105583,127601,105284,105044,105045,105491,14
105585,105584,127601,105315,105045,105046,105432,15
105586,105585,127601,105316,105046,105047,105315,16
105587,105586,127601,105317,105047,106041,105316,17
106581,105587,127601,106311,106041,106042,105317,18
106582,106581,127601,106312,106042,106043,106311,19
106583,106582,127601,106313,106043,107041,106312,20
107581,106583,127601,107311,107041,107042,106313,21
107582,107581,127601,107312,107042,107043,107311,22
107583,107582,127601,107313,107043,108041,107312,23
108581,107583,127601,108311,108041,108042,107313,24
108582,108581,127601,108282,108042,108043,108311,25
108583,108582,127601,108283,108043,108044,108282,26
108584,108583,127601,108284,108044,109041,108283,27
109581,108584,127601,109311,109041,109042,108284,28
109582,109581,127601,109312,109042,109043,109311,29
109583,109582,127601,109313,109043,109044,109312,30
109584,109583,127601,109314,109044,10004032,109313,31
10058032,109584,127601,10031032,10004032,10004033,109314,32
10058033,10058032,127601,10031033,10004033,10004034,10031032,33
10058034,10058033,127601,10031034,10004034,10004035,10031033,34
999999,10058034,127601,999999,10004035,999999,10031034,35
101611,101581,127701,101371,101251,101251,101521,1
101611,101581,127701,102371,102251,102252,102461,2
102611,102581,127701,102372,102252,103251,102521,3
102613,102582,127701,103521,103251,103252,103521,4
103611,103581,127701,103371,103252,103222,103461,5
103613,103582,127701,103372,103222,104251,103522,6
103614,103582,127701,104371,104251,104252,103614,7
104611,103583,127701,104372,104252,104253,104461,8
104612,104581,127701,104523,104253,104254,104522,9
104613,104582,127701,104373,104254,105251,104523,10
105611,104583,127701,105371,105251,105252,104373,11
105612,105581,127701,105522,105252,105253,105371,12
105613,105582,127701,105462,105253,105254,105372,13
105614,105583,127701,105374,105254,105255,105373,14
105615,105584,127701,105463,105255,105256,105374,15
105616,105585,127701,105524,105256,105257,105463,16
105617,105586,127701,105464,105257,106251,105524,17
106611,105587,127701,106461,106251,106252,105464,18
106612,106581,127701,106521,106252,106253,106461,19
106613,106582,127701,106462,106253,107251,106372,20
107611,106583,127701,107461,107251,107252,106462,21
107612,107581,127701,107462,107252,107253,107461,22
107613,107582,127701,107463,107253,108251,107462,23
108611,107583,127701,108371,108251,108252,107463,24
108612,108581,127701,108372,108252,108253,108371,25
108613,108582,127701,108373,108253,108254,108372,26
108614,108583,127701,108374,108254,109251,108373,27
109611,108584,127701,109371,109251,109252,108374,28
109612,109581,127701,109372,109252,109253,109371,29
109613,109582,127701,109373,109253,109254,109372,30
109614,109583,127701,109374,109254,10025032,109373,31
10061032,109584,127701,10037032,10025032,10025033,109374,32
10061033,10058032,127701,10037033,10025033,10025034,10037032,33
10061034,10058033,127701,10037034,10025034,10025035,10037033,34
999999,10058034,127701,999999,10025035,999999,10037034,35
101611,101611,127801,101371,101251,101251,101521,1
101611,101611,127801,102371,102221,102222,102461,2
102611,102611,127801,102372,102222,103221,102521,3
102613,102613,127801,103521,103221,103252,103521,4
103611,103611,127801,103371,103252,103222,103522,5
103371,103613,127801,103372,103222,104221,103522,6
103614,103613,127801,104371,104221,104222,103614,7
104611,103583,127801,104522,104222,104223,104461,8
104612,104581,127801,104462,104223,104224,104522,9
104613,104612,127801,104463,104224,105221,104523,10
105611,104613,127801,105521,105221,105222,104463,11
105612,105611,127801,105372,105222,105223,105521,12
105613,105612,127801,105373,105223,105224,105522,13
105614,105613,127801,105523,105224,105225,105462,14
105615,105614,127801,105375,105225,105226,105523,15
105616,105615,127801,105376,105226,105227,105375,16
105617,105616,127801,105377,105227,106221,105376,17
106611,105617,127801,106371,106221,106222,105377,18
106612,106611,127801,106372,106222,106223,106371,19
106613,106612,127801,106373,106223,107221,106521,20
107611,106613,127801,107371,107221,107222,106373,21
107612,107611,127801,107372,107222,107223,107371,22
107613,107612,127801,107373,107223,108221,107372,23
108611,107613,127801,108521,108221,108222,107373,24
108612,108611,127801,108462,108222,108223,108521,25
108613,108612,127801,108523,108223,108224,108462,26
108614,108613,127801,108524,108224,109221,108523,27
109611,108614,127801,109461,109221,109222,108524,28
109612,109611,127801,109522,109222,109223,109461,29
109613,109612,127801,109463,109223,109224,109522,30
109614,109613,127801,109524,109224,10022032,109463,31
10061032,109614,127801,10046032,10022032,10022033,109524,32
10061033,10061032,127801,10046033,10022033,10022034,10046032,33
10061034,10061033,127801,10052034,10022034,10022035,10046033,34
999999,10061034,127801,999999,10022035,999999,10052034,35
101581,101581,127901,101281,101521,101251,101431,1
101581,101581,127901,102371,102251,102521,102431,2
102581,102581,127901,102372,102521,103251,102432,3
102582,102582,127901,103521,103521,103252,103581,4
103581,103581,127901,103371,103522,103222,103461,5
103371,103582,127901,103372,103583,104251,103461,6
103583,103582,127901,104461,104401,104222,103583,7
104581,103583,127901,104372,104222,104253,104461,8
104582,104581,127901,104523,104253,104224,104372,9
104583,104582,127901,104373,104224,105251,104462,10
105581,104583,127901,105521,105251,105252,104463,11
105582,105581,127901,105342,105252,105253,105371,12
105583,105582,127901,105373,105253,105254,105372,13
105584,105583,127901,105374,105254,105255,105373,14
105585,105584,127901,105463,105255,105256,105374,15
105586,105585,127901,105524,105256,105257,105463,16
105587,105586,127901,105464,105257,106251,105524,17
106581,105587,127901,106461,106251,106252,105464,18
106582,106581,127901,106521,106252,106253,106461,19
106583,106582,127901,106462,106253,107251,106372,20
107581,106583,127901,107461,107251,107252,106462,21
107582,107581,127901,107462,107252,107253,107461,22
107583,107582,127901,107463,107253,108251,107462,23
108581,107583,127901,108371,108251,108252,107463,24
108582,108581,127901,108372,108252,108253,108371,25
108583,108582,127901,108373,108253,108254,108372,26
108584,108583,127901,108374,108254,109251,108373,27
109581,108584,127901,109371,109251,109252,108374,28
109582,109581,127901,109312,109252,109253,109371,29
109583,109582,127901,109313,109253,109254,109312,30
109584,109583,127901,109314,109254,10025032,109313,31
10058032,109584,127901,10031032,10025032,10025033,109314,32
10058033,10058032,127901,10031033,10025033,10025034,10031032,33
10058034,10058033,127901,10031034,10025034,10025035,10031033,34
999999,10058034,127901,999999,10025035,999999,10031034,35
101131,101551,128001,101071,101071,101131,101431,1
101131,101551,128001,102341,102071,102131,102431,2
102071,102551,128001,102131,102131,103071,102432,3
102432,102552,128001,103341,103071,103131,103551,4
103341,103551,128001,103342,103131,103072,103552,5
103131,103552,128001,103553,103072,104131,103342,6
103132,103582,128001,104341,104071,104132,103553,7
104551,103553,128001,104342,104072,104133,104131,8
104552,104551,128001,104343,104073,104134,104132,9
104553,104552,128001,104433,104074,105131,104133,10
105551,104553,128001,105341,105071,105132,104134,11
105552,105551,128001,105282,105072,105133,105131,12
105553,105552,128001,105343,105073,105134,105132,13
105554,105553,128001,105344,105074,105135,105133,14
105555,105554,128001,105345,105075,105136,105134,15
105556,105555,128001,105286,105076,105137,105135,16
105557,105556,128001,105287,105077,106131,105136,17
106551,105557,128001,106341,106071,106132,105137,18
106552,106551,128001,106342,106072,106133,106131,19
106553,106552,128001,106343,106073,107131,106132,20
107551,106553,128001,107491,107071,107132,106133,21
107552,107551,128001,107492,107072,107133,107131,22
107553,107552,128001,107493,107073,108131,107132,23
108551,107553,128001,108431,108071,108132,107133,24
108552,108551,128001,108342,108072,108133,108131,25
108553,108552,128001,108343,108073,108134,108132,26
108554,108553,128001,108434,108074,109131,108133,27
109551,108554,128001,109341,109071,109132,108134,28
109552,109551,128001,109432,109072,109133,109131,29
109553,109552,128001,109493,109073,109134,109132,30
109554,109553,128001,109494,109074,10013032,109133,31
10055032,109554,128001,10034032,10007032,10013033,109134,32
10055033,10055032,128001,10043033,10007033,10013034,10013032,33
10055034,10055033,128001,10034034,10007034,10013035,10013033,34
999999,10055034,128001,999999,10007035,999999,10013034,35
101551,101581,128301,101281,101161,101191,101401,1
101551,101551,128301,102311,102162,102192,102493,2
102191,102551,128301,102282,102163,103191,102401,3
102552,102552,128301,103311,103161,103192,103581,4
103191,103551,128301,103282,103162,103193,103401,5
103552,103552,128301,103283,103193,104191,103401,6
103193,103582,128301,104311,104161,104192,103553,7
104551,103553,128301,104282,104162,104193,104401,8
104552,104551,128301,104402,104163,104194,104282,9
104583,104552,128301,104433,104164,105191,104283,10
105551,104554,128301,105401,105161,105192,104284,11
105552,105551,128301,105431,105162,105193,105281,12
105553,105552,128301,105283,105163,105194,105282,13
105554,105553,128301,105284,105164,105195,105283,14
105555,105554,128301,105402,105165,105196,105284,15
105556,105555,128301,105346,105166,105197,105402,16
105557,105556,128301,105403,105167,106191,105346,17
106551,105557,128301,106401,106161,106192,105403,18
106552,106551,128301,106431,106162,106193,106401,19
106553,106552,128301,106491,106163,107191,106431,20
107551,106553,128301,107281,107161,107192,106491,21
107552,107551,128301,107282,107162,107193,107281,22
107553,107552,128301,107283,107163,108191,107282,23
108551,107553,128301,108431,108161,108192,107283,24
108552,108551,128301,108282,108162,108193,108431,25
108553,108552,128301,108283,108163,108194,108282,26
108554,108553,128301,108284,108164,109191,108283,27
109551,108554,128301,109401,109161,109192,108284,28
109552,109551,128301,109402,109162,109193,109401,29
109553,109552,128301,109343,109163,109194,109402,30
109554,109553,128301,109434,109164,10019032,109343,31
10055032,109554,128301,10040032,10016032,10019033,109434,32
10055033,10055032,128301,10040033,10016033,10019034,10040032,33
10055034,10055033,128301,10034034,10016034,10019035,10040033,34
999999,10055034,128301,999999,10016035,999999,10034034,35
101611,101611,128401,101371,101251,101251,101521,1
101611,101611,128401,102371,102221,102222,102461,2
102611,102611,128401,102372,102222,103221,102521,3
102613,102613,128401,103521,103221,103252,103521,4
103611,103611,128401,103371,103252,103222,103522,5
103371,103613,128401,103372,103222,104221,103522,6
103614,103613,128401,104371,104221,104222,103614,7
104611,103583,128401,104522,104222,104223,104221,8
104612,104581,128401,104462,104223,104224,104222,9
104613,104612,128401,104463,104224,105221,104223,10
105611,104613,128401,105521,105221,105222,104224,11
105612,105611,128401,105372,105222,105223,105221,12
105613,105612,128401,105373,105223,105224,105222,13
105614,105613,128401,105523,105224,105225,105223,14
105615,105614,128401,105375,105225,105226,105224,15
105616,105615,128401,105376,105226,105227,105225,16
105617,105616,128401,105377,105227,106221,105226,17
106611,105617,128401,106371,106221,106222,105227,18
106612,106611,128401,106372,106222,106223,106221,19
106613,106612,128401,106373,106223,107221,106222,20
107611,106613,128401,107371,107221,107222,106223,21
107612,107611,128401,107372,107222,107223,107221,22
107613,107612,128401,107373,107223,108221,107222,23
108611,107613,128401,108521,108221,108222,107223,24
108612,108611,128401,108462,108222,108223,108221,25
108613,108612,128401,108523,108223,108224,108222,26
108614,108613,128401,108524,108224,109221,108223,27
109611,108614,128401,109461,109221,109222,108224,28
109612,109611,128401,109522,109222,109223,109221,29
109613,109612,128401,109463,109223,109224,109222,30
109614,109613,128401,109524,109224,10022032,109223,31
10061032,109614,128401,10046032,10022032,10022033,109224,32
10061033,10061032,128401,10046033,10022033,10022034,10022032,33
10061034,10061033,128401,10052034,10022034,10022035,10022033,34
999999,10061034,128401,999999,10022035,999999,10022034,35
101611,101611,128501,101371,101251,101251,101521,1
101611,101611,128501,102371,102221,102222,102461,2
102611,102611,128501,102372,102222,103221,102521,3
102613,102613,128501,103521,103221,103252,103521,4
103611,103611,128501,103371,103252,103222,103522,5
103371,103613,128501,103372,103222,104221,103522,6
103222,103613,128501,104371,104221,104222,103614,7
104611,103614,128501,104522,104222,104223,104461,8
104612,104611,128501,104462,104223,104224,104522,9
104613,104612,128501,104463,104224,105221,104523,10
105611,104613,128501,105521,105221,105222,104463,11
105612,105611,128501,105372,105222,105223,105521,12
105613,105612,128501,105373,105223,105224,105522,13
105614,105613,128501,105523,105224,105225,105462,14
105615,105614,128501,105375,105225,105226,105523,15
105616,105615,128501,105376,105226,105227,105375,16
105617,105616,128501,105377,105227,106221,105376,17
106611,105617,128501,106371,106221,106222,105377,18
106612,106611,128501,106372,106222,106223,106371,19
106613,106612,128501,106373,106223,107221,106521,20
107611,106613,128501,107371,107221,107222,106373,21
107612,107611,128501,107372,107222,107223,107371,22
107613,107612,128501,107373,107223,108221,107372,23
108611,107613,128501,108521,108221,108222,107373,24
108612,108611,128501,108462,108222,108223,108521,25
108613,108612,128501,108523,108223,108224,108462,26
108614,108613,128501,108524,108224,109221,108523,27
109611,108614,128501,109461,109221,109222,108524,28
109612,109611,128501,109522,109222,109223,109461,29
109613,109612,128501,109463,109223,109224,109522,30
109614,109613,128501,109524,109224,10022032,109463,31
10061032,109614,128501,10046032,10022032,10022033,109524,32
10061033,10061032,128501,10046033,10022033,10022034,10046032,33
10061034,10061033,128501,10052034,10022034,10022035,10046033,34
999999,10061034,128501,999999,10022035,999999,10052034,35
101071,101551,128701,101281,101071,101101,101101,1
101551,101551,128701,102341,102071,102101,102071,2
102551,102551,128701,102342,102101,103071,102101,3
102552,102552,128701,103341,103071,103101,103071,4
103551,103551,128701,103342,103101,103072,103101,5
103552,103552,128701,103343,103072,104101,103101,6
103072,103552,128701,104341,104101,104102,103553,7
104551,103553,128701,104342,104102,104103,104101,8
104552,104551,128701,104343,104103,104104,104102,9
104554,104552,128701,104344,104104,105101,104103,10
105551,104553,128701,105341,105101,105102,104344,11
105552,105551,128701,105282,105102,105103,105341,12
105553,105552,128701,105343,105103,105104,105342,13
105554,105553,128701,105344,105104,105105,105343,14
105555,105554,128701,105345,105105,105106,105344,15
105556,105555,128701,105286,105106,105107,105285,16
105557,105556,128701,105347,105107,106101,105286,17
106551,105557,128701,106341,106101,106102,105287,18
106552,106551,128701,106342,106102,106103,106281,19
106553,106552,128701,106343,106103,107101,106282,20
107551,106553,128701,107341,107101,107102,106283,21
107552,107551,128701,107492,107102,107103,107281,22
107553,107552,128701,107493,107103,108101,107282,23
108551,107553,128701,108431,108101,108102,107283,24
108552,108551,128701,108342,108102,108103,108401,25
108553,108552,128701,108343,108103,108104,108312,26
108554,108553,128701,108434,108104,109101,108403,27
109551,108554,128701,109341,109101,109102,108494,28
109552,109551,128701,109432,109102,109103,109341,29
109553,109552,128701,109343,109103,109104,109282,30
109554,109553,128701,109434,109104,10010032,109343,31
10055032,109554,128701,10034032,10010032,10010033,109434,32
10055033,10055032,128701,10043033,10010033,10010034,10034032,33
10055034,10055033,128701,10034034,10010034,10010035,10043033,34
999999,10055034,128701,999999,10010035,999999,10034034,35
101551,101581,128801,101281,101011,101011,101401,1
101551,101581,128801,102311,102011,102013,102493,2
102581,102581,128801,102282,102013,103011,102401,3
102582,102552,128801,103311,103011,103012,103581,4
103551,103551,128801,103282,103012,103013,103401,5
103582,103552,128801,103283,103013,104011,103401,6
103553,103582,128801,104311,104011,104012,103553,7
104551,103553,128801,104312,104012,104013,104401,8
104552,104551,128801,104402,104013,104014,104432,9
104554,104552,128801,104284,104014,105011,104402,10
105551,104583,128801,105281,105011,105012,104284,11
105552,105551,128801,105282,105012,105013,105281,12
105553,105552,128801,105283,105013,105014,105282,13
105554,105553,128801,105314,105014,105015,105283,14
105555,105554,128801,105285,105015,105016,105284,15
105556,105555,128801,105286,105016,105017,105285,16
105557,105556,128801,105287,105017,106011,105286,17
106551,105557,128801,106281,106011,106012,105287,18
106552,106551,128801,106282,106012,106013,106281,19
106553,106552,128801,106283,106013,107011,106282,20
107551,106553,128801,107281,107011,107012,106283,21
107552,107551,128801,107282,107012,107013,107281,22
107553,107552,128801,107283,107013,108011,107282,23
108551,107553,128801,108401,108011,108012,107283,24
108552,108551,128801,108342,108012,108013,108401,25
108553,108552,128801,108403,108013,108014,108342,26
108554,108553,128801,108494,108014,109011,108403,27
109551,108554,128801,109341,109011,109012,108494,28
109552,109551,128801,109432,109012,109013,109341,29
109553,109552,128801,109493,109013,109014,109432,30
109554,109553,128801,109494,109014,10001032,109493,31
10055032,109554,128801,10034032,10001032,10001033,109494,32
10055033,10055032,128801,10043033,10001033,10001034,10034032,33
10055034,10055033,128801,10034034,10001034,10001035,10043033,34
999999,10055034,128801,999999,10001035,999999,10034034,35
101611,101611,128901,101371,101251,101251,101521,1
101611,101611,128901,102371,102221,102222,102461,2
102611,102611,128901,102372,102222,103221,102521,3
102613,102613,128901,103521,103221,103252,103521,4
103611,103611,128901,103371,103252,103222,103522,5
103371,103613,128901,103372,103222,104221,103522,6
103222,103613,128901,104371,104221,104222,103614,7
104611,103614,128901,104522,104222,104223,104221,8
104612,104611,128901,104462,104223,104224,104222,9
104613,104612,128901,104463,104224,105221,104223,10
105611,104613,128901,105521,105221,105222,104224,11
