main_skill_lv_8,energy_recovery_rate,main_skill_lv_6,main_skill_lv_9,hp,physical_critical,ex_skill_lv_3,resist_status_id,ex_skill_lv_1,life_steal,main_skill_lv_2,energy_reduce_rate,atk,union_burst_level,main_skill_lv_7,main_skill_lv_1,physical_penetrate,rarity,level,accuracy,unit_id,main_skill_lv_10,hp_recovery_rate,main_skill_lv_4,dodge,magic_penetrate,main_skill_lv_5,main_skill_lv_3,ex_skill_lv_4,magic_def,enemy_id,wave_hp_recovery,def,ex_skill_lv_2,resist_variation_id,ex_skill_lv_5,wave_energy_recovery,promotion_level,magic_critical,magic_str
65,30,65,65,28500,10,65,200000001,65,0,65,0,2380,65,65,65,0,1,65,0,203801,65,0,65,1,0,65,65,65,60,670380165,0,72,65,0,65,0,1,10,0
66,30,66,66,28523,10,66,200000001,66,0,66,0,2423,66,66,66,0,1,66,0,203801,66,0,66,1,0,66,66,66,62,670380166,0,72,66,0,66,0,1,10,0
67,30,67,67,28545,10,67,200000001,67,0,67,0,2466,67,67,67,0,1,67,0,203801,67,0,67,1,0,67,67,67,63,670380167,0,72,67,0,67,0,1,10,0
68,30,68,68,28568,10,68,200000001,68,0,68,0,2509,68,68,68,0,1,68,0,203801,68,0,68,1,0,68,68,68,65,670380168,0,73,68,0,68,0,1,10,0
69,30,69,69,28590,10,69,200000001,69,0,69,0,2552,69,69,69,0,1,69,0,203801,69,0,69,1,0,69,69,69,66,670380169,0,73,69,0,69,0,1,10,0
70,30,70,70,28613,10,70,200000001,70,0,70,0,2595,70,70,70,0,1,70,0,203801,70,0,70,1,0,70,70,70,67,670380170,0,74,70,0,70,0,1,10,0
71,30,71,71,28636,10,71,200000001,71,0,71,0,2638,71,71,71,0,1,71,0,203801,71,0,71,1,0,71,71,71,69,670380171,0,74,71,0,71,0,1,10,0
1,30,1,1,331,10,1,200000006,1,0,1,0,71,1,1,1,0,1,1,0,203900,1,0,1,1,0,1,1,1,4,670390001,0,4,1,0,1,0,1,10,0
2,30,2,2,340,10,2,200000006,2,0,2,0,83,2,2,2,0,1,2,0,203900,2,0,2,1,0,2,2,2,4,670390002,0,9,2,0,2,0,1,10,0
3,30,3,3,349,10,3,200000006,3,0,3,0,96,3,3,3,0,1,3,0,203900,3,0,3,1,0,3,3,3,5,670390003,0,5,3,0,3,0,1,10,0
4,30,4,4,349,10,4,200000006,4,0,4,0,96,4,4,4,0,1,4,0,203900,4,0,4,1,0,4,4,4,5,670390004,0,5,4,0,4,0,1,10,0
5,30,5,5,351,10,5,200000006,5,0,5,0,105,5,5,5,0,1,5,0,203900,5,0,5,1,0,5,5,5,5,670390005,0,5,5,0,5,0,1,10,0
6,30,6,6,369,10,6,200000006,6,0,6,0,143,6,6,6,0,1,6,0,203900,6,0,6,1,0,6,6,6,7,670390006,0,8,6,0,6,0,1,10,0
7,30,7,7,415,10,7,200000006,7,0,7,0,163,7,7,7,0,1,7,0,203900,7,0,7,1,0,7,7,7,9,670390007,0,9,7,0,7,0,1,10,0
8,30,8,8,462,10,8,200000006,8,0,8,0,183,8,8,8,0,1,8,0,203900,8,0,8,1,0,8,8,8,9,670390008,0,9,8,0,8,0,1,10,0
9,30,9,9,508,10,9,200000006,9,0,9,0,203,9,9,9,0,1,9,0,203900,9,0,9,1,0,9,9,9,10,670390009,0,9,9,0,9,0,1,10,0
10,30,10,10,554,10,10,200000006,10,0,10,0,223,10,10,10,0,1,10,0,203900,10,0,10,1,0,10,10,10,11,670390010,0,10,10,0,10,0,1,10,0
11,30,11,11,601,10,11,200000006,11,0,11,0,244,11,11,11,0,1,11,0,203900,11,0,11,1,0,11,11,11,11,670390011,0,11,11,0,11,0,1,10,0
12,30,12,12,648,10,12,200000006,12,0,12,0,266,12,12,12,0,1,12,0,203900,12,0,12,1,0,12,12,12,12,670390012,0,13,12,0,12,0,1,10,0
13,30,13,13,694,10,13,200000006,13,0,13,0,284,13,13,13,0,1,13,0,203900,13,0,13,1,0,13,13,13,13,670390013,0,13,13,0,13,0,1,10,0
14,30,14,14,740,10,14,200000006,14,0,14,0,304,14,14,14,0,1,14,0,203900,14,0,14,1,0,14,14,14,13,670390014,0,14,14,0,14,0,1,10,0
15,30,15,15,786,10,15,200000006,15,0,15,0,324,15,15,15,0,1,15,0,203900,15,0,15,1,0,15,15,15,15,670390015,0,15,15,0,15,0,1,10,0
16,30,16,16,855,10,16,200000006,16,0,16,0,364,16,16,16,0,1,16,0,203900,16,0,16,1,0,16,16,16,15,670390016,0,15,16,0,16,0,1,10,0
17,30,17,17,924,10,17,200000006,17,0,17,0,404,17,17,17,0,1,17,0,203900,17,0,17,1,0,17,17,17,15,670390017,0,15,17,0,17,0,1,10,0
18,30,18,18,1304,10,18,200000006,18,0,18,0,489,18,18,18,0,1,18,0,203900,18,0,18,1,0,18,18,18,16,670390018,0,15,18,0,18,0,1,10,0
19,30,19,19,1490,10,19,200000006,19,0,19,0,527,19,19,19,0,1,19,0,203900,19,0,19,1,0,19,19,19,16,670390019,0,15,19,0,19,0,1,10,0
20,30,20,20,1572,10,20,200000006,20,0,20,0,554,20,20,20,0,1,20,0,203900,20,0,20,1,0,20,20,20,16,670390020,0,17,20,0,20,0,1,10,0
21,30,21,21,1794,10,21,200000006,21,0,21,0,614,21,21,21,0,1,21,0,203900,21,0,21,1,0,21,21,21,18,670390021,0,19,21,0,21,0,1,10,0
22,30,22,22,2015,10,22,200000006,22,0,22,0,670,22,22,22,0,1,22,0,203900,22,0,22,1,0,22,22,22,21,670390022,0,21,22,0,22,0,1,10,0
23,30,23,23,2162,10,23,200000006,23,0,23,0,687,23,23,23,0,1,23,0,203900,23,0,23,1,0,23,23,23,21,670390023,0,21,23,0,23,0,1,10,0
24,30,24,24,2309,10,24,200000006,24,0,24,0,702,24,24,24,0,1,24,0,203900,24,0,24,1,0,24,24,24,21,670390024,0,21,24,0,24,0,1,10,0
25,30,25,25,2457,10,25,200000006,25,0,25,0,719,25,25,25,0,1,25,0,203900,25,0,25,1,0,25,25,25,22,670390025,0,21,25,0,25,0,1,10,0
26,30,26,26,2603,10,26,200000006,26,0,26,0,736,26,26,26,0,1,26,0,203900,26,0,26,1,0,26,26,26,22,670390026,0,21,26,0,26,0,1,10,0
27,30,27,27,2750,10,27,200000006,27,0,27,0,751,27,27,27,0,1,27,0,203900,27,0,27,1,0,27,27,27,22,670390027,0,21,27,0,27,0,1,10,0
28,30,28,28,2897,10,28,200000006,28,0,28,0,768,28,28,28,0,1,28,0,203900,28,0,28,1,0,28,28,28,22,670390028,0,21,28,0,28,0,1,10,0
29,30,29,29,3123,10,29,200000006,29,0,29,0,782,29,29,29,0,1,29,0,203900,29,0,29,1,0,29,29,29,22,670390029,0,22,29,0,29,0,1,10,0
30,30,30,30,3349,10,30,200000006,30,0,30,0,797,30,30,30,0,1,30,0,203900,30,0,30,1,0,30,30,30,22,670390030,0,22,30,0,30,0,1,10,0
31,30,31,31,3575,10,31,200000006,31,0,31,0,812,31,31,31,0,1,31,0,203900,31,0,31,1,0,31,31,31,23,670390031,0,22,31,0,31,0,1,10,0
32,30,32,32,3801,10,32,200000006,32,0,32,0,826,32,32,32,0,1,32,0,203900,32,0,32,1,0,32,32,32,23,670390032,0,23,32,0,32,0,1,10,0
33,30,33,33,3901,10,33,200000006,33,0,33,0,829,33,33,33,0,1,33,0,203900,33,0,33,1,0,33,33,33,23,670390033,0,23,33,0,33,0,1,10,0
34,30,34,34,4913,10,34,200000006,34,0,34,0,922,34,34,34,0,1,34,0,203900,34,0,34,1,0,34,34,34,23,670390034,0,24,34,0,34,0,1,10,0
35,30,35,35,5398,10,35,200000006,35,0,35,0,964,35,35,35,0,1,35,0,203900,35,0,35,1,0,35,35,35,23,670390035,0,24,35,0,35,0,1,10,0
36,30,36,36,5524,10,36,200000006,36,0,36,0,1007,36,36,36,0,1,36,0,203900,36,0,36,1,0,36,36,36,23,670390036,0,24,36,0,36,0,1,10,0
37,30,37,37,6013,10,37,200000006,37,0,37,0,1049,37,37,37,0,1,37,0,203900,37,0,37,1,0,37,37,37,25,670390037,0,26,37,0,37,0,1,10,0
38,30,38,38,6501,10,38,200000006,38,0,38,0,1091,38,38,38,0,1,38,0,203900,38,0,38,1,0,38,38,38,27,670390038,0,28,38,0,38,0,1,10,0
39,30,39,39,6990,10,39,200000006,39,0,39,0,1133,39,39,39,0,1,39,0,203900,39,0,39,1,0,39,39,39,30,670390039,0,30,39,0,39,0,1,10,0
40,30,40,40,7478,10,40,200000006,40,0,40,0,1176,40,40,40,0,1,40,0,203900,40,0,40,1,0,40,40,40,32,670390040,0,32,40,0,40,0,1,10,0
41,30,41,41,7967,10,41,200000006,41,0,41,0,1218,41,41,41,0,1,41,0,203900,41,0,41,1,0,41,41,41,34,670390041,0,34,41,0,41,0,1,10,0
42,30,42,42,8455,10,42,200000006,42,0,42,0,1260,42,42,42,0,1,42,0,203900,42,0,42,1,0,42,42,42,36,670390042,0,36,42,0,42,0,1,10,0
43,30,43,43,8808,10,43,200000006,43,0,43,0,1261,43,43,43,0,1,43,0,203900,43,0,43,1,0,43,43,43,37,670390043,0,37,43,0,43,0,1,10,0
44,30,44,44,9160,10,44,200000006,44,0,44,0,1261,44,44,44,0,1,44,0,203900,44,0,44,1,0,44,44,44,37,670390044,0,38,44,0,44,0,1,10,0
45,30,45,45,9513,10,45,200000006,45,0,45,0,1262,45,45,45,0,1,45,0,203900,45,0,45,1,0,45,45,45,38,670390045,0,39,45,0,45,0,1,10,0
46,30,46,46,9866,10,46,200000006,46,0,46,0,1277,46,46,46,0,1,46,0,203900,46,0,46,1,0,46,46,46,39,670390046,0,40,46,0,46,0,1,10,0
47,30,47,47,13752,10,47,200000006,47,0,47,0,1241,47,47,47,0,1,47,0,203900,47,0,47,1,0,47,47,47,42,670390047,0,42,47,0,47,0,1,10,0
48,30,48,48,11772,10,48,200000006,48,0,48,0,1306,48,48,48,0,1,48,0,203900,48,0,48,1,0,48,48,48,42,670390048,0,43,48,0,48,0,1,10,0
49,30,49,49,11772,10,49,200000006,49,0,49,0,1306,49,49,49,0,1,49,0,203900,49,0,49,1,0,49,49,49,46,670390049,0,46,49,0,49,0,1,10,0
50,30,50,50,11772,10,50,200000006,50,0,50,0,1306,50,50,50,0,1,50,0,203900,50,0,50,1,0,50,50,50,50,670390050,0,48,50,0,50,0,1,10,0
51,30,51,51,12772,10,51,200000006,51,0,51,0,1323,51,51,51,0,1,51,0,203900,51,0,51,1,0,51,51,51,50,670390051,0,48,51,0,51,0,1,10,0
52,30,52,52,13899,10,52,200000006,52,0,52,0,1340,52,52,52,0,1,52,0,203900,52,0,52,1,0,52,52,52,51,670390052,0,48,52,0,52,0,1,10,0
53,30,53,53,14772,10,53,200000006,53,0,53,0,1356,53,53,53,0,1,53,0,203900,53,0,53,1,0,53,53,53,51,670390053,0,48,53,0,53,0,1,10,0
54,30,54,54,15554,10,54,200000006,54,0,54,0,1379,54,54,54,0,1,54,0,203900,54,0,54,1,0,54,54,54,51,670390054,0,48,54,0,54,0,1,10,0
55,30,55,55,16336,10,55,200000006,55,0,55,0,1402,55,55,55,0,1,55,0,203900,55,0,55,1,0,55,55,55,51,670390055,0,49,55,0,55,0,1,10,0
56,30,56,56,17117,10,56,200000006,56,0,56,0,1424,56,56,56,0,1,56,0,203900,56,0,56,1,0,56,56,56,51,670390056,0,49,56,0,56,0,1,10,0
57,30,57,57,17899,10,57,200000006,57,0,57,0,1447,57,57,57,0,1,57,0,203900,57,0,57,1,0,57,57,57,51,670390057,0,49,57,0,57,0,1,10,0
58,30,58,58,18232,10,58,200000006,58,0,58,0,1447,58,58,58,0,1,58,0,203900,58,0,58,1,0,58,58,58,52,670390058,0,49,58,0,58,0,1,10,0
59,30,59,59,18566,10,59,200000006,59,0,59,0,1447,59,59,59,0,1,59,0,203900,59,0,59,1,0,59,59,59,53,670390059,0,50,59,0,59,0,1,10,0
60,30,60,60,18899,10,60,200000006,60,0,60,0,1447,60,60,60,0,1,60,0,203900,60,0,60,1,0,60,60,60,54,670390060,0,50,60,0,60,0,1,10,0
61,30,61,61,19232,10,61,200000006,61,0,61,0,1447,61,61,61,0,1,61,0,203900,61,0,61,1,0,61,61,61,55,670390061,0,50,61,0,61,0,1,10,0
62,30,62,62,20019,10,62,200000006,62,0,62,0,1573,62,62,62,0,1,62,0,203900,62,0,62,1,0,62,62,62,58,670390062,0,53,62,0,62,0,1,10,0
63,30,63,63,20806,10,63,200000006,63,0,63,0,1700,63,63,63,0,1,63,0,203900,63,0,63,1,0,63,63,63,61,670390063,0,57,63,0,63,0,1,10,0
64,30,64,64,21593,10,64,200000006,64,0,64,0,1826,64,64,64,0,1,64,0,203900,64,0,64,1,0,64,64,64,64,670390064,0,60,64,0,64,0,1,10,0
65,30,65,65,22380,10,65,200000006,65,0,65,0,1952,65,65,65,0,1,65,0,203900,65,0,65,1,0,65,65,65,66,670390065,0,64,65,0,65,0,1,10,0
66,30,66,66,23167,10,66,200000006,66,0,66,0,2078,66,66,66,0,1,66,0,203900,66,0,66,1,0,66,66,66,69,670390066,0,67,66,0,66,0,1,10,0
67,30,67,67,23954,10,67,200000006,67,0,67,0,2205,67,67,67,0,1,67,0,203900,67,0,67,1,0,67,67,67,72,670390067,0,70,67,0,67,0,1,10,0
68,30,68,68,24741,10,68,200000006,68,0,68,0,2331,68,68,68,0,1,68,0,203900,68,0,68,1,0,68,68,68,75,670390068,0,74,68,0,68,0,1,10,0
69,30,69,69,25528,10,69,200000006,69,0,69,0,2457,69,69,69,0,1,69,0,203900,69,0,69,1,0,69,69,69,78,670390069,0,77,69,0,69,0,1,10,0
70,30,70,70,26316,10,70,200000006,70,0,70,0,2584,70,70,70,0,1,70,0,203900,70,0,70,1,0,70,70,70,81,670390070,0,81,70,0,70,0,1,10,0
71,30,71,71,27103,10,71,200000006,71,0,71,0,2710,71,71,71,0,1,71,0,203900,71,0,71,1,0,71,71,71,83,670390071,0,84,71,0,71,0,1,10,0
1,30,1,1,355,10,1,200000001,1,0,1,0,38,1,1,1,0,1,1,0,204000,1,0,1,1,0,1,1,1,2,670400001,0,3,1,0,1,0,1,10,0
2,30,2,2,670,10,2,200000001,2,0,2,0,53,2,2,2,0,1,2,0,204000,2,0,2,1,0,2,2,2,3,670400002,0,10,2,0,2,0,1,10,0
3,30,3,3,566,10,3,200000001,3,0,3,0,79,3,3,3,0,1,3,0,204000,3,0,3,1,0,3,3,3,4,670400003,0,6,3,0,3,0,1,10,0
4,30,4,4,597,10,4,200000001,4,0,4,0,97,4,4,4,0,1,4,0,204000,4,0,4,1,0,4,4,4,5,670400004,0,8,4,0,4,0,1,10,0
5,30,5,5,627,10,5,200000001,5,0,5,0,114,5,5,5,0,1,5,0,204000,5,0,5,1,0,5,5,5,6,670400005,0,9,5,0,5,0,1,10,0
6,30,6,6,651,10,6,200000001,6,0,6,0,136,6,6,6,0,1,6,0,204000,6,0,6,1,0,6,6,6,6,670400006,0,9,6,0,6,0,1,10,0
7,30,7,7,855,10,7,200000001,7,0,7,0,161,7,7,7,0,1,7,0,204000,7,0,7,1,0,7,7,7,7,670400007,0,10,7,0,7,0,1,10,0
8,30,8,8,1059,10,8,200000001,8,0,8,0,186,8,8,8,0,1,8,0,204000,8,0,8,1,0,8,8,8,7,670400008,0,10,8,0,8,0,1,10,0
9,30,9,9,1091,10,9,200000001,9,0,9,0,205,9,9,9,0,1,9,0,204000,9,0,9,1,0,9,9,9,7,670400009,0,11,9,0,9,0,1,10,0
10,30,10,10,1121,10,10,200000001,10,0,10,0,212,10,10,10,0,1,10,0,204000,10,0,10,1,0,10,10,10,8,670400010,0,11,10,0,10,0,1,10,0
11,30,11,11,1121,10,11,200000001,11,0,11,0,212,11,11,11,0,1,11,0,204000,11,0,11,1,0,11,11,11,8,670400011,0,11,11,0,11,0,1,10,0
12,30,12,12,1180,10,12,200000001,12,0,12,0,225,12,12,12,0,1,12,0,204000,12,0,12,1,0,12,12,12,8,670400012,0,12,12,0,12,0,1,10,0
13,30,13,13,1180,10,13,200000001,13,0,13,0,225,13,13,13,0,1,13,0,204000,13,0,13,1,0,13,13,13,9,670400013,0,12,13,0,13,0,1,10,0
14,30,14,14,1180,10,14,200000001,14,0,14,0,225,14,14,14,0,1,14,0,204000,14,0,14,1,0,14,14,14,9,670400014,0,12,14,0,14,0,1,10,0
15,30,15,15,1184,10,15,200000001,15,0,15,0,220,15,15,15,0,1,15,0,204000,15,0,15,1,0,15,15,15,12,670400015,0,18,15,0,15,0,1,10,0
16,30,16,16,1305,10,16,200000001,16,0,16,0,248,16,16,16,0,1,16,0,204000,16,0,16,1,0,16,16,16,12,670400016,0,18,16,0,16,0,1,10,0
17,30,17,17,1426,10,17,200000001,17,0,17,0,275,17,17,17,0,1,17,0,204000,17,0,17,1,0,17,17,17,12,670400017,0,18,17,0,17,0,1,10,0
18,30,18,18,1734,10,18,200000001,18,0,18,0,310,18,18,18,0,1,18,0,204000,18,0,18,1,0,18,18,18,12,670400018,0,18,18,0,18,0,1,10,0
19,30,19,19,2043,10,19,200000001,19,0,19,0,346,19,19,19,0,1,19,0,204000,19,0,19,1,0,19,19,19,13,670400019,0,19,19,0,19,0,1,10,0
20,30,20,20,2351,10,20,200000001,20,0,20,0,381,20,20,20,0,1,20,0,204000,20,0,20,1,0,20,20,20,13,670400020,0,19,20,0,20,0,1,10,0
21,30,21,21,2659,10,21,200000001,21,0,21,0,416,21,21,21,0,1,21,0,204000,21,0,21,1,0,21,21,21,13,670400021,0,19,21,0,21,0,1,10,0
22,30,22,22,2724,10,22,200000001,22,0,22,0,469,22,22,22,0,1,22,0,204000,22,0,22,1,0,22,22,22,17,670400022,0,24,22,0,22,0,1,10,0
23,30,23,23,2788,10,23,200000001,23,0,23,0,521,23,23,23,0,1,23,0,204000,23,0,23,1,0,23,23,23,21,670400023,0,28,23,0,23,0,1,10,0
24,30,24,24,2985,10,24,200000001,24,0,24,0,539,24,24,24,0,1,24,0,204000,24,0,24,1,0,24,24,24,21,670400024,0,28,24,0,24,0,1,10,0
25,30,25,25,3182,10,25,200000001,25,0,25,0,557,25,25,25,0,1,25,0,204000,25,0,25,1,0,25,25,25,22,670400025,0,29,25,0,25,0,1,10,0
26,30,26,26,3379,10,26,200000001,26,0,26,0,575,26,26,26,0,1,26,0,204000,26,0,26,1,0,26,26,26,22,670400026,0,29,26,0,26,0,1,10,0
27,30,27,27,3576,10,27,200000001,27,0,27,0,593,27,27,27,0,1,27,0,204000,27,0,27,1,0,27,27,27,22,670400027,0,29,27,0,27,0,1,10,0
28,30,28,28,3808,10,28,200000001,28,0,28,0,617,28,28,28,0,1,28,0,204000,28,0,28,1,0,28,28,28,22,670400028,0,30,28,0,28,0,1,10,0
29,30,29,29,4040,10,29,200000001,29,0,29,0,642,29,29,29,0,1,29,0,204000,29,0,29,1,0,29,29,29,22,670400029,0,31,29,0,29,0,1,10,0
30,30,30,30,4272,10,30,200000001,30,0,30,0,666,30,30,30,0,1,30,0,204000,30,0,30,1,0,30,30,30,22,670400030,0,32,30,0,30,0,1,10,0
31,30,31,31,4685,10,31,200000001,31,0,31,0,694,31,31,31,0,1,31,0,204000,31,0,31,1,0,31,31,31,22,670400031,0,32,31,0,31,0,1,10,0
32,30,32,32,5099,10,32,200000001,32,0,32,0,723,32,32,32,0,1,32,0,204000,32,0,32,1,0,32,32,32,23,670400032,0,32,32,0,32,0,1,10,0
33,30,33,33,5512,10,33,200000001,33,0,33,0,751,33,33,33,0,1,33,0,204000,33,0,33,1,0,33,33,33,23,670400033,0,32,33,0,33,0,1,10,0
34,30,34,34,5925,10,34,200000001,34,0,34,0,779,34,34,34,0,1,34,0,204000,34,0,34,1,0,34,34,34,23,670400034,0,32,34,0,34,0,1,10,0
35,30,35,35,7661,10,35,200000001,35,0,35,0,885,35,35,35,0,1,35,0,204000,35,0,35,1,0,35,35,35,27,670400035,0,37,35,0,35,0,1,10,0
36,30,36,36,9398,10,36,200000001,36,0,36,0,992,36,36,36,0,1,36,0,204000,36,0,36,1,0,36,36,36,31,670400036,0,42,36,0,36,0,1,10,0
37,30,37,37,11134,10,37,200000001,37,0,37,0,1098,37,37,37,0,1,37,0,204000,37,0,37,1,0,37,37,37,35,670400037,0,47,37,0,37,0,1,10,0
38,30,38,38,12871,10,38,200000001,38,0,38,0,1204,38,38,38,0,1,38,0,204000,38,0,38,1,0,38,38,38,38,670400038,0,52,38,0,38,0,1,10,0
39,30,39,39,14607,10,39,200000001,39,0,39,0,1311,39,39,39,0,1,39,0,204000,39,0,39,1,0,39,39,39,42,670400039,0,57,39,0,39,0,1,10,0
40,30,40,40,16344,10,40,200000001,40,0,40,0,1417,40,40,40,0,1,40,0,204000,40,0,40,1,0,40,40,40,46,670400040,0,62,40,0,40,0,1,10,0
41,30,41,41,18080,10,41,200000001,41,0,41,0,1523,41,41,41,0,1,41,0,204000,41,0,41,1,0,41,41,41,50,670400041,0,66,41,0,41,0,1,10,0
42,30,42,42,19817,10,42,200000001,42,0,42,0,1629,42,42,42,0,1,42,0,204000,42,0,42,1,0,42,42,42,54,670400042,0,71,42,0,42,0,1,10,0
43,30,43,43,21553,10,43,200000001,43,0,43,0,1736,43,43,43,0,1,43,0,204000,43,0,43,1,0,43,43,43,58,670400043,0,76,43,0,43,0,1,10,0
44,30,44,44,23290,10,44,200000001,44,0,44,0,1842,44,44,44,0,1,44,0,204000,44,0,44,1,0,44,44,44,64,670400044,0,81,44,0,44,0,1,10,0
45,30,45,45,25026,10,45,200000001,45,0,45,0,1948,45,45,45,0,1,45,0,204000,45,0,45,1,0,45,45,45,65,670400045,0,86,45,0,45,0,1,10,0
46,30,46,46,26763,10,46,200000001,46,0,46,0,2055,46,46,46,0,1,46,0,204000,46,0,46,1,0,46,46,46,69,670400046,0,91,46,0,46,0,1,10,0
47,30,47,47,28499,10,47,200000001,47,0,47,0,2161,47,47,47,0,1,47,0,204000,47,0,47,1,0,47,47,47,73,670400047,0,96,47,0,47,0,1,10,0
48,30,48,48,28950,10,48,200000001,48,0,48,0,2182,48,48,48,0,1,48,0,204000,48,0,48,1,0,48,48,48,74,670400048,0,97,48,0,48,0,1,10,0
49,30,49,49,29402,10,49,200000001,49,0,49,0,2203,49,49,49,0,1,49,0,204000,49,0,49,1,0,49,49,49,74,670400049,0,98,49,0,49,0,1,10,0
50,30,50,50,29853,10,50,200000001,50,0,50,0,2224,50,50,50,0,1,50,0,204000,50,0,50,1,0,50,50,50,75,670400050,0,99,50,0,50,0,1,10,0
51,30,51,51,30304,10,51,200000001,51,0,51,0,2245,51,51,51,0,1,51,0,204000,51,0,51,1,0,51,51,51,76,670400051,0,100,51,0,51,0,1,10,0
52,30,52,52,30687,10,52,200000001,52,0,52,0,2256,52,52,52,0,1,52,0,204000,52,0,52,1,0,52,52,52,76,670400052,0,102,52,0,52,0,1,10,0
53,30,53,53,31069,10,53,200000001,53,0,53,0,2268,53,53,53,0,1,53,0,204000,53,0,53,1,0,53,53,53,76,670400053,0,102,53,0,53,0,1,10,0
54,30,54,54,30756,10,54,200000001,54,0,54,0,2266,54,54,54,0,1,54,0,204000,54,0,54,1,0,54,54,54,77,670400054,0,101,54,0,54,0,1,10,0
55,30,55,55,31207,10,55,200000001,55,0,55,0,2287,55,55,55,0,1,55,0,204000,55,0,55,1,0,55,55,55,77,670400055,0,101,55,0,55,0,1,10,0
56,30,56,56,31658,10,56,200000001,56,0,56,0,2307,56,56,56,0,1,56,0,204000,56,0,56,1,0,56,56,56,78,670400056,0,102,56,0,56,0,1,10,0
57,30,57,57,32110,10,57,200000001,57,0,57,0,2328,57,57,57,0,1,57,0,204000,57,0,57,1,0,57,57,57,79,670400057,0,103,57,0,57,0,1,10,0
58,30,58,58,33464,10,58,200000001,58,0,58,0,2391,58,58,58,0,1,58,0,204000,58,0,58,1,0,58,58,58,81,670400058,0,106,58,0,58,0,1,10,0
59,30,59,59,33915,10,59,200000001,59,0,59,0,2412,59,59,59,0,1,59,0,204000,59,0,59,1,0,59,59,59,82,670400059,0,107,59,0,59,0,1,10,0
60,30,60,60,34366,10,60,200000001,60,0,60,0,2433,60,60,60,0,1,60,0,204000,60,0,60,1,0,60,60,60,83,670400060,0,108,60,0,60,0,1,10,0
61,30,61,61,34817,10,61,200000001,61,0,61,0,2454,61,61,61,0,1,61,0,204000,61,0,61,1,0,61,61,61,83,670400061,0,109,61,0,61,0,1,10,0
62,30,62,62,34942,10,62,200000001,62,0,62,0,2509,62,62,62,0,1,62,0,204000,62,0,62,1,0,62,62,62,84,670400062,0,110,62,0,62,0,1,10,0
63,30,63,63,35068,10,63,200000001,63,0,63,0,2564,63,63,63,0,1,63,0,204000,63,0,63,1,0,63,63,63,85,670400063,0,110,63,0,63,0,1,10,0
64,30,64,64,35193,10,64,200000001,64,0,64,0,2619,64,64,64,0,1,64,0,204000,64,0,64,1,0,64,64,64,86,670400064,0,111,64,0,64,0,1,10,0
65,30,65,65,35318,10,65,200000001,65,0,65,0,2674,65,65,65,0,1,65,0,204000,65,0,65,1,0,65,65,65,87,670400065,0,111,65,0,65,0,1,10,0
66,30,66,66,35443,10,66,200000001,66,0,66,0,2729,66,66,66,0,1,66,0,204000,66,0,66,1,0,66,66,66,88,670400066,0,112,66,0,66,0,1,10,0
67,30,67,67,35569,10,67,200000001,67,0,67,0,2784,67,67,67,0,1,67,0,204000,67,0,67,1,0,67,67,67,89,670400067,0,113,67,0,67,0,1,10,0
68,30,68,68,35694,10,68,200000001,68,0,68,0,2838,68,68,68,0,1,68,0,204000,68,0,68,1,0,68,68,68,91,670400068,0,113,68,0,68,0,1,10,0
69,30,69,69,35819,10,69,200000001,69,0,69,0,2893,69,69,69,0,1,69,0,204000,69,0,69,1,0,69,69,69,92,670400069,0,114,69,0,69,0,1,10,0
70,30,70,70,35944,10,70,200000001,70,0,70,0,2948,70,70,70,0,1,70,0,204000,70,0,70,1,0,70,70,70,93,670400070,0,115,70,0,70,0,1,10,0
71,30,71,71,36070,10,71,200000001,71,0,71,0,3003,71,71,71,0,1,71,0,204000,71,0,71,1,0,71,71,71,94,670400071,0,115,71,0,71,0,1,10,0
1,30,1,1,368,10,1,200000001,1,0,1,0,0,1,1,1,0,1,1,0,204200,1,0,1,1,0,1,1,1,2,670420001,0,3,1,0,1,0,1,10,17
2,30,2,2,376,10,2,200000001,2,0,2,0,0,2,2,2,0,1,2,0,204200,2,0,2,1,0,2,2,2,3,670420002,0,7,2,0,2,0,1,10,17
3,30,3,3,383,10,3,200000001,3,0,3,0,0,3,3,3,0,1,3,0,204200,3,0,3,1,0,3,3,3,5,670420003,0,4,3,0,3,0,1,10,19
4,30,4,4,420,10,4,200000001,4,0,4,0,0,4,4,4,0,1,4,0,204200,4,0,4,1,0,4,4,4,5,670420004,0,4,4,0,4,0,1,10,22
5,30,5,5,534,10,5,200000001,5,0,5,0,0,5,5,5,0,1,5,0,204200,5,0,5,1,0,5,5,5,7,670420005,0,6,5,0,5,0,1,10,27
6,30,6,6,643,10,6,200000001,6,0,6,0,0,6,6,6,0,1,6,0,204200,6,0,6,1,0,6,6,6,8,670420006,0,6,6,0,6,0,1,10,60
7,30,7,7,692,10,7,200000001,7,0,7,0,0,7,7,7,0,1,7,0,204200,7,0,7,1,0,7,7,7,9,670420007,0,6,7,0,7,0,1,10,76
8,30,8,8,740,10,8,200000001,8,0,8,0,0,8,8,8,0,1,8,0,204200,8,0,8,1,0,8,8,8,9,670420008,0,7,8,0,8,0,1,10,91
9,30,9,9,788,10,9,200000001,9,0,9,0,0,9,9,9,0,1,9,0,204200,9,0,9,1,0,9,9,9,9,670420009,0,7,9,0,9,0,1,10,107
