param_04,param_06,param_05,command_id,param_07,drama_id,param_01,command_type,param_03,param_08,param_02
0.01,"","",35814041,"",35814,103711,2,-320,"",180
"",0.2,"",35814042,"",35814,100511,3,1,"",wac_birthday_idle_normal
0.01,"","",35814043,"",35814,100511,2,-360,"",300
"",0.2,"",35814044,"",35814,104711,3,1,"",wac_birthday_idle_normal
0.01,"","",35814045,"",35814,104711,2,-340,"",430
"","","",35814046,"",35814,0,93,"","",""
"","","",35814047,"",35814,800,32,"","",1
"","","",35814048,"",35814,0.7,93,"","",""
"","","",35814049,"",35814,702,32,"","",1
"","","",35814050,"",35814,0.5,93,"","",""
"","","",35814051,"",35814,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",35814052,"",35814,701,32,"","",0
"","","",35814053,"",35814,0.4,93,"","",""
"","","",35814054,"",35814,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",35814055,"",35814,700,32,"","",1
"","","",35814056,"",35814,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_doya,0.2,1,35814057,0.2,35814,103711,3,0,"",wac_birthday_clap
"","","",35814058,"",35814,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,35814059,0.2,35814,100511,3,0,"",wac_birthday_clap
"","","",35814060,"",35814,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,35814061,0.2,35814,104711,3,0,"",wac_birthday_clap
"","","",35814062,"",35814,2,93,"","",""
"","","",35814063,"",35814,1,131,"","",""
0,"","",35814064,"",35814,vo_wac_35814,21,0,"",vo_wac_35814_000
1,0,1,35814065,0,35814,107111,11,10,0.5,"……마음은 대단히 고맙지만.\n내 생일을 축하해도 괜찮겠어?\n표면적으로는 상당히 문제 있는 경위로\n길드에서 도망친 여자라고."
"","","",35814066,"",35814,0,91,"","",""
"",0.2,"",35814067,"",35814,107111,3,1,"",wac_birthday_idle_normal
"",0.2,"",35814068,"",35814,103711,3,1,"",wac_birthday_talk_normal
0,"","",35814069,"",35814,vo_wac_35814,21,0,"",vo_wac_35814_001
1,0,1,35814070,0,35814,103711,11,10,0.5,"아니, 지금까지 실컷 우리\n생일에 얼굴 내밀었잖아요.\n매번 신나게 준비했었고\n이미 한참 전에 내려놓은 줄 알았는데."
"","","",35814071,"",35814,0,91,"","",""
"",0.2,"",35814072,"",35814,103711,3,1,"",wac_birthday_idle_normal
"",0.2,"",35814073,"",35814,100511,3,1,"",wac_birthday_talk_smile
0,"","",35814074,"",35814,vo_wac_35814,21,0,"",vo_wac_35814_002
1,0,1,35814075,0,35814,100511,11,10,0.5,"애초에 크리스티나 아줌마는\n처음부터 문제투성이였고,\n그런 거 이제 아무도 신경 쓰지 않슴다!"
"","","",35814076,"",35814,0,91,"","",""
"",0.2,"",35814077,"",35814,100511,3,1,"",wac_birthday_idle_smile
"",0.2,"",35814078,"",35814,107111,3,1,"",wac_birthday_talk_doya
0,"","",35814079,"",35814,vo_wac_35814,21,0,"",vo_wac_35814_003
1,0,1,35814080,0,35814,107111,11,10,0.5,"과연, 잘 알았어.\n진지하게 축하할 마음이 없는 거로군?\n둘 다 거기 나란히 서, 케이크 전에\n그 무례한 혀끝부터 잘라주지☆"
"","","",35814081,"",35814,0,91,"","",""
"",0.2,"",35814082,"",35814,107111,3,1,"",wac_birthday_idle_doya
"",0.2,"",35814083,"",35814,104711,3,1,"",wac_birthday_talk_smile
0,"","",35814084,"",35814,vo_wac_35814,21,0,"",vo_wac_35814_004
1,0,1,35814085,0,35814,104711,11,10,0.5,"……소년, 잘 봐.\n저렇게 말하고는 있지만\n크리스, 굉장히 기뻐 보여.\n입가가 계속 풀어져 있는 게."
"","","",35814086,"",35814,0,91,"","",""
"","","",35814087,"",35814,0,22,"","",""
"","","",36914001,"",36914,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,36914002,0,36914,1,1,250,wac_birthday_idle_normal,123011
200,2,-270,36914003,1,36914,1,1,256,wac_birthday_idle_smile,100211
320,2,-310,36914004,1,36914,1,1,258,wac_birthday_idle_doya,100111
440,2,-290,36914005,1,36914,1,1,257,wac_birthday_idle_normal,100311
"","","",36914006,"",36914,123011,13,"","",300
"","","",36914007,"",36914,100211,13,"","",300
"","","",36914008,"",36914,100111,13,"","",300
"","","",36914009,"",36914,100311,13,"","",300
0,0,1,36914010,"",36914,502,31,0,"",502
0,1,1,36914011,"",36914,600,31,0,"",600
0,0,1,36914012,"",36914,602,31,0,"",602
0,0,1,36914013,"",36914,603,31,0,"",603
60,1,1,36914014,"",36914,604,31,30,"",604
0,1,1,36914015,"",36914,615,31,0,"",615
0,0,1,36914016,"",36914,700,31,0,"",700
0,0,1,36914017,"",36914,701,31,0,"",701
0,0,1,36914018,"",36914,702,31,0,"",702
0,0,1,36914019,"",36914,800,31,0,"",800
60,1,1,36914020,"",36914,963,31,30,"",963
"","","",36914021,"",36914,1,93,"","",""
wac_birthday_reaction_03,0.2,1,36914022,0.2,36914,100111,3,0,"",wac_birthday_reaction_01
"","","",36914023,"",36914,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,36914024,0.2,36914,100211,3,0,"",wac_birthday_reaction_05
wac_birthday_reaction_04,0.2,1,36914025,0.2,36914,100311,3,0,"",wac_birthday_reaction_02
"","","",36914026,"",36914,0.3,93,"","",""
"",0.2,"",36914027,"",36914,123011,3,1,"",wac_birthday_ames_run_01
3,"","",36914028,"",36914,123011,2,-70,"",0
"","","",36914029,"",36914,2.5,93,"","",""
"","","",36914030,"",36914,602,32,"","",1
"","","",36914031,"",36914,0.6,93,"","",""
"","","",36914032,"",36914,502,32,"","",1
"","","",36914033,"",36914,600,32,"","",0
"","","",36914034,"",36914,615,32,"","",0
"","","",36914035,"",36914,604,32,"","",0
"","","",36914036,"",36914,701,32,"","",1
0.01,"","",36914037,"",36914,963,33,0,"",0
wac_birthday_ames_talk_yareyare,0.1,1,36914038,0.2,36914,123011,3,0,"",wac_birthday_ames_blowout
0.01,"","",36914039,"",36914,123011,2,-330,"",-200
"",0.2,"",36914040,"",36914,100211,3,1,"",wac_birthday_idle_smile
0.01,"","",36914041,"",36914,100211,2,-320,"",180
"",0.2,"",36914042,"",36914,100111,3,1,"",wac_birthday_idle_doya
0.01,"","",36914043,"",36914,100111,2,-360,"",290
"",0.2,"",36914044,"",36914,100311,3,1,"",wac_birthday_idle_normal
0.01,"","",36914045,"",36914,100311,2,-340,"",420
"","","",36914046,"",36914,0,93,"","",""
"","","",36914047,"",36914,800,32,"","",1
"","","",36914048,"",36914,0.7,93,"","",""
"","","",36914049,"",36914,702,32,"","",1
"","","",36914050,"",36914,0.5,93,"","",""
"","","",36914051,"",36914,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",36914052,"",36914,701,32,"","",0
"","","",36914053,"",36914,0.4,93,"","",""
"","","",36914054,"",36914,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",36914055,"",36914,700,32,"","",1
"","","",36914056,"",36914,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_smile,0.2,1,36914057,0.2,36914,100211,3,0,"",wac_birthday_clap
"","","",36914058,"",36914,0.1,93,"","",""
wac_birthday_idle_doya,0.2,1,36914059,0.2,36914,100111,3,0,"",wac_birthday_clap
"","","",36914060,"",36914,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,36914061,0.2,36914,100311,3,0,"",wac_birthday_clap
"","","",36914062,"",36914,2,93,"","",""
"","","",36914063,"",36914,1,131,"","",""
0,"","",36914064,"",36914,vo_wac_36914,21,0,"",vo_wac_36914_000
1,0,1,36914065,0,36914,123011,11,10,0.5,"……뭐부터 지적하면 좋을까?\n시키는 대로 초는 껐지만\n오늘은 내 생일이 아닌데?\n애초에 생일 같은 거 없고."
"","","",36914066,"",36914,0,91,"","",""
"",0.2,"",36914067,"",36914,123011,3,1,"",wac_birthday_ames_idle_normal
"",0.2,"",36914068,"",36914,100211,3,1,"",wac_birthday_talk_normal
0,"","",36914069,"",36914,vo_wac_36914,21,0,"",vo_wac_36914_001
1,0,1,36914070,0,36914,100211,11,10,0.5,"이건 기사 군의 아이디어야.\n평소에 신세도 많이 지는데\n혼자만 축하 안 하면\n서운할 테니까……"
"","","",36914071,"",36914,0,91,"","",""
"",0.2,"",36914072,"",36914,100211,3,1,"",wac_birthday_idle_normal
"",0.2,"",36914073,"",36914,100111,3,1,"",wac_birthday_talk_smile
0,"","",36914074,"",36914,vo_wac_36914,21,0,"",vo_wac_36914_002
1,0,1,36914075,0,36914,100111,11,10,0.5,"쇠뿔도 단김에 빼랬다고,\n감사의 뜻을 케이크로\n나타내 봤어~♪\n그러니까 군소리하기 없기야!"
"","","",36914076,"",36914,0,91,"","",""
"",0.2,"",36914077,"",36914,100111,3,1,"",wac_birthday_idle_smile
"",0.2,"",36914078,"",36914,123011,3,1,"",wac_birthday_ames_talk_smile
0,"","",36914079,"",36914,vo_wac_36914,21,0,"",vo_wac_36914_003
1,0,1,36914080,0,36914,123011,11,10,0.5,"아~ 과연~\n딱히 그런 거 신경 쓰지 않았는데\n꽤 배려할 줄 아네♪\n날짜가 「오늘」이라는 것도 나쁘지 않고."
"","","",36914081,"",36914,0,91,"","",""
"",0.2,"",36914082,"",36914,123011,3,1,"",wac_birthday_ames_idle_smile
"",0.2,"",36914083,"",36914,100311,3,1,"",wac_birthday_talk_sad
0,"","",36914084,"",36914,vo_wac_36914,21,0,"",vo_wac_36914_004
1,0,1,36914085,0,36914,100311,11,10,0.5,"응? 뭔가 특별한 날이었나?\n분명 이 날이 좋다고 말한 건……\n너였지?"
"","","",36914086,"",36914,0,91,"","",""
"",0.2,"",36914087,"",36914,100311,3,1,"",wac_birthday_idle_normal
"",0.2,"",36914088,"",36914,123011,3,1,"",wac_birthday_ames_talk_wish
0,"","",36914089,"",36914,vo_wac_36914,21,0,"",vo_wac_36914_005
1,0,1,36914090,0,36914,123011,11,10,0.5,"기억 못 하겠지만, 오늘은 있지?\n당신과 내가 처음 만난 날이야.\n우리의 이야기가 시작된 기념일……"
"","","",36914091,"",36914,0,91,"","",""
"",0.2,"",36914092,"",36914,123011,3,1,"",wac_birthday_ames_talk_doya
0,"","",36914093,"",36914,vo_wac_36914,21,0,"",vo_wac_36914_006
1,0,1,36914094,0,36914,123011,11,10,0.5,"설령 이름이나 모습이 변해도\n나는 당신들을 가이드하는 역할이니까.\n미아가 되어 이상한 길로 나아가지 않게\n앞으로도 조언해 줄게♪"
"","","",36914095,"",36914,0,91,"","",""
"","","",36914096,"",36914,0,22,"","",""
"","","",37914001,"",37914,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,37914002,0,37914,1,1,250,wac_birthday_idle_normal,111011
230,2,-270,37914003,1,37914,1,1,256,wac_birthday_idle_smile,110811
410,2,-310,37914004,1,37914,1,1,257,wac_birthday_idle_doya,110911
"","","",37914005,"",37914,111011,13,"","",300
"","","",37914006,"",37914,110811,13,"","",300
"","","",37914007,"",37914,110911,13,"","",300
0,0,1,37914008,"",37914,502,31,0,"",502
0,1,1,37914009,"",37914,600,31,0,"",600
0,0,1,37914010,"",37914,602,31,0,"",602
0,0,1,37914011,"",37914,603,31,0,"",603
60,1,1,37914012,"",37914,604,31,30,"",604
0,1,1,37914013,"",37914,615,31,0,"",615
0,0,1,37914014,"",37914,700,31,0,"",700
0,0,1,37914015,"",37914,701,31,0,"",701
0,0,1,37914016,"",37914,702,31,0,"",702
0,0,1,37914017,"",37914,800,31,0,"",800
60,1,1,37914018,"",37914,964,31,30,"",964
"","","",37914019,"",37914,1,93,"","",""
wac_birthday_reaction_03,0.2,1,37914020,0.2,37914,110911,3,0,"",wac_birthday_reaction_02
"","","",37914021,"",37914,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,37914022,0.2,37914,110811,3,0,"",wac_birthday_reaction_01
"","","",37914023,"",37914,0.3,93,"","",""
"",0.2,"",37914024,"",37914,111011,3,1,"",wac_birthday_run_01
3,"","",37914025,"",37914,111011,2,-70,"",0
"","","",37914026,"",37914,2.5,93,"","",""
"","","",37914027,"",37914,602,32,"","",1
"","","",37914028,"",37914,0.6,93,"","",""
"","","",37914029,"",37914,502,32,"","",1
"","","",37914030,"",37914,600,32,"","",0
"","","",37914031,"",37914,615,32,"","",0
"","","",37914032,"",37914,604,32,"","",0
"","","",37914033,"",37914,701,32,"","",1
0.01,"","",37914034,"",37914,964,33,0,"",0
wac_birthday_wish_04,0.2,1,37914035,0.2,37914,111011,3,0,"",wac_birthday_blowout_01
0.01,"","",37914036,"",37914,111011,2,-330,"",-200
"",0.2,"",37914037,"",37914,110811,3,1,"",wac_birthday_idle_smile
0.01,"","",37914038,"",37914,110811,2,-320,"",180
"",0.2,"",37914039,"",37914,110911,3,1,"",wac_birthday_idle_doya
0.01,"","",37914040,"",37914,110911,2,-340,"",320
"","","",37914041,"",37914,0,93,"","",""
"","","",37914042,"",37914,800,32,"","",1
"","","",37914043,"",37914,0.7,93,"","",""
"","","",37914044,"",37914,702,32,"","",1
"","","",37914045,"",37914,0.5,93,"","",""
"","","",37914046,"",37914,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",37914047,"",37914,701,32,"","",0
"","","",37914048,"",37914,0.4,93,"","",""
"","","",37914049,"",37914,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",37914050,"",37914,700,32,"","",1
"","","",37914051,"",37914,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_smile,0.2,1,37914052,0.2,37914,110811,3,0,"",wac_birthday_clap
"","","",37914053,"",37914,0.1,93,"","",""
wac_birthday_idle_doya,0.2,1,37914054,0.2,37914,110911,3,0,"",wac_birthday_clap
"","","",37914055,"",37914,2,93,"","",""
"","","",37914056,"",37914,1,131,"","",""
0,"","",37914057,"",37914,vo_wac_37914,21,0,"",vo_wac_37914_000
1,0,1,37914058,0,37914,111011,11,10,0.5,"오옷, 이 촛불을 날 위해서?\n대단히 공들인 복잡한 향기다.\n그 아래에는 굉장한 토대까지……\n이건 생일 토대라는 것이군!"
"","","",37914059,"",37914,0,91,"","",""
"",0.2,"",37914060,"",37914,111011,3,1,"",wac_birthday_idle_wish
"",0.2,"",37914061,"",37914,110811,3,1,"",wac_birthday_talk_normal
0,"","",37914062,"",37914,vo_wac_37914,21,0,"",vo_wac_37914_001
1,0,1,37914063,0,37914,110811,11,10,0.5,"일단 우리의 수제계인데\n선배 어차피 케이크에 흥미 없죠?\n나중에 우리끼리 적당~히 치울 테니\n이제 돌아가도 돼요. 수고~"
"","","",37914064,"",37914,0,91,"","",""
"",0.2,"",37914065,"",37914,110811,3,1,"",wac_birthday_idle_normal
"",0.2,"",37914066,"",37914,111011,3,1,"",wac_birthday_yuni_talk_anger
0,"","",37914067,"",37914,vo_wac_37914,21,0,"",vo_wac_37914_002
1,0,1,37914068,0,37914,111011,11,10,0.5,"바보 같은 소리 말게, 후배들.\n이렇게나 챙겨 주는 걸 마다할 리가 있나.\n자네들의 마음, 확실하게 받아 주겠다.\n단적으로 바꿔 말하면, 나를 따돌리지 마."
"","","",37914069,"",37914,0,91,"","",""
"",0.2,"",37914070,"",37914,111011,3,1,"",wac_birthday_talk_normal
0,"","",37914071,"",37914,vo_wac_37914,21,0,"",vo_wac_37914_003
1,0,1,37914072,0,37914,111011,11,10,0.5,"아니, 감사 인사 정도는 말하게 해주게.\n이처럼 훌륭한 촛불과 토대를 준비하는 것은\n고생이었을 테지. 그 후의에 감사하마.\n자, 생일을 시작한다. 햣하~!"
"","","",37914073,"",37914,11,93,"","",1
"",0.2,"",37914074,"",37914,111011,3,1,"",wac_birthday_talk_kyapi
"","","",37914075,"",37914,37914072,91,"","",""
"","","",37914076,"",37914,0,22,"","",""
"","","",38014001,"",38014,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,38014002,0,38014,1,1,250,wac_birthday_idle_normal,104611
200,2,-270,38014003,1,38014,1,1,256,wac_birthday_idle_normal,104811
320,2,-310,38014004,1,38014,1,1,258,wac_birthday_idle_wish,103411
440,2,-290,38014005,1,38014,1,1,257,wac_birthday_idle_normal,103211
"","","",38014006,"",38014,104611,13,"","",300
"","","",38014007,"",38014,104811,13,"","",300
"","","",38014008,"",38014,103411,13,"","",300
"","","",38014009,"",38014,103211,13,"","",300
0,1,1,38014010,"",38014,600,31,0,"",600
0,0,1,38014011,"",38014,602,31,0,"",602
0,0,1,38014012,"",38014,603,31,0,"",603
60,1,1,38014013,"",38014,604,31,30,"",604
0,1,1,38014014,"",38014,610,31,0,"",610
0,0,1,38014015,"",38014,700,31,0,"",700
0,0,1,38014016,"",38014,701,31,0,"",701
0,0,1,38014017,"",38014,702,31,0,"",702
0,0,1,38014018,"",38014,800,31,0,"",800
60,1,1,38014019,"",38014,965,31,30,"",965
"","","",38014020,"",38014,1,93,"","",""
wac_birthday_reaction_03,0.2,1,38014021,0.2,38014,103411,3,0,"",wac_birthday_reaction_01
"","","",38014022,"",38014,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,38014023,0.2,38014,104811,3,0,"",wac_birthday_reaction_05
wac_birthday_reaction_04,0.2,1,38014024,0.2,38014,103211,3,0,"",wac_birthday_reaction_02
"","","",38014025,"",38014,0.3,93,"","",""
"",0.2,"",38014026,"",38014,104611,3,1,"",wac_birthday_run_01
3,"","",38014027,"",38014,104611,2,-70,"",0
"","","",38014028,"",38014,2.5,93,"","",""
"","","",38014029,"",38014,602,32,"","",1
"","","",38014030,"",38014,0.6,93,"","",""
"","","",38014031,"",38014,600,32,"","",0
"","","",38014032,"",38014,610,32,"","",0
"","","",38014033,"",38014,604,32,"","",0
"","","",38014034,"",38014,701,32,"","",1
0.01,"","",38014035,"",38014,965,33,0,"",0
wac_birthday_wish_02,0.2,1,38014036,0.2,38014,104611,3,0,"",wac_birthday_blowout_01
0.01,"","",38014037,"",38014,104611,2,-330,"",-200
"",0.2,"",38014038,"",38014,104811,3,1,"",wac_birthday_idle_normal
0.01,"","",38014039,"",38014,104811,2,-320,"",180
"",0.2,"",38014040,"",38014,103411,3,1,"",wac_birthday_idle_wish
0.01,"","",38014041,"",38014,103411,2,-360,"",290
"",0.2,"",38014042,"",38014,103211,3,1,"",wac_birthday_idle_normal
0.01,"","",38014043,"",38014,103211,2,-340,"",425
"","","",38014044,"",38014,0,93,"","",""
"","","",38014045,"",38014,800,32,"","",1
"","","",38014046,"",38014,0.7,93,"","",""
"","","",38014047,"",38014,702,32,"","",1
"","","",38014048,"",38014,0.5,93,"","",""
"","","",38014049,"",38014,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",38014050,"",38014,701,32,"","",0
"","","",38014051,"",38014,0.4,93,"","",""
"","","",38014052,"",38014,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",38014053,"",38014,700,32,"","",1
"","","",38014054,"",38014,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_normal,0.2,1,38014055,0.2,38014,104811,3,0,"",wac_birthday_clap
"","","",38014056,"",38014,0.1,93,"","",""
wac_birthday_idle_wish,0.2,1,38014057,0.2,38014,103411,3,0,"",wac_birthday_clap_to_wish
"","","",38014058,"",38014,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,38014059,0.2,38014,103211,3,0,"",wac_birthday_clap
"","","",38014060,"",38014,2,93,"","",""
"","","",38014061,"",38014,1,131,"","",""
0,"","",38014062,"",38014,vo_wac_38014,21,0,"",vo_wac_38014_000
1,0,1,38014063,0,38014,104611,11,10,0.5,"생일 축하, 감사한다냥~!\n심지어 케이크만이 아니라\n선물까지 준비했을 줄은……\n다들, 뭘 가져와준 거냥?"
"","","",38014064,"",38014,0,91,"","",""
"",0.2,"",38014065,"",38014,104611,3,1,"",wac_birthday_idle_smile
"",0.2,"",38014066,"",38014,104811,3,1,"",wac_birthday_talk_normal
0,"","",38014067,"",38014,vo_wac_38014,21,0,"",vo_wac_38014_001
1,0,1,38014068,0,38014,104811,11,10,0.5,"나는 책을 선물할게.\n제목은 「고양이도 할 수 있는 절약술」이야.\n평상시 절약에 유용하게 써 줘."
"","","",38014069,"",38014,0,91,"","",""
"",0.2,"",38014070,"",38014,104811,3,1,"",wac_birthday_idle_normal
"",0.2,"",38014071,"",38014,103411,3,1,"",wac_birthday_talk_smile
0,"","",38014072,"",38014,vo_wac_38014,21,0,"",vo_wac_38014_002
1,0,1,38014073,0,38014,103411,11,10,0.5,"어머, 나도 책이야.\n「고양이도 알 수 있는 맥주의 역사」란\n책인데, 이것을 읽고 맥주에 대한\n이해를 높여 줘♪"
"","","",38014074,"",38014,0,91,"","",""
"",0.2,"",38014075,"",38014,103411,3,1,"",wac_birthday_idle_smile
"",0.2,"",38014076,"",38014,104611,3,1,"",wac_birthday_talk_sad
0,"","",38014077,"",38014,vo_wac_38014,21,0,"",vo_wac_38014_003
1,0,1,38014078,0,38014,104611,11,10,0.5,"……일단 감사는 해두겠다냥.\n그런데 뭔가, 고양이라고 붙어 있으면\n아무거나 괜찮다고 생각하는 거 아니냥?\n설마 아키노도 그런 느낌이냥?"
"","","",38014079,"",38014,0,91,"","",""
"",0.2,"",38014080,"",38014,104611,3,1,"",wac_birthday_idle_sad
"",0.2,"",38014081,"",38014,103211,3,1,"",wac_birthday_talk_doya
0,"","",38014082,"",38014,vo_wac_38014,21,0,"",vo_wac_38014_004
1,0,1,38014083,0,38014,103211,11,10,0.5,"절 만만하게 보시면 곤란해요!\n비즈니스도 선물 고르기도 직구 승부,\n즉 붕어빵 1년치입니다!!\n자, 상자째로 받아 주세요♪"
"","","",38014084,"",38014,0,91,"","",""
"",0.2,"",38014085,"",38014,103211,3,1,"",wac_birthday_idle_doya
"",0.2,"",38014086,"",38014,104611,3,1,"",wac_birthday_talk_smile
0,"","",38014087,"",38014,vo_wac_38014,21,0,"",vo_wac_38014_005
1,0,1,38014088,0,38014,104611,11,10,0.5,"아키노는 잘 아는구나냥~♪\n……읏, 잘 보니 소비기한이\n겨우 3일밖에 안 남았다냥!?\n나, 나눠서 다 먹는거다냥~!!"
"","","",38014089,"",38014,4,93,"","",1
"",0.2,"",38014090,"",38014,104611,3,1,"",wac_birthday_talk_anger
"","","",38014091,"",38014,38014088,91,"","",""
"","","",38014092,"",38014,0,22,"","",""
"","","",38214001,"",38214,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,38214002,0,38214,1,1,250,wac_birthday_idle_normal,103311
200,2,-270,38214003,1,38214,1,1,256,wac_birthday_idle_smile,103811
300,2,-310,38214004,1,38214,1,1,258,wac_birthday_idle_normal,102611
440,2,-290,38214005,1,38214,1,1,257,wac_birthday_idle_doya,105211
"","","",38214006,"",38214,103311,13,"","",300
"","","",38214007,"",38214,103811,13,"","",300
"","","",38214008,"",38214,102611,13,"","",300
"","","",38214009,"",38214,105211,13,"","",300
0,1,1,38214010,"",38214,600,31,0,"",600
0,0,1,38214011,"",38214,602,31,0,"",602
0,0,1,38214012,"",38214,603,31,0,"",603
60,1,1,38214013,"",38214,604,31,30,"",604
0,1,1,38214014,"",38214,610,31,0,"",610
0,0,1,38214015,"",38214,700,31,0,"",700
0,0,1,38214016,"",38214,701,31,0,"",701
0,0,1,38214017,"",38214,702,31,0,"",702
0,0,1,38214018,"",38214,800,31,0,"",800
60,1,1,38214019,"",38214,966,31,30,"",966
"","","",38214020,"",38214,1,93,"","",""
wac_birthday_reaction_03,0.2,1,38214021,0.2,38214,102611,3,0,"",wac_birthday_reaction_01
"","","",38214022,"",38214,0.1,93,"","",""
wac_birthday_reaction_04,0.2,1,38214023,0.2,38214,103811,3,0,"",wac_birthday_reaction_05
wac_birthday_reaction_03,0.2,1,38214024,0.2,38214,105211,3,0,"",wac_birthday_reaction_02
"","","",38214025,"",38214,0.3,93,"","",""
"",0.2,"",38214026,"",38214,103311,3,1,"",wac_birthday_run_01
3,"","",38214027,"",38214,103311,2,-70,"",0
"","","",38214028,"",38214,2.5,93,"","",""
"","","",38214029,"",38214,602,32,"","",1
"","","",38214030,"",38214,0.6,93,"","",""
"","","",38214031,"",38214,600,32,"","",0
"","","",38214032,"",38214,610,32,"","",0
"","","",38214033,"",38214,604,32,"","",0
"","","",38214034,"",38214,701,32,"","",1
0.01,"","",38214035,"",38214,966,33,0,"",0
wac_birthday_wish_02,0.2,1,38214036,0.2,38214,103311,3,0,"",wac_birthday_blowout_01
0.01,"","",38214037,"",38214,103311,2,-330,"",-200
"",0.2,"",38214038,"",38214,103811,3,1,"",wac_birthday_idle_smile
0.01,"","",38214039,"",38214,103811,2,-320,"",180
"",0.2,"",38214040,"",38214,102611,3,1,"",wac_birthday_idle_normal
0.01,"","",38214041,"",38214,102611,2,-360,"",280
"",0.2,"",38214042,"",38214,105211,3,1,"",wac_birthday_idle_doya
0.01,"","",38214043,"",38214,105211,2,-340,"",420
"","","",38214044,"",38214,0,93,"","",""
"","","",38214045,"",38214,800,32,"","",1
"","","",38214046,"",38214,0.7,93,"","",""
"","","",38214047,"",38214,702,32,"","",1
"","","",38214048,"",38214,0.5,93,"","",""
"","","",38214049,"",38214,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",38214050,"",38214,701,32,"","",0
"","","",38214051,"",38214,0.4,93,"","",""
"","","",38214052,"",38214,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",38214053,"",38214,700,32,"","",1
"","","",38214054,"",38214,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_smile,0.2,1,38214055,0.2,38214,103811,3,0,"",wac_birthday_clap
"","","",38214056,"",38214,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,38214057,0.2,38214,102611,3,0,"",wac_birthday_clap
"","","",38214058,"",38214,0.1,93,"","",""
wac_birthday_idle_doya,0.2,1,38214059,0.2,38214,105211,3,0,"",wac_birthday_clap
"","","",38214060,"",38214,2,93,"","",""
"","","",38214061,"",38214,1,131,"","",""
0,"","",38214062,"",38214,vo_wac_38214,21,0,"",vo_wac_38214_000
1,0,1,38214063,0,38214,103311,11,10,0.5,"다들, 오늘은 내 생일을\n축하해 줘서 고마워~♪\n그래서~…… 으~음……!"
"","","",38214064,"",38214,6,93,"","",1
"",0.2,"",38214065,"",38214,103311,3,1,"",wac_birthday_talk_sad
"","","",38214066,"",38214,38214063,91,"","",""
"",0.2,"",38214067,"",38214,103311,3,1,"",wac_birthday_idle_sad
"",0.2,"",38214068,"",38214,103811,3,1,"",wac_birthday_talk_sad
0,"","",38214069,"",38214,vo_wac_38214,21,0,"",vo_wac_38214_001
1,0,1,38214070,0,38214,103811,11,10,0.5,"마히루 씨, 왜 그러세요……?\n혹시 생일 케이크에\n이상한 부분이라도……?"
"","","",38214071,"",38214,0,91,"","",""
"",0.2,"",38214072,"",38214,103811,3,1,"",wac_birthday_idle_normal
"",0.2,"",38214073,"",38214,103311,3,1,"",wac_birthday_talk_normal
0,"","",38214074,"",38214,vo_wac_38214,21,0,"",vo_wac_38214_002
1,0,1,38214075,0,38214,103311,11,10,0.5,"아니, 그런 게 아니라!\n축하해줘서 굉장히 기쁘지만\n그 마음을 어떤 멋진 개그로\n표현해야 할지 고민하느라……"
"","","",38214076,"",38214,0,91,"","",""
"",0.2,"",38214077,"",38214,103311,3,1,"",wac_birthday_idle_normal
"",0.2,"",38214078,"",38214,102611,3,1,"",wac_birthday_talk_smile
0,"","",38214079,"",38214,vo_wac_38214,21,0,"",vo_wac_38214_003
1,0,1,38214080,0,38214,102611,11,10,0.5,"아니 저기, 너무 헷갈린다고.\n평범한 감사 인사면 충분해,\n심각한 듯한 분위기 풍기지 말아줄래?"
"","","",38214081,"",38214,0,91,"","",""
"",0.2,"",38214082,"",38214,102611,3,1,"",wac_birthday_idle_smile
"",0.2,"",38214083,"",38214,105211,3,1,"",wac_birthday_talk_smile
