target_shape,bonus_id,description,target_category,effect_value,effect_target
3,40301086,"부스터에<1>HP+86%",4,86,1
3,40301087,"부스터에<1>HP+87%",4,87,1
3,40301088,"부스터에<1>HP+88%",4,88,1
3,40301089,"부스터에<1>HP+89%",4,89,1
3,40301090,"부스터에<1>HP+90%",4,90,1
3,40301091,"부스터에<1>HP+91%",4,91,1
3,40301092,"부스터에<1>HP+92%",4,92,1
3,40301093,"부스터에<1>HP+93%",4,93,1
3,40301094,"부스터에<1>HP+94%",4,94,1
3,40301095,"부스터에<1>HP+95%",4,95,1
3,40301096,"부스터에<1>HP+96%",4,96,1
3,40301097,"부스터에<1>HP+97%",4,97,1
3,40301098,"부스터에<1>HP+98%",4,98,1
3,40301099,"부스터에<1>HP+99%",4,99,1
3,40301100,"부스터에<1>HP+100%",4,100,1
